,62.4293036_6.3280543,62.4728130_6.1584737,62.4648029_6.1111520,62.4749043_6.2216744,62.4719208_6.1427615,62.4677730_6.3069108,62.4726771_6.1614843,62.5581807_6.2647180,62.4695645_6.6247074,62.4735740_6.1568680,62.4728964_6.1563672,62.4699296_6.1460985,62.4712466_6.1538577,62.4712260_6.1528700,62.4714696_6.1536135,62.4752591_6.1530952,62.4714804_6.1512358,62.4712404_6.1617014,62.4744125_6.1566436,62.4756638_6.1552199,62.4713488_6.1559244,62.4709540_6.1530810,62.4755287_6.1560491,62.4695051_6.1521612,62.4744062_6.1557970,62.4727740_6.1650560,62.4716873_6.1609571,62.4727409_6.2309420,62.4731906_6.1567012,62.4604828_6.2686763,62.4643885_6.3172074,62.4723101_6.1583677,62.4746740_6.1569160,62.4752788_6.1565513,62.4697710_6.1256370,62.4735516_6.1564804,62.4715115_6.2065205,62.4700820_6.1400480,62.4273801_6.3156902,62.4723820_6.2406150,62.4710560_6.1666930,62.4636310_6.3125440,62.4729228_6.1581093,62.4713742_6.1591680,62.4712141_6.1588682,62.4728188_6.1583341,62.4718628_6.1603005,62.4712525_6.1578843,62.4725947_6.1574179,62.4819990_6.1853070,62.4725015_6.1581388,62.4720040_6.2358180,62.4660480_6.3563750,62.4648170_6.3515225,62.4650820_6.3515200,62.4651818_6.3478662,62.4629970_6.3630480,62.4660900_6.1094880,62.4708459_6.1312305,62.4713955_6.1594019,62.4719148_6.1593252,62.4667330_6.1136780,62.4666932_6.1141750,62.4722192_6.1522983,62.4749561_6.1563663,62.4703741_6.1502732,62.6719230_6.6749030,62.4366350_6.3705230,62.4710580_6.3421710,62.4716084_6.3453172,62.4714714_6.3447286,62.4622693_6.3640886,62.4420250_6.3719770,62.4635290_6.3644850,62.4717260_6.3633530,62.4319749_6.4127797,62.4664420_6.3512370,62.4669725_6.3502766,62.4624300_6.3636223,62.4673802_6.3564385,62.4842080_6.3899840,62.4686300_6.3477760,62.4666080_6.2460440,62.4683680_6.2920740,62.4420055_6.2580881,62.4431074_6.2726405,62.4444111_6.1943517,62.4424369_6.1886657,62.4415864_6.2751885,62.4390436_6.1854688,62.4246541_6.3055775,62.4421478_6.1903413,62.4376538_6.1879915,62.4407026_6.1998007,62.4378240_6.2349440,62.4402429_6.2730816
62.4293036_6.3280543,0.0,16732.9,19803.0,13705.3,17664.7,9215.0,16736.1,49427.8,19780.1,16856.3,16832.1,17255.6,16979.1,16998.0,16959.7,17288.8,17032.6,16416.7,17118.7,17148.5,16722.9,16969.2,17373.6,17074.8,17108.1,16639.6,16753.3,13080.4,16864.1,10437.2,8175.0,16940.9,17142.8,17340.5,18386.3,17004.4,14620.6,17560.3,3404.0,12787.2,16163.4,8254.4,16754.0,16656.7,16538.7,16740.1,16586.7,16598.4,16830.2,17044.1,16941.3,12908.7,5960.6,5896.0,5887.7,6275.7,5821.4,19668.0,18100.9,16669.0,16630.4,19452.0,19482.9,17155.5,17332.6,17032.6,60765.0,3241.1,6887.3,6729.0,6731.8,5655.1,3955.1,5821.5,7205.7,6114.0,6248.3,6201.5,5707.8,6198.2,9297.9,6413.3,11661.5,9340.7,9400.5,8752.7,13660.0,13591.4,8491.1,13865.3,4310.6,13568.3,13783.7,12928.2,11029.3,8322.7
62.4728130_6.1584737,16743.3,0.0,3320.3,4406.1,1182.0,9967.3,159.1,54189.0,30434.9,144.6,99.2,772.9,350.8,369.6,331.3,511.6,549.9,361.1,295.0,436.8,406.9,391.8,596.4,686.3,342.1,342.9,225.7,4273.2,152.4,7039.3,9202.6,208.0,270.9,563.3,1903.6,376.0,2963.4,1077.6,17349.5,4976.4,577.4,9363.2,21.1,291.7,514.8,7.2,174.8,574.4,97.3,2593.0,208.4,5097.9,11480.3,11146.6,11138.2,10823.2,12046.9,3185.3,1618.2,303.9,163.0,2969.3,3000.2,672.8,555.4,549.9,65526.2,15109.3,10633.6,10475.3,10478.1,12132.4,14610.0,11824.3,11121.5,16768.8,10986.3,10939.6,11933.3,11010.6,13250.2,11151.3,5398.3,7823.0,23346.0,22698.2,27605.5,27536.9,22436.6,27810.8,18256.1,27513.8,27729.2,26873.7,24974.8,22268.2
62.4648029_6.1111520,19779.9,3315.0,0.0,7442.7,2447.8,13003.9,3474.1,57225.6,33471.5,3459.6,3215.7,2545.6,2967.7,2948.9,2987.2,3564.8,2812.8,3485.9,3394.6,3638.7,3154.1,2926.7,3649.5,3126.4,3384.0,3657.8,3433.7,7309.8,3467.4,10075.9,12239.1,3394.1,3418.7,3616.4,1453.5,3280.3,6000.0,2240.9,20386.1,8013.0,3710.0,12399.8,3293.9,3337.1,3261.9,3307.8,3489.7,3278.7,3283.4,5629.6,3394.5,8134.5,14516.9,14183.2,14174.8,13859.8,15083.5,286.6,1812.6,3349.4,3478.0,351.0,348.5,2918.8,3608.5,2803.1,68562.8,18145.9,13670.2,13511.9,13514.7,15169.0,17646.5,14860.9,14158.1,19805.4,14022.9,13976.2,14969.9,14047.2,16286.7,14187.9,8434.8,10859.6,26382.6,25734.8,30642.1,30573.5,25473.2,30847.4,21292.7,30550.4,30765.8,29910.3,28011.4,25304.8
62.4749043_6.2216744,13781.0,4128.5,7198.6,0.0,5060.3,7005.0,4131.7,50929.2,27472.6,4251.9,4227.7,4651.2,4374.7,4393.6,4355.3,4684.5,4428.2,3812.3,4514.3,4544.1,4118.5,4364.8,4769.2,4470.4,4503.7,4035.2,4149.0,894.2,4259.7,3875.9,6240.2,4336.5,4538.4,4736.1,5781.9,4400.0,1517.9,4955.9,14387.2,1441.1,3559.0,6400.8,4149.6,4052.3,3934.3,4135.7,3982.3,3994.0,4225.8,4439.7,4336.9,1367.2,8517.9,8184.2,8175.9,7860.9,9084.6,7063.6,5496.5,4064.6,4026.1,6847.6,6878.5,4551.2,4728.2,4428.2,62266.4,12146.9,7671.3,7512.9,7515.7,9170.1,11647.6,8862.0,8159.1,13806.5,8023.9,7977.2,8970.9,8048.2,10287.8,8188.9,2234.9,4860.6,20383.6,19735.8,24643.1,24574.6,19474.3,24848.5,15293.7,24551.5,24766.9,23911.4,22012.4,19305.8
62.4719208_6.1427615,17664.2,1199.2,2436.7,5326.9,0.0,10888.2,1358.3,55109.8,31355.8,1343.8,1100.0,480.4,851.9,833.1,871.4,1449.0,595.9,1370.2,1278.8,1522.9,1038.3,810.9,1533.8,743.9,1268.2,1542.1,1318.0,5194.0,1351.6,7960.1,10123.4,1278.4,1303.0,1500.6,1020.0,1164.5,3884.3,310.4,18270.4,5897.2,1594.2,10284.0,1178.1,1221.3,1146.1,1192.0,1374.0,1163.0,1167.6,3513.8,1278.7,6018.8,12401.1,12067.4,12059.0,11744.1,12967.7,2301.6,711.3,1233.6,1362.2,2085.7,2116.5,701.9,1492.7,637.5,66447.0,16030.1,11554.4,11396.1,11398.9,13053.3,15530.8,12745.2,12042.3,17689.6,11907.1,11860.4,12854.1,11931.4,14171.0,12072.1,6319.1,8743.8,24266.8,23619.0,28526.3,28457.8,23357.5,28731.7,19176.9,28434.6,28650.1,27794.6,25895.6,23189.0
62.4677730_6.3069108,9161.1,9903.0,12973.2,6875.4,10834.9,0.0,9906.2,46309.4,22852.7,10026.5,10002.3,10425.8,10149.3,10168.2,10129.8,10459.0,10202.8,9586.8,10288.9,10318.6,9893.1,10139.4,10543.8,10245.0,10278.3,9809.8,9923.5,6250.6,10034.3,5232.8,2544.0,10111.1,10313.0,10510.6,11556.5,10174.5,7790.8,10730.4,9767.3,5957.3,9333.5,2840.5,9924.2,9826.9,9708.9,9910.2,9756.9,9768.5,10000.4,10214.3,10111.4,6078.9,3366.9,2969.7,2961.3,2646.3,3961.0,12838.1,11271.1,9839.2,9800.6,12622.2,12653.0,10325.7,10502.7,10202.7,57646.5,7527.0,3051.4,2893.1,2895.9,3844.8,7027.7,3738.4,3539.3,9186.6,2815.0,2726.3,3847.3,2924.6,5667.9,2369.5,5240.8,2919.9,15763.8,15115.9,20023.3,19954.7,14854.4,20228.6,10673.9,19931.6,20147.0,19291.5,17392.6,14686.0
62.4726771_6.1614843,16584.2,159.1,3479.5,4246.9,1341.1,9808.2,0.0,54029.9,30275.8,282.6,258.4,932.0,509.9,528.8,490.5,649.6,709.1,379.5,433.0,574.7,717.3,551.0,734.4,845.4,480.1,183.7,338.7,4114.1,290.4,6880.1,9043.4,367.2,408.9,701.2,2062.8,535.1,2804.3,1236.7,17190.4,4817.2,418.2,9204.1,180.3,404.7,533.1,166.3,287.8,592.8,256.5,2433.8,367.6,4938.8,11321.2,10987.4,10979.1,10664.1,11887.8,3344.4,1777.4,416.9,276.0,3128.5,3159.3,832.0,693.3,709.0,65367.0,14950.1,10474.5,10316.1,10318.9,11973.3,14450.8,11665.2,10962.3,16609.7,10827.2,10780.4,11774.1,10851.4,13091.0,10992.1,5239.1,7663.8,23186.8,22539.0,27446.4,27377.8,22277.5,27651.7,18096.9,27354.7,27570.1,26714.6,24815.6,22109.1
62.5581807_6.2647180,49323.0,54045.0,57115.2,50561.8,54976.8,46071.5,54048.2,0.0,38122.7,54168.5,54144.2,54567.7,54291.3,54310.1,54271.8,54601.0,54344.8,53728.8,54430.8,54460.6,54035.0,54281.4,54685.8,54386.9,54420.2,53951.7,54065.5,49937.0,54176.2,48341.4,45992.2,54253.1,54455.0,54652.6,55698.5,54316.5,51477.2,54872.4,49929.3,49643.7,53475.5,46288.7,54066.1,53968.9,53850.9,54052.2,53898.9,53910.5,54142.3,51525.1,54253.4,49765.3,44060.0,43916.2,43907.8,44295.8,43925.0,56980.1,55413.1,53981.1,53942.6,56764.2,56795.0,54467.7,54644.7,54344.7,33081.9,47689.0,43743.9,43585.6,43588.4,43808.7,47189.7,43702.4,42635.0,49348.5,43566.0,43519.3,43811.3,43590.3,42484.3,43731.0,48927.2,46606.3,55925.7,55277.9,60185.2,60116.6,55016.3,60390.6,50835.8,60093.5,60308.9,59453.4,57554.5,54847.9
62.4695645_6.6247074,20043.5,30295.0,33365.1,27267.3,31226.8,22777.0,30298.2,38027.2,0.0,30418.4,30394.2,30817.7,30541.2,30560.1,30521.8,30850.9,30594.7,29978.8,30680.8,30710.6,30285.0,30531.3,30935.7,30636.9,30670.2,30201.7,30315.4,26642.5,30426.2,23999.3,21737.1,30503.0,30704.9,30902.5,31948.4,30566.4,28182.7,31122.3,20649.7,26349.2,29725.5,21816.5,30316.1,30218.8,30100.8,30302.1,30148.8,30160.4,30392.3,30606.2,30503.4,26470.8,19522.7,19458.1,19449.8,19837.8,19383.5,33230.0,31663.0,30231.1,30192.5,33014.1,33044.9,30717.6,30894.6,30594.6,49364.3,16659.3,20449.4,20291.1,20293.9,19217.2,16191.9,19383.6,20767.8,13967.4,19810.4,19763.6,19269.8,19760.3,22349.3,19975.3,25223.6,22902.8,26646.2,25998.4,30905.7,30837.1,25736.8,31111.0,21556.3,30814.0,31029.4,30173.9,28275.0,25568.4
62.4735740_6.1568680,16866.8,144.6,3464.9,4529.5,1326.6,10090.8,282.6,54312.5,30558.4,0.0,243.9,917.5,495.4,514.2,475.9,502.2,694.5,484.6,285.5,427.3,551.5,536.4,586.9,830.9,332.6,466.3,349.2,4396.7,7.8,7162.7,9326.0,352.7,261.4,553.8,2048.3,520.6,3086.9,1222.2,17473.0,5099.9,700.8,9486.7,165.7,415.1,638.3,151.8,298.2,697.9,241.9,2716.4,353.0,5221.4,11603.8,11270.0,11261.7,10946.7,12170.4,3329.9,1762.9,427.4,286.5,3114.0,3144.8,817.5,545.9,694.5,65649.6,15232.7,10757.1,10598.8,10601.6,12255.9,14733.4,11947.8,11244.9,16892.3,11109.8,11063.0,12056.7,11134.0,13373.6,11274.7,5521.7,7946.5,23469.5,22821.6,27729.0,27660.4,22560.1,27934.3,18379.5,27637.3,27852.7,26997.2,25098.2,22391.7
62.4728964_6.1563672,16842.6,99.2,3221.1,4505.3,1082.8,10066.6,258.4,54288.3,30534.2,243.9,0.0,673.7,251.5,270.4,232.1,561.2,450.7,460.3,391.1,536.0,307.7,292.6,646.0,587.1,380.5,442.1,324.9,4372.4,251.6,7138.5,9301.8,178.4,415.2,612.9,1804.4,276.7,3062.7,978.3,17448.8,5075.6,676.6,9462.4,78.1,390.9,425.1,92.1,274.0,442.0,67.7,2692.2,178.8,5197.2,11579.5,11245.8,11237.5,10922.5,12146.2,3086.0,1519.0,403.2,262.3,2870.1,2900.9,573.6,605.0,450.6,65625.4,15208.5,10732.9,10574.5,10577.3,12231.7,14709.2,11923.6,11220.7,16868.1,11085.5,11038.8,12032.5,11109.8,13349.4,11250.5,5497.5,7922.2,23445.2,22797.4,27704.8,27636.2,22535.9,27910.1,18355.3,27613.1,27828.5,26973.0,25074.0,22367.4
62.4699296_6.1460985,17234.4,769.4,2547.4,4897.1,463.1,10458.3,928.5,54680.0,30926.0,914.0,670.1,0.0,422.1,403.3,441.6,1019.2,333.5,940.4,849.0,1093.1,608.5,381.1,1103.9,580.9,838.4,1112.3,888.1,4764.2,921.8,7530.3,9693.6,848.6,873.2,1070.8,1130.7,734.7,3454.5,304.7,17840.6,5467.4,1164.4,9854.2,748.3,791.5,716.3,762.2,944.2,733.2,737.8,3084.0,848.9,5588.9,11971.3,11637.6,11629.2,11314.2,12537.9,2412.4,847.3,803.8,932.4,2196.4,2227.3,439.5,1062.9,257.5,66017.2,15600.3,11124.6,10966.3,10969.1,12623.4,15101.0,12315.3,11612.5,17259.8,11477.3,11430.6,12424.3,11501.6,13741.2,11642.3,5889.3,8314.0,23837.0,23189.2,28096.5,28027.9,22927.6,28301.9,18747.1,28004.8,28220.2,27364.7,25465.8,22759.2
62.4712466_6.1538577,16952.7,347.3,2969.6,4615.4,831.2,10176.7,506.4,54398.4,30644.3,491.9,248.0,422.1,0.0,18.9,19.5,597.0,199.2,708.4,426.9,671.0,317.2,41.1,681.8,335.5,416.3,690.1,573.0,4482.6,499.6,7248.6,9411.9,426.4,451.0,648.7,1552.9,312.5,3172.8,726.8,17558.9,5185.7,924.6,9572.6,326.1,509.9,434.7,340.1,522.0,451.5,315.7,2802.3,426.8,5307.3,11689.7,11355.9,11347.6,11032.6,12256.3,2834.5,1267.5,522.1,510.3,2618.6,2649.4,322.1,640.8,199.1,65735.5,15318.6,10843.0,10684.6,10687.5,12341.8,14819.3,12033.7,11330.8,16978.2,11195.7,11148.9,12142.6,11219.9,13459.5,11360.6,5607.6,8032.3,23555.4,22907.5,27814.9,27746.3,22646.0,28020.2,18465.4,27723.2,27938.6,27083.1,25184.1,22477.6
62.4712260_6.1528700,16971.6,366.1,2950.7,4634.3,812.4,10195.5,525.3,54417.2,30663.2,510.7,266.9,403.3,18.9,0.0,38.3,615.9,180.3,727.2,445.7,689.8,344.3,22.2,700.7,316.7,435.2,709.0,591.8,4501.4,518.5,7267.5,9430.8,445.3,469.9,667.5,1534.0,331.4,3191.7,707.9,17577.8,5204.6,943.5,9591.4,345.0,528.7,453.5,358.9,540.9,470.4,334.6,2821.2,445.7,5326.1,11708.5,11374.8,11366.4,11051.4,12275.1,2815.6,1248.6,541.0,529.2,2599.7,2630.5,303.2,659.6,180.2,65754.4,15337.5,10861.8,10703.5,10706.3,12360.7,14838.2,12052.5,11349.7,16997.0,11214.5,11167.8,12161.5,11238.8,13478.4,11379.5,5626.5,8051.2,23574.2,22926.4,27833.7,27765.2,22664.8,28039.1,18484.3,27742.0,27957.4,27102.0,25203.0,22496.4
62.4714696_6.1536135,16933.2,327.8,2989.0,4596.0,850.7,10157.2,486.9,54378.9,30624.8,472.4,228.6,441.6,19.5,38.3,0.0,577.6,218.6,688.9,407.4,651.5,297.7,60.5,662.4,355.0,396.8,670.7,553.5,4463.1,480.2,7229.2,9392.5,407.0,431.6,629.2,1572.3,293.1,3153.3,746.3,17539.5,5166.3,905.2,9553.1,306.7,490.4,415.2,320.6,502.6,432.1,296.2,2782.9,407.3,5287.8,11670.2,11336.5,11328.1,11013.1,12236.8,2854.0,1286.9,502.7,490.8,2638.0,2668.9,341.5,621.3,218.5,65716.1,15299.2,10823.5,10665.2,10668.0,12322.3,14799.9,12014.2,11311.4,16958.7,11176.2,11129.5,12123.2,11200.5,13440.1,11341.2,5588.2,8012.9,23535.9,22888.1,27795.4,27726.8,22626.5,28000.8,18446.0,27703.7,27919.1,27063.6,25164.7,22458.1
62.4752591_6.1530952,17283.0,511.6,3560.9,4945.7,1422.6,10507.0,649.6,54728.7,30974.6,502.2,578.3,1013.5,591.4,610.2,571.9,0.0,790.5,851.6,216.6,144.9,647.5,632.4,207.5,926.9,217.2,833.4,716.2,4812.9,509.9,7578.9,9742.2,719.7,240.8,174.4,2144.2,403.7,3503.1,1318.2,17889.2,5516.0,1067.8,9902.8,532.8,782.2,764.9,518.8,665.3,781.8,609.0,3132.6,720.1,5637.6,12019.9,11686.2,11677.9,11362.9,12586.6,3425.9,1858.8,794.4,653.5,3209.9,3240.8,913.4,166.5,790.4,66065.8,15648.9,11173.3,11014.9,11017.7,12672.1,15149.6,12364.0,11661.1,17308.5,11525.9,11479.2,12472.9,11550.2,13789.8,11690.9,5937.9,8362.6,23885.6,23237.8,28145.2,28076.6,22976.3,28350.5,18795.7,28053.5,28268.9,27413.4,25514.4,22807.9
62.4714804_6.1512358,17019.6,554.6,2801.7,4682.3,640.1,10243.5,713.7,54465.2,30711.2,699.2,455.4,347.4,207.3,188.5,226.8,804.4,0.0,725.6,634.2,878.3,393.7,166.3,889.2,366.1,623.6,897.5,673.3,4549.4,707.0,7315.5,9478.8,633.8,658.4,856.0,1385.0,519.9,3239.7,652.0,17625.8,5252.6,949.6,9639.4,533.5,576.7,501.5,547.4,729.4,518.4,523.0,2869.2,634.1,5374.2,11756.5,11422.8,11414.4,11099.4,12323.1,2666.6,1076.3,589.0,717.6,2450.7,2481.5,122.9,848.1,124.3,65802.4,15385.5,10909.8,10751.5,10754.3,12408.7,14886.2,12100.5,11397.7,17045.0,11262.5,11215.8,12209.5,11286.8,13526.4,11427.5,5674.5,8099.2,23622.2,22974.4,27881.7,27813.2,22712.8,28087.1,18532.3,27790.0,28005.5,27150.0,25251.0,22544.4
62.4712404_6.1617014,16439.6,365.8,3467.6,4102.3,1329.2,9663.6,533.5,53885.3,30131.2,489.2,465.0,920.1,643.7,662.5,624.2,953.4,697.2,0.0,783.2,781.4,387.4,633.8,1038.2,739.4,772.7,437.0,417.9,3969.5,497.0,6735.6,8898.8,573.8,615.5,1005.0,2050.9,668.9,2659.7,1224.8,17045.8,4672.7,273.6,9059.5,386.9,321.3,203.3,373.0,219.6,262.9,463.1,2289.2,574.2,4794.2,11176.6,10842.9,10834.5,10519.5,11743.2,3332.5,1765.5,333.5,263.3,3116.6,3147.4,820.1,997.1,697.1,65222.4,14805.5,10329.9,10171.6,10174.4,11828.7,14306.2,11520.6,10817.8,16465.1,10682.6,10635.8,11629.5,10706.8,12946.4,10847.5,5094.5,7519.3,23042.3,22394.4,27301.8,27233.2,22132.9,27507.1,17952.3,27210.1,27425.5,26570.0,24671.0,21964.5
62.4744125_6.1566436,17017.2,295.0,3390.8,4679.9,1252.4,10241.2,433.0,54462.9,30708.8,285.5,394.3,843.3,421.2,440.1,401.7,216.6,620.4,635.0,0.0,290.5,477.3,462.3,301.4,756.7,47.1,616.7,499.6,4547.1,293.3,7313.1,9476.4,503.1,24.1,268.2,1974.1,233.6,3237.3,1148.0,17623.4,5250.2,851.2,9637.1,316.1,565.5,594.8,302.2,448.6,611.6,392.3,2866.8,503.4,5371.8,11754.2,11420.4,11412.1,11097.1,12320.8,3255.7,1688.7,577.8,436.9,3039.8,3070.6,743.3,260.3,620.3,65800.0,15383.1,10907.5,10749.1,10751.9,12406.3,14883.8,12098.2,11395.3,17042.7,11260.2,11213.4,12207.1,11284.4,13524.0,11425.1,5672.1,8096.8,23619.8,22972.0,27879.4,27810.8,22710.5,28084.7,18529.9,27787.7,28003.1,27147.6,25248.6,22542.1
62.4756638_6.1552199,17158.9,436.8,3634.8,4821.7,1496.5,10382.9,574.7,54604.6,30850.5,427.3,536.0,1087.4,665.3,684.1,645.8,144.9,864.4,776.7,275.5,0.0,721.4,706.3,185.5,1000.8,291.1,758.5,641.3,4688.8,435.0,7454.9,9618.2,644.8,251.3,152.3,2218.1,477.6,3379.0,1392.1,17765.1,5392.0,993.0,9778.8,457.9,707.3,838.9,444.0,590.4,855.7,534.1,3008.6,645.2,5513.5,11895.9,11562.2,11553.8,11238.8,12462.5,3499.8,1932.8,719.5,578.6,3283.8,3314.7,987.4,144.4,864.4,65941.8,15524.9,11049.2,10890.9,10893.7,12548.0,15025.6,12239.9,11537.1,17184.4,11401.9,11355.2,12348.9,11426.2,13665.8,11566.9,5813.9,8238.6,23761.6,23113.8,28021.1,27952.5,22852.2,28226.5,18671.7,27929.4,28144.8,27289.3,25390.4,22683.8
62.4713488_6.1559244,16949.9,318.1,3227.8,4612.6,1089.5,10173.8,477.3,54395.5,30641.5,462.8,218.9,680.3,258.2,277.1,238.8,567.9,457.4,679.3,397.8,641.9,0.0,299.3,652.7,593.8,387.2,661.0,543.9,4479.7,470.5,7245.8,9409.1,397.3,421.9,619.5,1811.1,283.4,3170.0,985.0,17556.1,5182.9,895.5,9569.7,297.0,609.8,431.8,311.0,492.9,448.7,286.6,2799.5,397.7,5304.4,11686.8,11353.1,11344.7,11029.7,12253.4,3092.7,1525.7,622.1,481.2,2876.8,2907.6,580.3,611.6,457.3,65732.7,15315.8,10840.1,10681.8,10684.6,12338.9,14816.5,12030.8,11328.0,16975.3,11192.8,11146.1,12139.8,11217.1,13456.7,11357.8,5604.8,8029.5,23552.5,22904.7,27812.0,27743.4,22643.1,28017.4,18462.6,27720.3,27935.7,27080.2,25181.3,22474.7
62.4709540_6.1530810,16948.0,388.3,2928.5,4610.7,790.2,10172.0,547.5,54393.7,30639.6,532.9,289.1,381.1,41.0,22.2,60.5,638.1,158.1,749.4,467.9,712.0,322.1,0.0,722.9,294.5,457.4,731.2,614.0,4477.8,540.7,7243.9,9407.2,467.5,492.1,689.7,1511.8,353.6,3168.1,685.8,17554.2,5181.0,965.7,9567.8,367.2,505.1,429.9,381.1,563.1,446.8,356.8,2797.6,467.8,5302.6,11684.9,11351.2,11342.9,11027.9,12251.6,2793.5,1226.4,517.4,551.3,2577.5,2608.3,281.0,681.8,158.0,65730.8,15313.9,10838.3,10679.9,10682.7,12337.1,14814.6,12029.0,11326.1,16973.5,11190.9,11144.2,12137.9,11215.2,13454.8,11355.9,5602.9,8027.6,23550.6,22902.8,27810.2,27741.6,22641.3,28015.5,18460.7,27718.5,27933.9,27078.4,25179.4,22472.8
62.4755287_6.1560491,17125.9,403.7,3633.2,4788.6,1494.9,10349.9,541.7,54571.6,30817.5,394.2,502.9,1085.7,663.6,682.5,644.2,207.1,862.8,743.6,242.4,62.2,719.8,704.7,0.0,999.2,289.5,725.4,608.2,4655.7,402.0,7421.8,9585.1,611.7,218.3,214.5,2216.5,476.0,3346.0,1390.4,17732.1,5358.9,959.9,9745.7,424.8,674.2,837.2,410.9,557.3,854.1,501.0,2975.5,612.1,5480.5,11862.8,11529.1,11520.8,11205.8,12429.5,3498.1,1931.1,686.5,545.6,3282.2,3313.0,985.7,206.6,862.7,65908.7,15491.8,11016.2,10857.8,10860.6,12515.0,14992.5,12206.9,11504.0,17151.4,11368.8,11322.1,12315.8,11393.1,13632.7,11533.8,5780.8,8205.5,23728.5,23080.7,27988.1,27919.5,22819.2,28193.4,18638.6,27896.4,28111.8,27256.3,25357.3,22650.7
62.4695051_6.1521612,17055.4,693.6,3150.0,4718.1,788.1,10279.4,852.8,54501.1,30747.0,838.3,594.4,602.5,346.4,327.5,365.8,943.4,379.6,761.4,773.3,1017.3,429.5,316.2,1028.2,0.0,762.7,1036.5,709.2,4585.3,846.0,7351.4,9514.6,772.8,797.4,995.0,1733.3,658.9,3275.5,907.2,17661.6,5288.5,985.5,9675.3,672.5,612.6,537.4,686.4,868.4,554.2,662.1,2905.0,773.2,5410.0,11792.4,11458.7,11450.3,11135.3,12359.0,3014.9,1224.4,624.9,856.7,2799.0,2829.8,502.5,987.1,379.5,65838.2,15421.3,10945.7,10787.4,10790.2,12444.5,14922.0,12136.4,11433.6,17080.9,11298.4,11251.6,12245.3,11322.7,13562.2,11463.3,5710.3,8135.1,23658.1,23010.2,27917.6,27849.0,22748.7,28122.9,18568.1,27825.9,28041.3,27185.8,25286.8,22580.3
62.4744062_6.1557970,17102.3,342.1,3380.2,4765.0,1241.9,10326.2,480.1,54547.9,30793.9,332.6,397.6,832.7,410.6,429.5,391.2,217.2,609.8,682.0,47.1,291.1,466.8,451.7,302.0,746.2,0.0,663.8,546.6,4632.1,340.4,7398.2,9561.5,550.1,71.2,268.8,1963.5,223.0,3322.4,1137.4,17708.5,5335.3,898.3,9722.1,363.2,612.6,584.2,349.3,495.7,601.1,439.4,2951.9,550.5,5456.8,11839.2,11505.5,11497.1,11182.1,12405.8,3245.1,1678.1,624.9,484.0,3029.2,3060.0,732.7,260.9,609.7,65885.1,15468.2,10992.5,10834.2,10837.0,12491.3,14968.9,12183.2,11480.4,17127.7,11345.2,11298.5,12292.2,11369.5,13609.1,11510.2,5757.2,8181.9,23704.9,23057.1,27964.4,27895.8,22795.5,28169.8,18615.0,27872.7,28088.1,27232.6,25333.7,22627.1
62.4727740_6.1650560,16548.4,342.9,3663.2,3725.4,1524.9,9772.3,183.7,53994.0,30240.0,466.3,442.1,1115.8,693.6,712.5,674.2,833.4,892.8,343.6,616.7,758.5,681.5,734.7,918.1,1029.2,663.8,0.0,522.4,3592.6,474.1,6844.3,9007.6,550.9,592.6,885.0,2246.5,718.9,2282.8,1420.4,17154.6,4781.4,382.4,9168.2,364.0,588.4,497.3,350.1,471.5,557.0,440.2,2398.0,551.3,4902.9,11285.3,10951.6,10943.2,10628.2,11851.9,3528.1,1961.1,600.7,459.8,3312.2,3343.0,1015.7,877.1,892.7,65331.2,14914.3,10438.6,10280.3,10283.1,11937.4,14415.0,11629.3,10926.5,16573.8,10791.3,10744.6,11738.3,10815.6,13055.2,10956.3,5203.3,7628.0,23151.0,22503.2,27410.5,27341.9,22241.6,27615.9,18061.1,27318.8,27534.2,26678.7,24779.8,22073.2
62.4716873_6.1609571,16511.5,345.4,3553.4,4174.2,1415.1,9735.5,513.0,53957.2,30203.1,468.8,444.6,1006.0,729.5,748.4,710.1,1039.2,783.0,135.4,619.2,761.0,473.3,719.6,1124.0,825.2,858.5,416.5,0.0,4041.4,476.6,6807.4,8970.7,553.4,595.1,1090.8,2136.7,754.7,2731.6,1310.6,17117.7,4744.6,356.0,9131.4,366.5,407.1,289.1,352.5,199.2,348.7,442.7,2361.1,553.8,4866.1,11248.5,10914.8,10906.4,10591.4,11815.1,3418.3,1851.3,419.4,242.9,3202.4,3233.2,905.9,1082.9,782.9,65294.3,14877.4,10401.8,10243.5,10246.3,11900.6,14378.1,11592.5,10889.6,16537.0,10754.5,10707.7,11701.4,10778.7,13018.3,10919.4,5166.4,7591.2,23114.2,22466.3,27373.7,27305.1,22204.8,27579.0,18024.2,27282.0,27497.4,26641.9,24742.9,22036.4
