,62.4293036_6.3280543,62.4728130_6.1584737,62.4648029_6.1111520,62.4749043_6.2216744,62.4719208_6.1427615,62.4677730_6.3069108,62.4726771_6.1614843,62.5581807_6.2647180,62.4695645_6.6247074,62.4735740_6.1568680,62.4728964_6.1563672,62.4699296_6.1460985,62.4712466_6.1538577,62.4712260_6.1528700,62.4714696_6.1536135,62.4752591_6.1530952,62.4714804_6.1512358,62.4712404_6.1617014,62.4744125_6.1566436,62.4756638_6.1552199,62.4713488_6.1559244,62.4709540_6.1530810,62.4755287_6.1560491,62.4695051_6.1521612,62.4744062_6.1557970,62.4727740_6.1650560,62.4716873_6.1609571,62.4727409_6.2309420,62.4731906_6.1567012,62.4604828_6.2686763,62.4643885_6.3172074,62.4723101_6.1583677,62.4746740_6.1569160,62.4752788_6.1565513,62.4697710_6.1256370,62.4735516_6.1564804,62.4715115_6.2065205,62.4700820_6.1400480,62.4273801_6.3156902,62.4723820_6.2406150,62.4710560_6.1666930,62.4636310_6.3125440,62.4729228_6.1581093,62.4713742_6.1591680,62.4712141_6.1588682,62.4728188_6.1583341,62.4718628_6.1603005,62.4712525_6.1578843,62.4725947_6.1574179,62.4819990_6.1853070,62.4725015_6.1581388,62.4720040_6.2358180,62.4660480_6.3563750,62.4648170_6.3515225,62.4650820_6.3515200,62.4651818_6.3478662,62.4629970_6.3630480,62.4660900_6.1094880,62.4708459_6.1312305,62.4713955_6.1594019,62.4719148_6.1593252,62.4667330_6.1136780,62.4666932_6.1141750,62.4722192_6.1522983,62.4749561_6.1563663,62.4703741_6.1502732,62.6719230_6.6749030,62.4366350_6.3705230,62.4710580_6.3421710,62.4716084_6.3453172,62.4714714_6.3447286,62.4622693_6.3640886,62.4420250_6.3719770,62.4635290_6.3644850,62.4717260_6.3633530,62.4319749_6.4127797,62.4664420_6.3512370,62.4669725_6.3502766,62.4624300_6.3636223,62.4673802_6.3564385,62.4842080_6.3899840,62.4686300_6.3477760,62.4666080_6.2460440,62.4683680_6.2920740,62.4420055_6.2580881,62.4431074_6.2726405,62.4444111_6.1943517,62.4424369_6.1886657,62.4415864_6.2751885,62.4390436_6.1854688,62.4246541_6.3055775,62.4421478_6.1903413,62.4376538_6.1879915,62.4407026_6.1998007,62.4378240_6.2349440,62.4402429_6.2730816
62.4293036_6.3280543,0.0,1269.5,1579.6,1171.2,1382.3,869.0,1278.9,3048.8,1523.4,1286.1,1278.4,1324.9,1296.5,1298.2,1294.8,1324.9,1303.9,1242.7,1304.4,1311.7,1265.6,1297.7,1334.4,1332.3,1308.4,1276.5,1269.1,1054.0,1286.9,1006.7,737.6,1297.0,1306.5,1329.6,1435.1,1293.0,1132.8,1352.5,331.7,1033.6,1211.6,767.9,1271.3,1260.4,1245.2,1270.2,1260.7,1251.6,1282.5,1253.2,1297.1,1059.5,563.2,525.8,518.5,560.8,537.4,1583.5,1407.4,1261.5,1256.7,1521.8,1534.0,1315.0,1328.7,1310.0,4960.6,421.6,605.4,572.8,577.0,489.2,418.0,514.7,618.7,534.5,567.6,537.6,505.0,547.5,756.6,558.5,1065.9,853.5,839.7,783.8,1208.3,1177.7,761.4,1202.9,418.5,1174.6,1181.0,1116.1,944.4,745.9
62.4728130_6.1584737,1277.3,0.0,331.9,448.6,134.6,794.0,14.3,3273.2,2176.0,24.9,8.9,77.2,33.3,35.0,31.6,65.8,56.2,46.2,39.0,50.5,61.6,37.1,75.3,97.1,47.8,30.8,26.1,364.0,25.7,577.1,656.7,27.5,36.9,70.5,187.4,37.8,249.8,104.8,1198.8,367.0,61.8,694.3,1.8,36.0,56.5,0.7,22.6,62.9,13.0,210.5,27.6,392.9,893.1,836.4,829.1,807.9,923.5,335.8,159.7,37.1,17.2,274.1,286.3,67.3,69.6,62.3,5185.0,1157.4,806.7,774.1,778.3,876.7,1070.6,884.8,831.4,1187.1,827.3,797.3,891.1,813.9,992.9,818.2,405.7,536.3,1706.8,1650.9,2075.4,2044.8,1628.5,2070.0,1285.6,2041.7,2048.1,1983.2,1811.5,1613.0
62.4648029_6.1111520,1573.6,334.3,0.0,744.9,263.5,1090.3,348.6,3569.5,2472.3,359.2,325.4,254.8,299.3,297.6,301.0,366.6,282.6,366.7,346.1,370.6,328.7,295.5,376.1,338.6,350.1,365.1,352.9,660.3,360.0,873.4,953.0,349.0,348.2,371.3,162.7,334.7,546.1,227.2,1495.1,663.3,380.7,990.6,332.5,344.2,327.5,333.6,356.9,335.4,334.5,506.8,349.1,689.2,1189.4,1132.7,1125.4,1104.2,1219.8,63.0,196.7,345.3,351.5,57.9,59.8,289.0,370.4,284.9,5481.3,1453.7,1103.0,1070.4,1074.6,1173.0,1366.9,1181.1,1127.7,1483.4,1123.6,1093.6,1187.4,1110.2,1289.2,1114.5,702.0,832.6,2003.1,1947.2,2371.7,2341.1,1924.8,2366.3,1581.9,2338.0,2344.4,2279.5,2107.8,1909.3
62.4749043_6.2216744,1191.7,423.2,733.3,0.0,536.0,708.4,432.6,3221.4,2090.4,439.8,432.1,478.6,450.2,451.9,448.5,478.6,457.6,396.4,458.1,465.4,419.3,451.4,488.1,486.0,462.1,430.2,422.8,160.6,440.6,461.5,571.1,450.7,460.2,483.3,588.8,446.7,230.2,506.2,1113.2,217.8,365.3,608.7,425.0,414.1,398.9,423.9,414.4,405.3,436.2,406.9,450.8,216.1,807.5,750.8,743.5,722.3,837.9,737.2,561.1,415.2,410.4,675.5,687.7,468.7,482.4,463.7,5133.2,1071.8,721.1,688.5,692.7,791.1,985.0,799.2,745.8,1101.5,741.7,711.7,805.5,728.3,907.3,732.6,290.1,450.7,1621.2,1565.3,1989.8,1959.2,1542.9,1984.4,1200.0,1956.1,1962.5,1897.6,1725.9,1527.4
62.4719208_6.1427615,1376.6,137.3,258.9,547.9,0.0,893.3,151.6,3372.5,2275.3,162.2,128.4,60.9,102.3,100.6,104.0,169.6,76.7,169.7,149.1,173.6,131.7,98.5,179.1,135.1,153.1,168.1,155.9,463.3,163.0,676.4,756.0,152.0,151.2,174.3,114.4,137.7,349.1,41.9,1298.1,466.3,183.7,793.6,135.5,147.2,130.5,136.6,159.9,138.4,137.5,309.8,152.1,492.2,992.4,935.7,928.4,907.2,1022.8,262.8,78.3,148.3,154.5,201.1,213.3,83.1,173.4,87.4,5284.3,1256.7,906.0,873.4,877.6,976.0,1169.9,984.1,930.7,1286.4,926.6,896.6,990.4,913.2,1092.2,917.5,505.0,635.6,1806.1,1750.2,2174.7,2144.1,1727.8,2169.3,1384.9,2141.0,2147.4,2082.5,1910.8,1712.3
62.4677730_6.3069108,866.6,790.2,1100.3,691.9,903.0,0.0,799.6,2896.3,1765.3,806.8,799.1,845.6,817.2,818.9,815.5,845.6,824.6,763.4,825.1,832.4,786.3,818.4,855.1,853.0,829.1,797.2,789.8,574.7,807.6,642.0,384.9,817.7,827.2,850.3,955.8,813.7,653.5,873.2,788.1,554.3,732.3,430.4,792.0,781.1,765.9,790.9,781.4,772.3,803.2,773.9,817.8,580.2,458.6,394.4,387.1,365.9,501.7,1104.2,928.1,782.2,777.4,1042.5,1054.7,835.7,849.4,830.7,4808.1,746.7,396.0,363.4,367.6,464.3,659.9,463.0,420.7,776.4,394.0,359.8,469.3,392.1,582.2,326.5,591.0,378.6,1296.1,1240.2,1664.7,1634.1,1217.8,1659.3,874.9,1631.0,1637.4,1572.5,1400.8,1202.3
62.4726771_6.1614843,1263.0,14.3,346.2,434.3,148.9,779.7,0.0,3258.9,2161.7,30.9,23.2,91.5,47.6,49.3,45.9,71.8,70.5,41.4,45.0,56.5,74.4,51.4,81.3,111.4,53.8,16.5,42.3,349.7,31.7,562.8,642.4,41.8,42.9,76.5,201.7,52.1,235.5,119.1,1184.5,352.7,47.5,680.0,16.1,52.2,54.0,15.0,38.8,60.4,27.3,196.2,41.9,378.6,878.8,822.1,814.8,793.6,909.2,350.1,174.0,53.3,33.4,288.4,300.6,81.6,75.6,76.6,5170.7,1143.1,792.4,759.8,764.0,862.4,1056.3,870.5,817.1,1172.8,813.0,783.0,876.8,799.6,978.6,803.9,391.4,522.0,1692.5,1636.6,2061.1,2030.5,1614.2,2055.7,1271.3,2027.4,2033.8,1968.9,1797.2,1598.7
62.5581807_6.2647180,3038.2,3243.9,3554.0,3178.1,3356.7,2875.9,3253.3,0.0,2497.9,3260.5,3252.8,3299.3,3270.9,3272.6,3269.2,3299.3,3278.3,3217.1,3278.8,3286.1,3240.0,3272.1,3308.8,3306.7,3282.8,3250.9,3243.5,3060.9,3261.3,3071.0,2803.4,3271.4,3280.9,3304.0,3409.5,3267.4,3139.7,3326.9,2959.7,3040.5,3186.0,2848.9,3245.7,3234.8,3219.6,3244.6,3235.1,3226.0,3256.9,3044.6,3271.5,3066.4,2654.0,2609.4,2602.1,2644.4,2646.9,3557.9,3381.8,3235.9,3231.1,3496.2,3508.4,3289.4,3303.1,3284.4,3347.1,2918.3,2612.3,2579.7,2583.9,2609.5,2831.5,2608.2,2515.3,2948.0,2588.2,2558.2,2614.5,2574.8,2506.4,2579.1,3077.2,2864.8,3467.7,3411.8,3836.3,3805.7,3389.4,3830.9,3046.5,3802.6,3809.0,3744.1,3572.4,3373.9
62.4695645_6.6247074,1535.7,2159.4,2469.5,2061.1,2272.2,1758.9,2168.8,2509.6,0.0,2176.0,2168.3,2214.8,2186.4,2188.1,2184.7,2214.8,2193.8,2132.6,2194.3,2201.6,2155.5,2187.6,2224.3,2222.2,2198.3,2166.4,2159.0,1943.9,2176.8,1896.6,1627.5,2186.9,2196.4,2219.5,2325.0,2182.9,2022.7,2242.4,1457.2,1923.5,2101.5,1657.8,2161.2,2150.3,2135.1,2160.1,2150.6,2141.5,2172.4,2143.1,2187.0,1949.4,1453.1,1415.7,1408.4,1450.7,1427.3,2473.4,2297.3,2151.4,2146.6,2411.7,2423.9,2204.9,2218.6,2199.9,4421.4,1283.1,1495.3,1462.7,1466.9,1379.1,1214.2,1404.6,1508.6,1060.1,1457.5,1427.5,1394.9,1437.4,1545.9,1448.4,1955.8,1743.4,1965.2,1909.3,2333.8,2303.2,1886.9,2328.4,1544.0,2300.1,2306.5,2241.6,2069.9,1871.4
62.4735740_6.1568680,1292.6,19.3,351.2,463.9,153.9,809.3,29.6,3288.5,2191.3,0.0,28.2,96.5,52.6,54.3,50.9,63.2,75.5,61.5,36.4,47.9,80.9,56.4,72.7,116.4,45.2,46.1,41.4,379.3,0.8,592.4,672.0,46.8,34.3,67.9,206.7,57.1,265.1,124.1,1214.1,382.3,77.1,709.6,21.1,51.3,71.8,20.0,37.9,78.2,32.3,225.8,46.9,408.2,908.4,851.7,844.4,823.2,938.8,355.1,179.0,52.4,32.5,293.4,305.6,86.6,67.0,81.6,5200.3,1172.7,822.0,789.4,793.6,892.0,1085.9,900.1,846.7,1202.4,842.6,812.6,906.4,829.2,1008.2,833.5,421.0,551.6,1722.1,1666.2,2090.7,2060.1,1643.8,2085.3,1300.9,2057.0,2063.4,1998.5,1826.8,1628.3
62.4728964_6.1563672,1286.2,8.9,323.0,457.5,125.7,802.9,23.2,3282.1,2184.9,33.8,0.0,68.3,24.4,26.1,22.7,60.8,47.3,55.1,40.3,59.4,52.7,28.2,70.3,88.2,44.3,39.7,35.0,372.9,34.6,586.0,665.6,23.6,42.4,65.5,178.5,28.9,258.7,95.9,1207.7,375.9,70.7,703.2,7.1,44.9,48.8,8.2,31.5,56.7,9.1,219.4,23.7,401.8,902.0,845.3,838.0,816.8,932.4,326.9,150.8,46.0,26.1,265.2,277.4,58.4,64.6,53.4,5193.9,1166.3,815.6,783.0,787.2,885.6,1079.5,893.7,840.3,1196.0,836.2,806.2,900.0,822.8,1001.8,827.1,414.6,545.2,1715.7,1659.8,2084.3,2053.7,1637.4,2078.9,1294.5,2050.6,2057.0,1992.1,1820.4,1621.9
62.4699296_6.1460985,1318.8,79.5,254.7,490.1,64.0,835.5,93.8,3314.7,2217.5,104.4,70.6,0.0,44.5,42.8,46.2,111.8,38.5,111.9,91.3,115.8,73.9,40.7,121.3,83.8,95.3,110.3,98.1,405.5,105.2,618.6,698.2,94.2,93.4,116.5,110.2,79.9,291.3,27.6,1240.3,408.5,125.9,735.8,77.7,89.4,72.7,78.8,102.1,80.6,79.7,252.0,94.3,434.4,934.6,877.9,870.6,849.4,965.0,258.6,83.7,90.5,96.7,196.9,209.1,44.9,115.6,30.1,5226.5,1198.9,848.2,815.6,819.8,918.2,1112.1,926.3,872.9,1228.6,868.8,838.8,932.6,855.4,1034.4,859.7,447.2,577.8,1748.3,1692.4,2116.9,2086.3,1670.0,2111.5,1327.1,2083.2,2089.6,2024.7,1853.0,1654.5
62.4712466_6.1538577,1294.0,35.0,298.6,465.3,101.3,810.7,49.3,3289.9,2192.7,59.9,26.1,43.9,0.0,1.7,1.7,67.3,22.9,81.2,46.8,71.3,51.8,3.8,76.8,63.8,50.8,65.8,61.1,380.7,60.7,593.8,673.4,49.7,48.9,72.0,154.1,35.4,266.5,71.5,1215.5,383.7,96.8,711.0,33.2,64.6,47.9,34.3,57.6,55.8,35.2,227.2,49.8,409.6,909.8,853.1,845.8,824.6,940.2,302.5,126.4,65.7,52.2,240.8,253.0,34.0,71.1,29.0,5201.7,1174.1,823.4,790.8,795.0,893.4,1087.3,901.5,848.1,1203.8,844.0,814.0,907.8,830.6,1009.6,834.9,422.4,553.0,1723.5,1667.6,2092.1,2061.5,1645.2,2086.7,1302.3,2058.4,2064.8,1999.9,1828.2,1629.7
62.4712260_6.1528700,1295.7,36.7,296.9,467.0,99.6,812.4,51.0,3291.6,2194.4,61.6,27.8,42.2,1.7,0.0,3.4,69.0,21.2,82.9,48.5,73.0,52.2,2.1,78.5,62.1,52.5,67.5,62.8,382.4,62.4,595.5,675.1,51.4,50.6,73.7,152.4,37.1,268.2,69.8,1217.2,385.4,98.5,712.7,34.9,66.3,49.6,36.0,59.3,57.5,36.9,228.9,51.5,411.3,911.5,854.8,847.5,826.3,941.9,300.8,124.7,67.4,53.9,239.1,251.3,32.3,72.8,27.3,5203.4,1175.8,825.1,792.5,796.7,895.1,1089.0,903.2,849.8,1205.5,845.7,815.7,909.5,832.3,1011.3,836.6,424.1,554.7,1725.2,1669.3,2093.8,2063.2,1646.9,2088.4,1304.0,2060.1,2066.5,2001.6,1829.9,1631.4
62.4714696_6.1536135,1292.3,33.3,300.3,463.6,103.0,809.0,47.6,3288.2,2191.0,58.2,24.4,45.6,1.7,3.4,0.0,65.6,24.6,79.5,45.1,69.6,50.1,5.5,75.1,65.5,49.1,64.1,59.4,379.0,59.0,592.1,671.7,48.0,47.2,70.3,155.8,33.7,264.8,73.2,1213.8,382.0,95.1,709.3,31.5,62.9,46.2,32.6,55.9,54.1,33.5,225.5,48.1,407.9,908.1,851.4,844.1,822.9,938.5,304.2,128.1,64.0,50.5,242.5,254.7,35.7,69.4,30.7,5200.0,1172.4,821.7,789.1,793.3,891.7,1085.6,899.8,846.4,1202.1,842.3,812.3,906.1,828.9,1007.9,833.2,420.7,551.3,1721.8,1665.9,2090.4,2059.8,1643.5,2085.0,1300.6,2056.7,2063.1,1998.2,1826.5,1628.0
62.4752591_6.1530952,1326.4,62.1,360.5,497.7,163.2,843.1,72.4,3322.3,2225.1,58.6,67.2,105.8,61.9,63.6,60.2,0.0,84.8,104.3,28.8,24.6,84.2,65.7,25.9,125.7,26.3,88.9,84.2,413.1,59.4,626.2,705.8,89.6,30.9,21.1,216.0,53.1,298.9,133.4,1247.9,416.1,119.9,743.4,63.9,94.1,80.3,62.8,80.7,88.2,75.1,259.6,89.7,442.0,942.2,885.5,878.2,857.0,972.6,364.4,188.3,95.2,75.3,302.7,314.9,95.9,20.2,90.9,5234.1,1206.5,855.8,823.2,827.4,925.8,1119.7,933.9,880.5,1236.2,876.4,846.4,940.2,863.0,1042.0,867.3,454.8,585.4,1755.9,1700.0,2124.5,2093.9,1677.6,2119.1,1334.7,2090.8,2097.2,2032.3,1860.6,1662.1
62.4714804_6.1512358,1305.5,66.2,284.1,476.8,78.4,822.2,80.5,3301.4,2204.2,91.1,57.3,34.7,31.2,29.5,32.9,98.5,0.0,98.6,78.0,102.5,60.6,27.4,108.0,70.5,82.0,97.0,84.8,392.2,91.9,605.3,684.9,80.9,80.1,103.2,139.6,66.6,278.0,62.3,1227.0,395.2,112.6,722.5,64.4,76.1,59.4,65.5,88.8,67.3,66.4,238.7,81.0,421.1,921.3,864.6,857.3,836.1,951.7,288.0,103.5,77.2,83.4,226.3,238.5,11.1,102.3,19.8,5213.2,1185.6,834.9,802.3,806.5,904.9,1098.8,913.0,859.6,1215.3,855.5,825.5,919.3,842.1,1021.1,846.4,433.9,564.5,1735.0,1679.1,2103.6,2073.0,1656.7,2098.2,1313.8,2069.9,2076.3,2011.4,1839.7,1641.2
62.4712404_6.1617014,1247.1,50.5,365.0,418.4,167.7,763.8,66.6,3243.0,2145.8,67.1,59.4,110.3,81.9,83.6,80.2,110.3,89.3,0.0,89.8,92.7,51.0,83.1,119.8,117.7,93.8,64.2,54.5,333.8,67.9,546.9,626.5,78.0,79.1,115.0,220.5,78.4,219.6,137.9,1168.6,336.8,31.6,664.1,52.3,45.8,30.6,51.2,41.7,37.0,63.5,180.3,78.1,362.7,862.9,806.2,798.9,777.7,893.3,368.9,192.8,46.9,37.7,307.2,319.4,100.4,114.1,95.4,5154.8,1127.2,776.5,743.9,748.1,846.5,1040.4,854.6,801.2,1156.9,797.1,767.1,860.9,783.7,962.7,788.0,375.5,506.1,1676.6,1620.7,2045.2,2014.6,1598.3,2039.8,1255.4,2011.5,2017.9,1953.0,1781.3,1582.8
62.4744125_6.1566436,1306.6,33.3,343.0,477.9,145.7,823.3,43.6,3302.5,2205.3,29.8,42.2,88.3,44.4,46.1,42.7,26.8,67.3,75.5,0.0,30.8,66.7,48.2,36.3,108.2,8.8,60.1,55.4,393.3,30.6,606.4,686.0,60.8,2.1,31.5,198.5,35.6,279.1,115.9,1228.1,396.3,91.1,723.6,35.1,65.3,62.8,34.0,51.9,70.7,46.3,239.8,60.9,422.2,922.4,865.7,858.4,837.2,952.8,346.9,170.8,66.4,46.5,285.2,297.4,78.4,30.6,73.4,5214.3,1186.7,836.0,803.4,807.6,906.0,1099.9,914.1,860.7,1216.4,856.6,826.6,920.4,843.2,1022.2,847.5,435.0,565.6,1736.1,1680.2,2104.7,2074.1,1657.8,2099.3,1314.9,2071.0,2077.4,2012.5,1840.8,1642.3
62.4756638_6.1552199,1318.3,45.0,369.6,489.6,172.3,835.0,55.3,3314.2,2217.0,41.5,53.9,114.9,71.0,72.7,69.3,23.1,93.9,87.2,27.9,0.0,93.3,74.8,33.8,134.8,35.4,71.8,67.1,405.0,42.3,618.1,697.7,72.5,25.8,29.0,225.1,62.2,290.8,142.5,1239.8,408.0,102.8,735.3,46.8,77.0,89.4,45.7,63.6,97.3,58.0,251.5,72.6,433.9,934.1,877.4,870.1,848.9,964.5,373.5,197.4,78.1,58.2,311.8,324.0,105.0,28.1,100.0,5226.0,1198.4,847.7,815.1,819.3,917.7,1111.6,925.8,872.4,1228.1,868.3,838.3,932.1,854.9,1033.9,859.2,446.7,577.3,1747.8,1691.9,2116.4,2085.8,1669.5,2111.0,1326.6,2082.7,2089.1,2024.2,1852.5,1654.0
62.4713488_6.1559244,1301.5,34.0,329.6,472.8,132.3,818.2,48.3,3297.4,2200.2,58.9,25.1,74.9,31.0,32.7,29.3,59.4,53.9,80.2,38.9,63.4,0.0,34.8,68.9,94.8,42.9,64.8,60.1,388.2,59.7,601.3,680.9,48.7,41.0,64.1,185.1,27.5,274.0,102.5,1223.0,391.2,95.8,718.5,32.2,70.0,55.4,33.3,56.6,63.3,34.2,234.7,48.8,417.1,917.3,860.6,853.3,832.1,947.7,333.5,157.4,71.1,51.2,271.8,284.0,65.0,63.2,60.0,5209.2,1181.6,830.9,798.3,802.5,900.9,1094.8,909.0,855.6,1211.3,851.5,821.5,915.3,838.1,1017.1,842.4,429.9,560.5,1731.0,1675.1,2099.6,2069.0,1652.7,2094.2,1309.8,2065.9,2072.3,2007.4,1835.7,1637.2
62.4709540_6.1530810,1295.0,38.8,294.8,466.3,97.5,811.7,53.1,3290.9,2193.7,63.7,29.9,40.1,3.8,2.1,5.5,71.1,19.1,85.0,50.6,75.1,50.1,0.0,80.6,60.0,54.6,69.6,64.9,381.7,64.5,594.8,674.4,53.5,52.7,75.8,150.3,39.2,267.5,67.7,1216.5,384.7,100.6,712.0,37.0,65.6,48.9,38.1,61.4,56.8,39.0,228.2,53.6,410.6,910.8,854.1,846.8,825.6,941.2,298.7,122.6,66.7,56.0,237.0,249.2,30.2,74.9,25.2,5202.7,1175.1,824.4,791.8,796.0,894.4,1088.3,902.5,849.1,1204.8,845.0,815.0,908.8,831.6,1010.6,835.9,423.4,554.0,1724.5,1668.6,2093.1,2062.5,1646.2,2087.7,1303.3,2059.4,2065.8,2000.9,1829.2,1630.7
62.4755287_6.1560491,1318.4,45.1,371.0,489.7,173.7,835.1,55.4,3314.3,2217.1,41.6,54.0,116.3,72.4,74.1,70.7,34.7,95.3,87.3,28.0,11.6,94.7,76.2,0.0,136.2,36.8,71.9,67.2,405.1,42.4,618.2,697.8,72.6,25.9,40.6,226.5,63.6,290.9,143.9,1239.9,408.1,102.9,735.4,46.9,77.1,90.8,45.8,63.7,98.7,58.1,251.6,72.7,434.0,934.2,877.5,870.2,849.0,964.6,374.9,198.8,78.2,58.3,313.2,325.4,106.4,39.7,101.4,5226.1,1198.5,847.8,815.2,819.4,917.8,1111.7,925.9,872.5,1228.2,868.4,838.4,932.2,855.0,1034.0,859.3,446.8,577.4,1747.9,1692.0,2116.5,2085.9,1669.6,2111.1,1326.7,2082.8,2089.2,2024.3,1852.6,1654.1
62.4695051_6.1521612,1317.7,88.7,337.5,489.0,135.9,834.4,103.0,3313.6,2216.4,113.6,79.8,82.8,53.7,52.0,55.4,121.0,61.8,110.8,100.5,125.0,72.8,55.6,130.5,0.0,104.5,119.5,97.0,404.4,114.4,617.5,697.1,103.4,102.6,125.7,193.0,89.1,290.2,110.4,1239.2,407.4,124.8,734.7,86.9,88.3,71.6,88.0,111.3,79.5,88.9,250.9,103.5,433.3,933.5,876.8,869.5,848.3,963.9,341.4,161.0,89.4,105.9,279.7,291.9,72.9,124.8,67.9,5225.4,1197.8,847.1,814.5,818.7,917.1,1111.0,925.2,871.8,1227.5,867.7,837.7,931.5,854.3,1033.3,858.6,446.1,576.7,1747.2,1691.3,2115.8,2085.2,1668.9,2110.4,1326.0,2082.1,2088.5,2023.6,1851.9,1653.4
62.4744062_6.1557970,1307.6,43.1,341.7,478.9,144.4,824.3,53.4,3303.5,2206.3,39.6,48.4,87.0,43.1,44.8,41.4,30.3,66.0,85.3,9.8,34.3,65.4,46.9,39.8,106.9,0.0,69.9,65.2,394.3,40.4,607.4,687.0,70.6,11.9,35.0,197.2,34.3,280.1,114.6,1229.1,397.3,100.9,724.6,44.9,75.1,61.5,43.8,61.7,69.4,56.1,240.8,70.7,423.2,923.4,866.7,859.4,838.2,953.8,345.6,169.5,76.2,56.3,283.9,296.1,77.1,34.1,72.1,5215.3,1187.7,837.0,804.4,808.6,907.0,1100.9,915.1,861.7,1217.4,857.6,827.6,921.4,844.2,1023.2,848.5,436.0,566.6,1737.1,1681.2,2105.7,2075.1,1658.8,2100.3,1315.9,2072.0,2078.4,2013.5,1841.8,1643.3
62.4727740_6.1650560,1264.1,30.7,362.6,431.8,165.3,780.8,16.4,3260.0,2162.8,47.3,39.6,107.9,64.0,65.7,62.3,88.2,86.9,42.5,61.4,72.9,75.5,67.8,97.7,127.8,70.2,0.0,58.7,347.2,48.1,563.9,643.5,58.2,59.3,92.9,218.1,68.5,233.0,135.5,1185.6,353.8,48.6,681.1,32.5,68.6,55.1,31.4,55.2,61.5,43.7,197.3,58.3,379.7,879.9,823.2,815.9,794.7,910.3,366.5,190.4,69.7,49.8,304.8,317.0,98.0,92.0,93.0,5171.8,1144.2,793.5,760.9,765.1,863.5,1057.4,871.6,818.2,1173.9,814.1,784.1,877.9,800.7,979.7,805.0,392.5,523.1,1693.6,1637.7,2062.2,2031.6,1615.3,2056.8,1272.4,2028.5,2034.9,1970.0,1798.3,1599.8
62.4716873_6.1609571,1256.0,45.0,364.8,427.3,167.5,772.7,53.7,3251.9,2154.7,61.6,53.9,110.1,81.7,83.4,80.0,110.1,89.1,20.1,75.7,87.2,50.8,82.9,119.6,117.5,93.6,51.3,0.0,342.7,62.4,555.8,635.4,72.5,73.6,114.8,220.3,78.2,228.5,137.7,1177.5,345.7,42.3,673.0,46.8,45.6,30.4,45.7,36.2,36.8,58.0,189.2,72.6,371.6,871.8,815.1,807.8,786.6,902.2,368.7,192.6,46.7,32.2,307.0,319.2,100.2,113.9,95.2,5163.7,1136.1,785.4,752.8,757.0,855.4,1049.3,863.5,810.1,1165.8,806.0,776.0,869.8,792.6,971.6,796.9,384.4,515.0,1685.5,1629.6,2054.1,2023.5,1607.2,2048.7,1264.3,2020.4,2026.8,1961.9,1790.2,1591.7
62.4727409_6.2309420,1064.5,336.6,646.7,156.1,449.4,581.2,346.0,3094.2,1963.2,353.2,345.5,392.0,363.6,365.3,361.9,392.0,371.0,309.8,371.5,378.8,332.7,364.8,401.5,399.4,375.5,343.6,336.2,0.0,354.0,334.3,443.9,364.1,373.6,396.7,502.2,360.1,143.6,419.6,986.0,67.1,278.7,481.5,338.4,327.5,312.3,337.3,327.8,318.7,349.6,320.3,364.2,65.4,680.3,623.6,616.3,595.1,710.7,650.6,474.5,328.6,323.8,588.9,601.1,382.1,395.8,377.1,5006.0,944.6,593.9,561.3,565.5,663.9,857.8,672.0,618.6,974.3,614.5,584.5,678.3,601.1,780.1,605.4,162.9,323.5,1494.0,1438.1,1862.6,1832.0,1415.7,1857.2,1072.8,1828.9,1835.3,1770.4,1598.7,1400.2
62.4731906_6.1567012,1293.4,20.1,352.0,464.7,154.7,810.1,30.4,3289.3,2192.1,0.8,29.0,97.3,53.4,55.1,51.7,64.0,76.3,62.3,37.2,48.7,81.7,57.2,73.5,117.2,46.0,46.9,42.2,380.1,0.0,593.2,672.8,47.6,35.1,68.7,207.5,57.9,265.9,124.9,1214.9,383.1,77.9,710.4,21.9,52.1,72.6,20.8,38.7,79.0,33.1,226.6,47.7,409.0,909.2,852.5,845.2,824.0,939.6,355.9,179.8,53.2,33.3,294.2,306.4,87.4,67.8,82.4,5201.1,1173.5,822.8,790.2,794.4,892.8,1086.7,900.9,847.5,1203.2,843.4,813.4,907.2,830.0,1009.0,834.3,421.8,552.4,1722.9,1667.0,2091.5,2060.9,1644.6,2086.1,1301.7,2057.8,2064.2,1999.3,1827.6,1629.1
62.4604828_6.2686763,982.7,573.5,883.6,457.0,686.3,622.2,582.9,3081.2,1881.4,590.1,582.4,628.9,600.5,602.2,598.8,628.9,607.9,546.7,608.4,615.7,569.6,601.7,638.4,636.3,612.4,580.5,573.1,339.8,590.9,0.0,351.4,601.0,610.5,633.6,739.1,597.0,436.8,656.5,904.2,302.4,515.6,389.0,575.3,564.4,549.2,574.2,564.7,555.6,586.5,557.2,601.1,328.3,595.3,531.1,523.8,502.6,630.3,887.5,711.4,565.5,560.7,825.8,838.0,619.0,632.7,614.0,4993.0,862.8,634.9,602.3,606.5,582.1,776.0,607.6,659.6,892.5,586.6,552.4,597.9,545.9,775.7,519.1,233.1,346.0,1412.2,1356.3,1780.8,1750.2,1333.9,1775.4,991.0,1747.1,1753.5,1688.6,1516.9,1318.4
