,62.4293036_6.3280543,62.4728130_6.1584737,62.4648029_6.1111520,62.4749043_6.2216744,62.4719208_6.1427615,62.4677730_6.3069108,62.4726771_6.1614843,62.5581807_6.2647180,62.4695645_6.6247074,62.4735740_6.1568680,62.4728964_6.1563672,62.4699296_6.1460985,62.4712466_6.1538577,62.4712260_6.1528700,62.4714696_6.1536135,62.4752591_6.1530952,62.4714804_6.1512358,62.4712404_6.1617014,62.4744125_6.1566436,62.4756638_6.1552199,62.4713488_6.1559244,62.4709540_6.1530810,62.4755287_6.1560491,62.4695051_6.1521612,62.4744062_6.1557970,62.4727740_6.1650560,62.4716873_6.1609571,62.4727409_6.2309420,62.4731906_6.1567012,62.4604828_6.2686763,62.4643885_6.3172074,62.4723101_6.1583677,62.4746740_6.1569160,62.4752788_6.1565513,62.4697710_6.1256370,62.4735516_6.1564804,62.4715115_6.2065205,62.4700820_6.1400480,62.4273801_6.3156902,62.4723820_6.2406150,62.4710560_6.1666930,62.4636310_6.3125440,62.4729228_6.1581093,62.4713742_6.1591680,62.4712141_6.1588682,62.4728188_6.1583341,62.4718628_6.1603005,62.4712525_6.1578843,62.4725947_6.1574179,62.4819990_6.1853070,62.4725015_6.1581388,62.4720040_6.2358180,62.4660480_6.3563750,62.4648170_6.3515225,62.4650820_6.3515200,62.4651818_6.3478662,62.4629970_6.3630480,62.4660900_6.1094880,62.4708459_6.1312305,62.4713955_6.1594019,62.4719148_6.1593252,62.4667330_6.1136780,62.4666932_6.1141750,62.4722192_6.1522983,62.4749561_6.1563663,62.4703741_6.1502732,62.6719230_6.6749030,62.4366350_6.3705230,62.4710580_6.3421710,62.4716084_6.3453172,62.4714714_6.3447286,62.4622693_6.3640886,62.4420250_6.3719770,62.4635290_6.3644850,62.4717260_6.3633530,62.4319749_6.4127797,62.4664420_6.3512370,62.4669725_6.3502766,62.4624300_6.3636223,62.4673802_6.3564385,62.4842080_6.3899840,62.4686300_6.3477760,62.4666080_6.2460440,62.4683680_6.2920740,62.4420055_6.2580881,62.4431074_6.2726405,62.4444111_6.1943517,62.4424369_6.1886657,62.4415864_6.2751885,62.4390436_6.1854688,62.4246541_6.3055775,62.4421478_6.1903413,62.4376538_6.1879915,62.4407026_6.1998007,62.4378240_6.2349440,62.4402429_6.2730816
62.4660900_6.1094880,1580.6,341.3,59.9,751.9,270.5,1097.3,355.6,3576.5,2479.3,366.2,332.4,261.8,306.3,304.6,308.0,373.6,289.6,373.7,353.1,377.6,335.7,302.5,383.1,345.6,357.1,372.1,359.9,667.3,367.0,880.4,960.0,356.0,355.2,378.3,169.7,341.7,553.1,234.2,1502.1,670.3,387.7,997.6,339.5,351.2,334.5,340.6,363.9,342.4,341.5,513.8,356.1,696.2,1196.4,1139.7,1132.4,1111.2,1226.8,0.0,203.7,352.3,358.5,80.0,81.9,296.0,377.4,291.9,5488.3,1460.7,1110.0,1077.4,1081.6,1180.0,1373.9,1188.1,1134.7,1490.4,1130.6,1100.6,1194.4,1117.2,1296.2,1121.5,709.0,839.6,2010.1,1954.2,2378.7,2348.1,1931.8,2373.3,1588.9,2345.0,2351.4,2286.5,2114.8,1916.3
62.4708459_6.1312305,1402.0,162.7,194.0,573.3,83.0,918.7,177.0,3397.9,2300.7,187.6,153.8,85.2,127.7,126.0,129.4,195.0,102.1,195.1,174.5,199.0,157.1,123.9,204.5,160.5,178.5,193.5,181.3,488.7,188.4,701.8,781.4,177.4,176.6,199.7,49.5,163.1,374.5,57.6,1323.5,491.7,209.1,819.0,160.9,172.6,155.9,162.0,185.3,163.8,162.9,335.2,177.5,517.6,1017.8,961.1,953.8,932.6,1048.2,197.9,0.0,173.7,179.9,136.2,148.4,108.5,198.8,112.8,5309.7,1282.1,931.4,898.8,903.0,1001.4,1195.3,1009.5,956.1,1311.8,952.0,922.0,1015.8,938.6,1117.6,942.9,530.4,661.0,1831.5,1775.6,2200.1,2169.5,1753.2,2194.7,1410.3,2166.4,2172.8,2107.9,1936.2,1737.7
62.4713955_6.1594019,1263.6,29.6,361.5,434.9,164.2,780.3,41.1,3259.5,2162.3,46.2,38.5,106.8,62.9,64.6,61.2,87.1,85.8,27.7,60.3,71.8,58.4,66.7,96.6,125.1,69.1,57.6,7.6,350.3,47.0,563.4,643.0,57.1,58.2,91.8,217.0,67.4,236.1,134.4,1185.1,353.3,49.9,680.6,31.4,41.7,38.0,30.3,26.9,44.4,42.6,196.8,57.2,379.2,879.4,822.7,815.4,794.2,909.8,365.4,189.3,0.0,22.9,303.7,315.9,96.9,90.9,91.9,5171.3,1143.7,793.0,760.4,764.6,863.0,1056.9,871.1,817.7,1173.4,813.6,783.6,877.4,800.2,979.2,804.5,392.0,522.6,1693.1,1637.2,2061.7,2031.1,1614.8,2056.3,1271.9,2028.0,2034.4,1969.5,1797.8,1599.3
62.4719148_6.1593252,1283.5,49.5,381.4,454.8,184.1,800.2,61.0,3279.4,2182.2,66.1,58.4,126.7,82.8,84.5,81.1,107.0,105.7,47.6,80.2,91.7,78.3,86.6,116.5,145.0,89.0,77.5,27.5,370.2,66.9,583.3,662.9,77.0,78.1,111.7,236.9,87.3,256.0,154.3,1205.0,373.2,69.8,700.5,51.3,18.8,57.9,50.2,46.8,64.3,62.5,216.7,77.1,399.1,899.3,842.6,835.3,814.1,929.7,385.3,209.2,19.9,0.0,323.6,335.8,116.8,110.8,111.8,5191.2,1163.6,812.9,780.3,784.5,882.9,1076.8,891.0,837.6,1193.3,833.5,803.5,897.3,820.1,999.1,824.4,411.9,542.5,1713.0,1657.1,2081.6,2051.0,1634.7,2076.2,1291.8,2047.9,2054.3,1989.4,1817.7,1619.2
62.4667330_6.1136780,1515.7,276.4,57.8,687.0,205.6,1032.4,290.7,3511.6,2414.4,301.3,267.5,196.9,241.4,239.7,243.1,308.7,224.7,308.8,288.2,312.7,270.8,237.6,318.2,280.7,292.2,307.2,295.0,602.4,302.1,815.5,895.1,291.1,290.3,313.4,104.8,276.8,488.2,169.3,1437.2,605.4,322.8,932.7,274.6,286.3,269.6,275.7,299.0,277.5,276.6,448.9,291.2,631.3,1131.5,1074.8,1067.5,1046.3,1161.9,76.6,138.8,287.4,293.6,0.0,12.2,231.1,312.5,227.0,5423.4,1395.8,1045.1,1012.5,1016.7,1115.1,1309.0,1123.2,1069.8,1425.5,1065.7,1035.7,1129.5,1052.3,1231.3,1056.6,644.1,774.7,1945.2,1889.3,2313.8,2283.2,1866.9,2308.4,1524.0,2280.1,2286.5,2221.6,2049.9,1851.4
62.4666932_6.1141750,1527.2,287.9,60.1,698.5,217.1,1043.9,302.2,3523.1,2425.9,312.8,279.0,208.4,252.9,251.2,254.6,320.2,236.2,320.3,299.7,324.2,282.3,249.1,329.7,292.2,303.7,318.7,306.5,613.9,313.6,827.0,906.6,302.6,301.8,324.9,116.3,288.3,499.7,180.8,1448.7,616.9,334.3,944.2,286.1,297.8,281.1,287.2,310.5,289.0,288.1,460.4,302.7,642.8,1143.0,1086.3,1079.0,1057.8,1173.4,78.9,150.3,298.9,305.1,11.5,0.0,242.6,324.0,238.5,5434.9,1407.3,1056.6,1024.0,1028.2,1126.6,1320.5,1134.7,1081.3,1437.0,1077.2,1047.2,1141.0,1063.8,1242.8,1068.1,655.6,786.2,1956.7,1900.8,2325.3,2294.7,1878.4,2319.9,1535.5,2291.6,2298.0,2233.1,2061.4,1862.9
62.4722192_6.1522983,1316.8,77.5,287.3,488.1,81.6,833.5,91.8,3312.7,2215.5,102.4,68.6,43.1,42.5,40.8,44.2,109.8,11.3,109.9,89.3,113.8,71.9,38.7,119.3,81.8,93.3,108.3,96.1,403.5,103.2,616.6,696.2,92.2,91.4,114.5,142.8,77.9,289.3,70.7,1238.3,406.5,123.9,733.8,75.7,87.4,70.7,76.8,100.1,78.6,77.7,250.0,92.3,432.4,932.6,875.9,868.6,847.4,963.0,291.2,106.7,88.5,94.7,229.5,241.7,0.0,113.6,31.1,5224.5,1196.9,846.2,813.6,817.8,916.2,1110.1,924.3,870.9,1226.6,866.8,836.8,930.6,853.4,1032.4,857.7,445.2,575.8,1746.3,1690.4,2114.9,2084.3,1668.0,2109.5,1325.1,2081.2,2087.6,2022.7,1851.0,1652.5
62.4749561_6.1563663,1324.1,50.8,376.7,495.4,179.4,840.8,61.1,3320.0,2222.8,47.3,59.7,122.0,78.1,79.8,76.4,40.4,101.0,93.0,33.7,17.3,100.4,81.9,5.7,141.9,42.5,77.6,72.9,410.8,48.1,623.9,703.5,78.3,31.6,0.9,232.2,69.3,296.6,149.6,1245.6,413.8,108.6,741.1,52.6,82.8,96.5,51.5,69.4,104.4,63.8,257.3,78.4,439.7,939.9,883.2,875.9,854.7,970.3,380.6,204.5,83.9,64.0,318.9,331.1,112.1,0.0,107.1,5231.8,1204.2,853.5,820.9,825.1,923.5,1117.4,931.6,878.2,1233.9,874.1,844.1,937.9,860.7,1039.7,865.0,452.5,583.1,1753.6,1697.7,2122.2,2091.6,1675.3,2116.8,1332.4,2088.5,2094.9,2030.0,1858.3,1659.8
62.4703741_6.1502732,1302.0,62.7,287.2,473.3,89.9,818.7,77.0,3297.9,2200.7,87.6,53.8,32.5,27.7,26.0,29.4,95.0,44.7,95.1,74.5,99.0,57.1,23.9,104.5,67.0,78.5,93.5,81.3,388.7,88.4,601.8,681.4,77.4,76.6,99.7,142.7,63.1,274.5,60.1,1223.5,391.7,109.1,719.0,60.9,72.6,55.9,62.0,85.3,63.8,62.9,235.2,77.5,417.6,917.8,861.1,853.8,832.6,948.2,291.1,115.0,73.7,79.9,229.4,241.6,51.1,98.8,0.0,5209.7,1182.1,831.4,798.8,803.0,901.4,1095.3,909.5,856.1,1211.8,852.0,822.0,915.8,838.6,1017.6,842.9,430.4,561.0,1731.5,1675.6,2100.1,2069.5,1653.2,2094.7,1310.3,2066.4,2072.8,2007.9,1836.2,1637.7
62.6719230_6.6749030,4970.6,5176.3,5486.4,5110.5,5289.1,4808.3,5185.7,3345.2,4430.3,5192.9,5185.2,5231.7,5203.3,5205.0,5201.6,5231.7,5210.7,5149.5,5211.2,5218.5,5172.4,5204.5,5241.2,5239.1,5215.2,5183.3,5175.9,4993.3,5193.7,5003.4,4735.8,5203.8,5213.3,5236.4,5341.9,5199.8,5072.1,5259.3,4892.1,4972.9,5118.4,4781.3,5178.1,5167.2,5152.0,5177.0,5167.5,5158.4,5189.3,4977.0,5203.9,4998.8,4586.4,4541.8,4534.5,4576.8,4579.3,5490.3,5314.2,5168.3,5163.5,5428.6,5440.8,5221.8,5235.5,5216.8,0.0,4850.7,4544.7,4512.1,4516.3,4541.9,4763.9,4540.6,4447.7,4880.4,4520.6,4490.6,4546.9,4507.2,4438.8,4511.5,5009.6,4797.2,5400.1,5344.2,5768.7,5738.1,5321.8,5763.3,4978.9,5735.0,5741.4,5676.5,5504.8,5306.3
62.4366350_6.3705230,432.7,1144.7,1454.8,1046.4,1257.5,744.2,1154.1,2924.0,1290.9,1161.3,1153.6,1200.1,1171.7,1173.4,1170.0,1200.1,1179.1,1117.9,1179.6,1186.9,1140.8,1172.9,1209.6,1207.5,1183.6,1151.7,1144.3,929.2,1162.1,881.9,612.8,1172.2,1181.7,1204.8,1310.3,1168.2,1008.0,1227.7,354.2,908.8,1086.8,643.1,1146.5,1135.6,1120.4,1145.4,1135.9,1126.8,1157.7,1128.4,1172.3,934.7,438.4,401.0,393.7,436.0,412.6,1458.7,1282.6,1136.7,1131.9,1397.0,1409.2,1190.2,1203.9,1185.2,4835.8,0.0,480.6,448.0,452.2,364.4,197.5,389.9,493.9,302.0,442.8,412.8,380.2,422.7,631.8,433.7,941.1,728.7,862.2,806.3,1230.8,1200.2,783.9,1225.4,441.0,1197.1,1203.5,1138.6,966.9,768.4
62.4710580_6.3421710,602.1,789.0,1099.1,690.7,901.8,388.5,798.4,2631.8,1500.8,805.6,797.9,844.4,816.0,817.7,814.3,844.4,823.4,762.2,823.9,831.2,785.1,817.2,853.9,851.8,827.9,796.0,788.6,573.5,806.4,640.8,367.3,816.5,826.0,849.1,954.6,812.5,652.3,872.0,523.6,553.1,731.1,412.8,790.8,779.9,764.7,789.7,780.2,771.1,802.0,772.7,816.6,579.0,217.9,173.3,166.0,208.3,248.3,1103.0,926.9,781.0,776.2,1041.3,1053.5,834.5,848.2,829.5,4543.6,482.2,0.0,52.8,52.6,201.5,395.4,209.6,156.2,511.9,152.1,122.1,215.9,138.7,317.7,143.0,589.8,377.4,1031.6,975.7,1400.2,1369.6,953.3,1394.8,610.4,1366.5,1372.9,1308.0,1136.3,937.8
62.4716084_6.3453172,575.2,762.1,1072.2,663.8,874.9,361.6,771.5,2604.9,1473.9,778.7,771.0,817.5,789.1,790.8,787.4,817.5,796.5,735.3,797.0,804.3,758.2,790.3,827.0,824.9,801.0,769.1,761.7,546.6,779.5,613.9,340.4,789.6,799.1,822.2,927.7,785.6,625.4,845.1,496.7,526.2,704.2,385.9,763.9,753.0,737.8,762.8,753.3,744.2,775.1,745.8,789.7,552.1,191.0,146.4,139.1,181.4,221.4,1076.1,900.0,754.1,749.3,1014.4,1026.6,807.6,821.3,802.6,4516.7,455.3,52.0,0.0,14.8,174.6,368.5,182.7,129.3,485.0,125.2,95.2,189.0,111.8,290.8,116.1,562.9,350.5,1004.7,948.8,1373.3,1342.7,926.4,1367.9,583.5,1339.6,1346.0,1281.1,1109.4,910.9
62.4714714_6.3447286,576.9,763.8,1073.9,665.5,876.6,363.3,773.2,2606.6,1475.6,780.4,772.7,819.2,790.8,792.5,789.1,819.2,798.2,737.0,798.7,806.0,759.9,792.0,828.7,826.6,802.7,770.8,763.4,548.3,781.2,615.6,342.1,791.3,800.8,823.9,929.4,787.3,627.1,846.8,498.4,527.9,705.9,387.6,765.6,754.7,739.5,764.5,755.0,745.9,776.8,747.5,791.4,553.8,192.7,148.1,140.8,183.1,223.1,1077.8,901.7,755.8,751.0,1016.1,1028.3,809.3,823.0,804.3,4518.4,457.0,52.7,17.9,0.0,176.3,370.2,184.4,131.0,486.7,126.9,96.9,190.7,113.5,292.5,117.8,564.6,352.2,1006.4,950.5,1375.0,1344.4,928.1,1369.6,585.2,1341.3,1347.7,1282.8,1111.1,912.6
62.4622693_6.3640886,490.3,864.1,1174.2,765.8,976.9,457.3,873.5,2606.6,1389.0,880.7,873.0,919.5,891.1,892.8,889.4,919.5,898.5,837.3,899.0,906.3,860.2,892.3,929.0,926.9,903.0,871.1,863.7,648.6,881.5,601.3,332.2,891.6,901.1,924.2,1029.7,887.6,727.4,947.1,411.8,628.2,806.2,362.5,865.9,855.0,839.8,864.8,855.3,846.2,877.1,847.8,891.7,654.1,157.8,120.4,113.1,155.4,48.2,1178.1,1002.0,856.1,851.3,1116.4,1128.6,909.6,923.3,904.6,4518.4,370.4,200.0,167.4,171.6,0.0,283.6,25.5,159.2,400.1,145.4,115.4,15.8,125.3,296.0,136.3,660.5,448.1,919.8,863.9,1288.4,1257.8,841.5,1283.0,498.6,1254.7,1261.1,1196.2,1024.5,826.0
62.4420250_6.3719770,437.4,1061.1,1371.2,962.8,1173.9,660.6,1070.5,2840.4,1224.6,1077.7,1070.0,1116.5,1088.1,1089.8,1086.4,1116.5,1095.5,1034.3,1096.0,1103.3,1057.2,1089.3,1126.0,1123.9,1100.0,1068.1,1060.7,845.6,1078.5,798.3,529.2,1088.6,1098.1,1121.2,1226.7,1084.6,924.4,1144.1,358.9,825.2,1003.2,559.5,1062.9,1052.0,1036.8,1061.8,1052.3,1043.2,1074.1,1044.8,1088.7,851.1,354.8,317.4,310.1,352.4,329.0,1375.1,1199.0,1053.1,1048.3,1313.4,1325.6,1106.6,1120.3,1101.6,4752.2,194.9,397.0,364.4,368.6,280.8,0.0,306.3,410.3,235.7,359.2,329.2,296.6,339.1,548.2,350.1,857.5,645.1,866.9,811.0,1235.5,1204.9,788.6,1230.1,445.7,1201.8,1208.2,1143.3,971.6,773.1
62.4635290_6.3644850,512.7,882.6,1192.7,784.3,995.4,458.6,892.0,2607.9,1411.4,899.2,891.5,938.0,909.6,911.3,907.9,938.0,917.0,855.8,917.5,924.8,878.7,910.8,947.5,945.4,921.5,889.6,882.2,667.1,900.0,600.8,354.6,910.1,919.6,942.7,1048.2,906.1,745.9,965.6,434.2,646.7,824.7,384.9,884.4,873.5,858.3,883.3,873.8,864.7,895.6,866.3,910.2,672.6,180.2,139.2,131.9,174.2,59.8,1196.6,1020.5,874.6,869.8,1134.9,1147.1,928.1,941.8,923.1,4519.7,392.8,218.5,185.9,190.1,22.4,306.0,0.0,160.5,422.5,146.7,116.7,27.4,126.6,297.3,137.6,660.0,447.6,942.2,886.3,1310.8,1280.2,863.9,1305.4,521.0,1277.1,1283.5,1218.6,1046.9,848.4
62.4717260_6.3633530,614.4,823.7,1133.8,725.4,936.5,423.2,833.1,2556.1,1513.1,840.3,832.6,879.1,850.7,852.4,849.0,879.1,858.1,796.9,858.6,865.9,819.8,851.9,888.6,886.5,862.6,830.7,823.3,608.2,841.1,647.2,379.6,851.2,860.7,883.8,989.3,847.2,687.0,906.7,535.9,587.8,765.8,425.1,825.5,814.6,799.4,824.4,814.9,805.8,836.7,807.4,851.3,613.7,230.2,185.6,178.3,220.6,204.3,1137.7,961.6,815.7,810.9,1076.0,1088.2,869.2,882.9,864.2,4467.9,494.5,159.6,127.0,131.2,166.9,407.7,165.6,0.0,524.2,164.4,134.4,171.9,151.0,215.4,155.3,624.5,412.1,1043.9,988.0,1412.5,1381.9,965.6,1407.1,622.7,1378.8,1385.2,1320.3,1148.6,950.1
62.4319749_6.4127797,546.9,1170.6,1480.7,1072.3,1283.4,770.1,1180.0,2949.9,1054.7,1187.2,1179.5,1226.0,1197.6,1199.3,1195.9,1226.0,1205.0,1143.8,1205.5,1212.8,1166.7,1198.8,1235.5,1233.4,1209.5,1177.6,1170.2,955.1,1188.0,907.8,638.7,1198.1,1207.6,1230.7,1336.2,1194.1,1033.9,1253.6,468.4,934.7,1112.7,669.0,1172.4,1161.5,1146.3,1171.3,1161.8,1152.7,1183.6,1154.3,1198.2,960.6,464.3,426.9,419.6,461.9,438.5,1484.6,1308.5,1162.6,1157.8,1422.9,1435.1,1216.1,1229.8,1211.1,4861.7,294.3,506.5,473.9,478.1,390.3,225.4,415.8,519.8,0.0,468.7,438.7,406.1,448.6,657.7,459.6,967.0,754.6,976.4,920.5,1345.0,1314.4,898.1,1339.6,555.2,1311.3,1317.7,1252.8,1081.1,882.6
62.4664420_6.3512370,558.6,824.0,1134.1,725.7,936.8,388.3,833.4,2603.3,1457.3,840.6,832.9,879.4,851.0,852.7,849.3,879.4,858.4,797.2,858.9,866.2,820.1,852.2,888.9,886.8,862.9,831.0,823.6,608.5,841.4,564.2,296.6,851.5,861.0,884.1,989.6,847.5,687.3,907.0,480.1,588.1,766.1,342.1,825.8,814.9,799.7,824.7,815.2,806.1,837.0,807.7,851.6,614.0,147.2,102.6,95.3,137.6,177.6,1138.0,961.9,816.0,811.2,1076.3,1088.5,869.5,883.2,864.5,4515.1,438.7,159.9,127.3,131.5,140.2,351.9,138.9,173.2,468.4,0.0,46.4,145.2,68.0,311.1,67.3,624.8,412.4,988.1,932.2,1356.7,1326.1,909.8,1351.3,566.9,1323.0,1329.4,1264.5,1092.8,894.3
62.4669725_6.3502766,531.9,797.3,1107.4,699.0,910.1,357.4,806.7,2576.6,1430.6,813.9,806.2,852.7,824.3,826.0,822.6,852.7,831.7,770.5,832.2,839.5,793.4,825.5,862.2,860.1,836.2,804.3,796.9,581.8,814.7,537.5,269.9,824.8,834.3,857.4,962.9,820.8,660.6,880.3,453.4,561.4,739.4,315.4,799.1,788.2,773.0,798.0,788.5,779.4,810.3,781.0,824.9,587.3,120.5,75.9,68.6,110.9,150.9,1111.3,935.2,789.3,784.5,1049.6,1061.8,842.8,856.5,837.8,4488.4,412.0,133.2,100.6,104.8,113.5,325.2,112.2,146.5,441.7,43.2,0.0,118.5,41.3,284.4,36.4,598.1,385.7,961.4,905.5,1330.0,1299.4,883.1,1324.6,540.2,1296.3,1302.7,1237.8,1066.1,867.6
62.4624300_6.3636223,503.5,877.3,1187.4,779.0,990.1,464.2,886.7,2613.5,1402.2,893.9,886.2,932.7,904.3,906.0,902.6,932.7,911.7,850.5,912.2,919.5,873.4,905.5,942.2,940.1,916.2,884.3,876.9,661.8,894.7,614.5,345.4,904.8,914.3,937.4,1042.9,900.8,740.6,960.3,425.0,641.4,819.4,375.7,879.1,868.2,853.0,878.0,868.5,859.4,890.3,861.0,904.9,667.3,171.0,133.6,126.3,168.6,32.4,1191.3,1015.2,869.3,864.5,1129.6,1141.8,922.8,936.5,917.8,4525.3,383.6,213.2,180.6,184.8,13.2,296.8,32.4,166.1,413.3,152.3,122.3,0.0,132.2,302.9,143.2,673.7,461.3,933.0,877.1,1301.6,1271.0,854.7,1296.2,511.8,1267.9,1274.3,1209.4,1037.7,839.2
62.4673802_6.3564385,548.5,807.2,1117.3,708.9,920.0,383.2,816.6,2586.5,1447.2,823.8,816.1,862.6,834.2,835.9,832.5,862.6,841.6,780.4,842.1,849.4,803.3,835.4,872.1,870.0,846.1,814.2,806.8,591.7,824.6,554.1,286.5,834.7,844.2,867.3,972.8,830.7,670.5,890.2,470.0,571.3,749.3,332.0,809.0,798.1,782.9,807.9,798.4,789.3,820.2,790.9,834.8,597.2,137.1,92.5,85.2,127.5,167.5,1121.2,945.1,799.2,794.4,1059.5,1071.7,852.7,866.4,847.7,4498.3,428.6,143.1,110.5,114.7,130.1,341.8,128.8,156.4,458.3,71.3,41.3,135.1,0.0,294.3,62.2,608.0,395.6,978.0,922.1,1346.6,1316.0,899.7,1341.2,556.8,1312.9,1319.3,1254.4,1082.7,884.2
62.4842080_6.3899840,744.1,977.5,1287.6,879.2,1090.3,577.0,986.9,2525.9,1541.2,994.1,986.4,1032.9,1004.5,1006.2,1002.8,1032.9,1011.9,950.7,1012.4,1019.7,973.6,1005.7,1042.4,1040.3,1016.4,984.5,977.1,762.0,994.9,776.9,509.3,1005.0,1014.5,1037.6,1143.1,1001.0,840.8,1060.5,665.6,741.6,919.6,554.8,979.3,968.4,953.2,978.2,968.7,959.6,990.5,961.2,1005.1,767.5,359.9,315.3,308.0,350.3,334.0,1291.5,1115.4,969.5,964.7,1229.8,1242.0,1023.0,1036.7,1018.0,4437.7,624.2,313.4,280.8,285.0,296.6,537.4,295.3,202.4,653.9,294.1,264.1,301.6,280.7,0.0,285.0,778.3,565.9,1173.6,1117.7,1542.2,1511.6,1095.3,1536.8,752.4,1508.5,1514.9,1450.0,1278.3,1079.8
62.4686300_6.3477760,556.2,814.8,1124.9,716.5,927.6,321.0,824.2,2600.9,1454.9,831.4,823.7,870.2,841.8,843.5,840.1,870.2,849.2,788.0,849.7,857.0,810.9,843.0,879.7,877.6,853.7,821.8,814.4,599.3,832.2,526.9,259.3,842.3,851.8,874.9,980.4,838.3,678.1,897.8,477.7,578.9,756.9,304.8,816.6,805.7,790.5,815.5,806.0,796.9,827.8,798.5,842.4,604.8,144.8,100.2,92.9,82.1,175.2,1128.8,952.7,806.8,802.0,1067.1,1079.3,860.3,874.0,855.3,4512.7,436.3,157.5,124.9,129.1,137.8,349.5,136.5,170.8,466.0,67.5,33.3,142.8,65.6,308.7,0.0,586.1,373.7,985.7,929.8,1354.3,1323.7,907.4,1348.9,564.5,1320.6,1327.0,1262.1,1090.4,891.9
62.4666080_6.2460440,1050.8,409.2,719.3,292.7,522.0,579.8,418.6,3092.8,1949.5,425.8,418.1,464.6,436.2,437.9,434.5,464.6,443.6,382.4,444.1,451.4,405.3,437.4,474.1,472.0,448.1,416.2,408.8,175.5,426.6,233.7,419.5,436.7,446.2,469.3,574.8,432.7,272.5,492.2,972.3,138.1,351.3,457.1,411.0,400.1,384.9,409.9,400.4,391.3,422.2,392.9,436.8,164.0,663.4,599.2,591.9,570.7,698.4,723.2,547.1,401.2,396.4,661.5,673.7,454.7,468.4,449.7,5004.6,930.9,592.5,559.9,564.1,650.2,844.1,670.6,617.2,960.6,613.1,583.1,666.0,599.7,778.7,587.2,0.0,275.6,1480.3,1424.4,1848.9,1818.3,1402.0,1843.5,1059.1,1815.2,1821.6,1756.7,1585.0,1386.5
62.4683680_6.2920740,840.3,561.1,871.2,462.8,673.9,373.0,570.5,2886.0,1739.0,577.7,570.0,616.5,588.1,589.8,586.4,616.5,595.5,534.3,596.0,603.3,557.2,589.3,626.0,623.9,600.0,568.1,560.7,345.6,578.5,352.0,209.0,588.6,598.1,621.2,726.7,584.6,424.4,644.1,761.8,325.2,503.2,246.6,562.9,552.0,536.8,561.8,552.3,543.2,574.1,544.8,588.7,351.1,452.9,388.7,381.4,360.2,487.9,875.1,699.0,553.1,548.3,813.4,825.6,606.6,620.3,601.6,4797.8,720.4,385.7,353.1,357.3,439.7,633.6,463.8,410.4,750.1,406.3,376.3,455.5,392.9,571.9,376.7,271.2,0.0,1269.8,1213.9,1638.4,1607.8,1191.5,1633.0,848.6,1604.7,1611.1,1546.2,1374.5,1176.0
62.4420055_6.2580881,854.7,1708.9,2019.0,1610.6,1821.7,1308.4,1718.3,3488.2,1962.8,1725.5,1717.8,1764.3,1735.9,1737.6,1734.2,1764.3,1743.3,1682.1,1743.8,1751.1,1705.0,1737.1,1773.8,1771.7,1747.8,1715.9,1708.5,1493.4,1726.3,1446.1,1177.0,1736.4,1745.9,1769.0,1874.5,1732.4,1572.2,1791.9,517.3,1473.0,1651.0,1207.3,1710.7,1699.8,1684.6,1709.6,1700.1,1691.0,1721.9,1692.6,1736.5,1498.9,1002.6,965.2,957.9,1000.2,976.8,2022.9,1846.8,1700.9,1696.1,1961.2,1973.4,1754.4,1768.1,1749.4,5400.0,861.0,1044.8,1012.2,1016.4,928.6,857.4,954.1,1058.1,973.9,1007.0,977.0,944.4,986.9,1196.0,997.9,1505.3,1292.9,0.0,133.9,451.5,420.9,150.1,446.1,513.9,417.8,424.2,359.3,187.6,134.6
62.4431074_6.2726405,798.2,1652.4,1962.5,1554.1,1765.2,1251.9,1661.8,3431.7,1906.3,1669.0,1661.3,1707.8,1679.4,1681.1,1677.7,1707.8,1686.8,1625.6,1687.3,1694.6,1648.5,1680.6,1717.3,1715.2,1691.3,1659.4,1652.0,1436.9,1669.8,1389.6,1120.5,1679.9,1689.4,1712.5,1818.0,1675.9,1515.7,1735.4,460.8,1416.5,1594.5,1150.8,1654.2,1643.3,1628.1,1653.1,1643.6,1634.5,1665.4,1636.1,1680.0,1442.4,946.1,908.7,901.4,943.7,920.3,1966.4,1790.3,1644.4,1639.6,1904.7,1916.9,1697.9,1711.6,1692.9,5343.5,804.5,988.3,955.7,959.9,872.1,800.9,897.6,1001.6,917.4,950.5,920.5,887.9,930.4,1139.5,941.4,1448.8,1236.4,127.1,0.0,495.7,465.1,93.6,490.3,457.4,462.0,468.4,403.5,231.8,78.1
62.4444111_6.1943517,1224.0,2078.2,2388.3,1979.9,2191.0,1677.7,2087.6,3857.5,2332.1,2094.8,2087.1,2133.6,2105.2,2106.9,2103.5,2133.6,2112.6,2051.4,2113.1,2120.4,2074.3,2106.4,2143.1,2141.0,2117.1,2085.2,2077.8,1862.7,2095.6,1815.4,1546.3,2105.7,2115.2,2138.3,2243.8,2101.7,1941.5,2161.2,886.6,1842.3,2020.3,1576.6,2080.0,2069.1,2053.9,2078.9,2069.4,2060.3,2091.2,2061.9,2105.8,1868.2,1371.9,1334.5,1327.2,1369.5,1346.1,2392.2,2216.1,2070.2,2065.4,2330.5,2342.7,2123.7,2137.4,2118.7,5769.3,1230.3,1414.1,1381.5,1385.7,1297.9,1226.7,1323.4,1427.4,1343.2,1376.3,1346.3,1313.7,1356.2,1565.3,1367.2,1874.6,1662.2,458.6,503.2,0.0,86.2,519.4,151.3,883.2,83.6,129.4,142.5,288.9,503.9
