,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
"Søvika, 6065 Ulsteinvik",31097.0,2411.6,101094.6,101811.2,69482.4,87315.4,64348.3,45244.7,70066.6,70060.2,34317.3,70148.0,79520.0,93532.5,10897.5,46808.0,33513.8,102308.9,107133.9,62974.8,45360.7,34039.2,91702.2,53528.3,90648.0,45250.4,545.1,54680.0,107463.2,57096.0,30689.4,32742.8,33016.5,48675.9,53459.3,44848.3,44857.4,42692.5,92944.2,45377.9,80030.8,45266.6,44957.9,93402.9,32173.0,10835.8,41005.0,34113.9,46250.1,56013.1,32454.8,45158.7,45419.9,93482.8,29615.8,33205.5,47669.8,62716.3,93316.0,93059.5,45593.8,45357.1,100806.1,32607.3,93132.1,71358.8,45499.5,45373.4,45554.2,90857.6,59838.9,22069.6,91724.9,119641.5,27466.8,101065.5,101400.2,81794.8,59226.7,63019.8,65041.0,45222.2,32670.7,33797.7,44381.2,54753.3,34298.7,46458.0,47700.7,42838.4,34039.3,97816.4,41503.0,39879.4,34331.8,43069.9,30730.7,79673.9,90641.8,538.5,47846.5,45197.0,10463.9,32562.5,45778.1,35423.5,88606.4,92083.5,38655.0,34419.4,32766.4,128639.1,29200.6,37558.5,34203.5,45325.9,82360.7,45292.6,107819.1,100842.8,90822.6,135791.2,46510.8,45570.4,0.0,92768.6,734.2,45473.4,45081.9,101300.9,45245.8,79686.2,27648.8,59550.6,48579.6,27591.1,68172.6,30625.6,33213.5,106462.3,33872.9,4457.3,78243.0,76311.6,90512.6,1311.1,107836.8,52720.1,33513.4,36392.8,31458.9,59350.8,639.6,62732.9,79663.8,79516.1,90832.2,61288.7,2534.0,45563.2,100813.7,32840.0,89879.9,89504.4,44736.1,44971.2,45254.1,46217.8
Nordfjord hotell,94174.9,71885.0,55994.5,56711.2,132560.3,99034.4,127426.2,108322.6,133144.5,133138.2,97395.2,133226.0,33186.2,1032.4,80370.9,119377.6,100996.5,56451.4,62033.9,126052.7,108438.6,97117.2,73937.9,112310.1,45547.9,108328.3,70945.9,117757.9,109962.5,120174.0,98172.1,39275.4,48355.5,111753.9,116537.2,107926.2,107935.3,105770.4,444.0,108455.9,91749.7,108344.6,108035.8,743.5,95250.9,80309.1,104082.9,97191.8,119812.8,119091.1,47793.9,108236.7,108497.8,823.4,42944.3,100688.2,110747.8,125794.2,815.8,559.3,108671.8,108435.0,54948.6,47946.4,549.2,43017.8,108577.5,108451.3,108632.1,45757.6,122916.9,79127.6,63383.9,74541.4,84524.9,55965.4,83635.8,110947.5,122304.6,126097.7,47832.5,108300.1,48009.7,41006.6,107459.1,117831.3,40831.2,119648.2,110778.6,105916.4,97117.3,51958.8,104580.9,102957.3,97409.8,106147.9,98213.3,91392.8,45541.7,70939.3,110924.5,108274.9,67521.9,100045.2,108856.0,98501.4,151684.4,1341.4,101733.0,97497.3,48105.5,37361.6,86258.6,100636.5,97281.4,108403.9,64596.4,108370.6,110318.4,54985.3,45722.6,49316.8,109588.7,108648.4,71265.0,0.0,70897.4,108551.3,108159.9,164378.9,108323.8,91405.1,90726.8,122628.6,66500.9,84649.2,35740.6,44808.0,100696.2,60604.8,96950.8,69370.4,90850.2,139389.6,153590.6,71945.2,110336.0,68059.1,40667.7,99470.8,94536.8,122428.7,71571.1,125810.8,91382.7,91724.0,45732.2,124366.6,72801.3,108641.2,54956.2,48179.0,152957.9,152582.4,107814.0,108049.1,108332.0,109295.8
Quality Hotel Ulstein,32320.3,3635.0,100643.5,101360.1,70705.7,88538.7,65571.6,46468.0,71289.9,71283.5,35540.6,71371.4,79068.9,93081.4,12120.9,48031.3,34737.2,101857.9,106682.8,64198.1,46584.0,35262.5,91251.1,54751.6,90196.9,46473.7,416.6,55903.3,108686.5,58319.4,31912.7,32291.7,32565.4,49899.3,54682.6,46071.6,46080.7,43915.8,92493.1,46601.2,81254.1,46490.0,46181.2,92951.8,33396.3,12059.1,42228.3,35337.2,47473.5,57236.5,32003.7,46382.1,46643.2,93031.7,29164.7,34428.8,48893.2,63939.6,92864.9,92608.4,46817.2,46580.4,100355.0,32156.3,92681.0,70907.7,46722.9,46596.7,46777.5,90406.5,61062.3,21618.5,91273.8,119190.4,27015.8,100614.4,100949.1,83018.1,60450.0,64243.1,64589.9,46445.5,32219.6,33346.6,45604.5,55976.7,33847.6,47681.3,48924.0,44061.8,35262.6,97365.3,42726.3,41102.7,35555.2,44293.2,31954.0,80897.2,90190.7,410.0,49069.9,46420.3,10012.8,33785.9,47001.4,36646.8,89829.8,91632.4,39878.4,35642.7,32315.4,128188.0,28749.5,38781.8,35426.8,46549.2,81909.6,46515.9,109042.4,100391.7,90371.6,135340.1,47734.1,46793.8,735.7,92317.5,0.0,46696.7,46305.2,102524.2,46469.1,80909.5,28872.2,60773.9,48128.5,27140.1,67721.6,30174.5,34436.8,106011.3,35096.2,4006.2,79466.3,77534.9,91736.0,1864.1,109060.1,52269.0,33062.4,37616.1,32682.2,60574.1,1041.8,63956.2,80887.1,80739.4,90381.1,62512.0,4551.3,46786.5,100362.6,32388.9,91103.3,90727.7,45959.4,46194.5,46477.4,47441.2
Quality Hotel Waterfront,17234.4,43604.8,136471.9,137188.5,46516.8,70243.4,22170.3,339.3,47101.0,47094.6,11337.5,47182.4,122881.9,128909.8,34858.9,29736.0,28300.4,145670.8,142511.2,39711.8,873.2,12537.9,135064.1,36456.3,126025.3,257.5,45031.1,12502.0,84200.2,34130.4,25476.0,70092.8,60963.2,25412.9,11281.3,932.4,1112.3,3113.4,128321.5,444.0,62958.8,779.1,762.2,128780.2,15101.0,34719.1,5467.4,11637.6,29178.1,13835.2,60948.3,848.6,356.5,128860.1,66965.8,27992.1,2196.4,39453.3,128693.3,128436.8,660.0,423.2,144168.0,61015.7,128509.4,111179.7,565.7,439.5,1066.7,126234.9,17661.0,65431.5,85376.2,154232.2,70828.7,136442.8,144762.0,58531.7,36261.1,20841.8,108402.9,734.7,60653.2,71147.7,1164.4,31490.3,71648.7,29386.0,2227.3,3454.5,12315.3,141178.2,5965.4,5889.3,17259.8,3287.7,25517.2,62601.9,126019.1,45024.5,2373.1,422.1,53825.8,27349.1,304.7,11612.5,65343.4,127460.8,7530.3,11430.6,60745.7,164016.4,72562.5,8314.0,11376.2,838.4,125722.6,580.9,84556.1,144204.7,126199.9,171168.4,1037.4,1082.9,45155.3,128145.9,46406.2,0.0,921.8,78335.3,1085.7,62614.2,17841.3,17372.7,91941.4,70953.0,103549.9,64157.8,28000.1,149824.2,12623.4,47819.1,61171.0,53346.0,67249.6,43952.7,84573.7,40584.0,70863.4,9693.6,15600.3,17172.8,45795.0,39469.9,62591.7,62444.1,126209.5,19110.7,43198.6,1075.7,144175.6,60560.1,66616.9,66241.4,779.9,888.1,766.6,744.4
KONGENS GATE 6,16874.6,43245.0,136112.1,136828.7,46157.0,69883.6,21810.5,696.5,46741.2,46734.8,10977.7,46822.6,122522.1,128550.0,34499.1,29376.2,27940.6,145311.0,142151.4,39352.0,269.2,12178.1,134704.3,36096.5,125665.5,702.2,44671.3,12142.2,83840.4,33770.7,25116.2,69733.0,60603.4,25053.1,10921.6,294.3,474.1,2753.6,127961.7,829.8,62599.0,561.8,159.6,128420.4,14741.2,34359.3,5107.6,11277.8,28818.3,13475.4,60588.5,360.4,871.7,128500.3,66606.0,27632.3,3121.7,39093.5,128333.5,128077.0,1045.7,808.9,143808.2,60655.9,128149.6,110819.9,951.4,825.2,557.4,125875.1,17301.2,65071.7,85016.4,153872.4,70468.9,136083.0,144402.3,58171.9,35901.3,20482.0,108043.1,528.4,60293.4,70787.9,708.6,31130.5,71288.9,29026.2,3152.5,3094.7,11955.6,140818.5,5605.6,5529.5,16900.0,2927.9,25157.5,62242.1,125659.3,44664.7,3298.4,503.2,53466.0,26989.3,1230.0,11252.7,64983.6,127101.0,7170.5,11070.8,60385.9,163656.6,72202.7,7954.2,11016.4,340.4,125362.8,838.7,84196.3,143844.9,125840.1,170808.7,1962.6,573.7,44795.6,127786.1,46046.4,925.3,0.0,77975.5,314.6,62254.4,17481.5,17012.9,91581.7,70593.2,103190.2,63798.0,27640.3,149464.4,12263.7,47459.4,60811.2,52986.2,66889.8,43592.9,84214.0,40224.2,70503.7,9333.8,15240.5,16813.1,45435.2,39110.1,62232.0,62084.3,125849.7,18750.9,42838.8,566.5,143815.8,60200.3,66257.1,65881.6,740.4,356.9,560.3,1669.7
"Remmemsvik, 6264 Tennfjord",72964.2,99334.7,192369.1,193085.8,57028.4,116536.7,89741.0,77980.2,32536.0,32368.3,67377.0,32280.5,178611.7,184639.7,90588.8,76029.3,84030.3,201400.7,198408.5,65077.8,78096.1,67566.1,190793.9,82749.6,181922.6,77985.9,100760.9,80072.7,109566.2,44642.0,81205.8,125822.7,116693.1,53229.2,67544.1,77583.8,77592.9,74972.4,184051.4,78113.4,109252.1,78002.1,77693.4,184510.0,70830.8,90448.9,73284.9,67557.3,75471.4,81405.9,116678.2,77894.2,78155.3,184589.9,122695.7,83721.9,80405.3,64819.3,184423.1,184166.6,78329.3,78092.5,199897.9,116745.6,184239.3,157473.0,78235.0,78108.8,78289.6,182132.2,85231.7,121161.4,131669.5,179598.2,126558.6,192340.1,200491.9,83897.8,46772.7,88412.5,164132.7,77957.7,116383.1,126877.6,77116.7,54989.4,127378.6,75679.3,80436.2,75118.3,67343.5,196908.1,73782.9,72568.3,72989.7,75349.8,81247.1,108895.2,181916.4,100754.3,80582.0,77932.4,109555.6,83079.0,78513.6,66276.2,82685.7,183190.6,71982.6,67160.4,116475.5,219746.2,128292.3,70247.5,68247.9,78061.4,181452.4,78028.1,109922.1,199934.6,182097.2,227065.7,79246.3,78305.9,100885.2,183875.8,102136.1,78208.9,77817.4,0.0,77981.3,108907.5,73571.1,61193.1,147671.3,126682.9,159447.2,119887.6,83729.9,205554.1,67449.9,103549.0,107464.3,24986.5,92615.7,99682.6,109939.8,96313.8,126593.3,69633.4,71330.1,84743.5,101524.8,64835.9,108885.1,108737.4,182106.8,86681.4,98928.4,78298.7,199905.5,116290.0,81599.3,82437.0,77471.6,77706.6,77989.6,78953.3
"Storgata 16, 6002 Ålesund",17038.5,43408.9,136276.0,136992.6,46320.9,70047.5,21974.5,860.4,46905.1,46898.7,11141.6,46986.5,122686.0,128714.0,34663.0,29540.1,28104.5,145474.9,142315.3,39515.9,270.5,12342.1,134868.2,36260.4,125829.4,866.2,44835.2,12306.1,84004.3,33934.6,25280.1,69896.9,60767.4,25217.0,11085.5,458.2,638.0,2917.5,128125.6,993.7,62762.9,563.1,323.5,128584.3,14905.1,34523.2,5271.5,11441.7,28982.3,13639.3,60752.4,524.3,1035.6,128664.2,66769.9,27796.2,3285.6,39257.4,128497.4,128240.9,1209.6,972.8,143972.1,60819.8,128313.5,110983.8,1115.3,989.1,558.7,126039.0,17465.1,65235.6,85180.3,154036.3,70632.8,136246.9,144566.2,58335.8,36065.2,20645.9,108207.0,528.2,60457.4,70951.8,872.5,31294.4,71452.8,29190.1,3316.5,3258.6,12119.5,140982.4,5769.5,5693.4,17064.0,3091.8,25321.4,62406.0,125823.2,44828.6,3462.3,667.1,53629.9,27153.2,1393.9,11416.6,65147.5,127264.9,7334.4,11234.7,60549.8,163820.5,72366.6,8118.1,11180.3,341.7,125526.7,1002.6,84360.2,144008.8,126004.0,170972.6,2126.5,575.0,44959.5,127950.0,46210.3,1089.2,314.6,78139.4,0.0,62418.3,17645.4,17176.8,91745.6,70757.1,103354.1,63961.9,27804.2,149628.3,12427.6,47623.3,60975.1,53150.1,67053.7,43756.8,84377.9,40388.1,70667.6,9497.7,15404.4,16977.0,45599.1,39274.0,62395.9,62248.2,126013.6,18914.8,43002.7,567.8,143979.7,60364.2,66421.0,66045.5,904.3,520.8,560.1,1833.6
"Stranda, 6200 Stranda",51730.3,78100.7,88720.9,89437.5,76972.0,8887.4,81379.3,62275.7,77556.2,77549.9,51348.2,77637.7,123850.6,92162.4,69354.8,33212.6,62796.3,147115.7,94760.2,38632.5,62391.6,51070.2,164602.2,26145.2,78274.3,62281.4,79527.0,71711.0,18633.6,64585.7,59971.9,87059.1,95093.3,56165.6,70490.3,61879.3,61888.4,59723.5,91574.0,62408.9,344.6,62297.6,61988.9,92032.7,47878.6,69215.0,58036.0,51144.9,33647.8,73044.1,94491.4,62189.7,62450.9,92112.6,91452.2,62488.0,64700.8,38860.6,91945.8,91689.3,62624.8,62388.0,145612.9,94563.3,91761.9,53824.7,62530.5,62404.4,62585.1,78483.9,76869.9,127635.5,28021.2,107267.8,133032.7,88691.8,174300.2,19618.6,66716.3,80050.8,138496.8,62253.2,94747.6,86149.1,61412.2,57995.2,85973.7,33483.2,64731.7,59869.4,51070.3,142623.1,58534.0,56910.4,45654.1,60100.9,60013.2,284.0,78268.1,79520.4,64877.5,62227.9,116029.8,61845.0,62809.1,52454.5,61218.6,91470.3,55686.0,51450.4,94358.5,128025.9,134766.5,54589.5,51234.5,62356.9,155260.7,62323.6,18989.5,145649.6,78448.9,123417.5,63541.8,62601.4,79651.3,91398.4,80902.1,62504.4,62112.9,108790.6,62276.8,0.0,52337.2,73162.3,137252.7,133157.0,55799.0,93315.9,62496.0,151269.1,50903.9,82315.1,2097.8,83801.3,46609.8,78448.6,19007.2,64407.4,86270.4,53423.8,48346.1,76381.8,80290.9,38703.3,22.4,1027.6,78458.5,78319.6,77694.5,62594.2,145620.5,94544.1,62492.1,62116.6,61767.1,62002.2,62285.1,63248.8
SOLAVÅGSEIDET 76,3448.1,25763.5,118630.6,119347.2,41833.5,59666.6,36699.5,17595.8,42417.7,42411.4,6668.4,42499.2,105040.6,111068.6,17017.7,19159.2,10459.2,127829.6,124669.9,35325.9,17711.8,6390.4,117222.8,25879.4,108184.0,17601.5,27189.8,27031.1,79814.4,29447.2,7634.7,52251.6,43122.0,21027.1,25810.5,17199.4,17208.6,15043.7,110480.2,17729.1,52382.0,17617.8,17309.1,110938.9,4524.1,16877.8,13356.1,6465.0,18601.3,28364.3,43107.0,17509.9,17771.0,111018.8,49124.6,10150.8,20021.0,35067.5,110852.0,110595.5,17945.0,17708.2,126326.7,43174.5,110668.1,88894.9,17850.7,17724.5,17905.3,108393.7,32190.1,47590.2,74799.4,137177.5,52987.5,118601.5,126920.8,54145.9,31577.9,35370.9,90561.6,17573.3,42812.0,53306.4,16732.4,27104.5,53807.4,18809.1,20051.8,15189.6,6390.5,123337.0,13854.2,12230.5,6683.0,15421.1,7676.0,52025.1,108177.8,27183.2,20197.7,17548.1,35984.5,9507.9,18129.3,7774.7,60957.6,109619.5,11006.2,6770.5,42904.4,146175.1,54721.2,9909.7,6554.6,17677.1,107881.3,17643.8,80170.3,126363.4,108358.7,153327.2,18861.9,17921.6,27314.1,110304.6,28565.0,17824.6,17433.1,73652.1,17597.0,52037.3,0.0,31901.8,74100.2,53111.8,85708.7,46316.5,10158.8,131983.0,6224.1,29977.9,50594.2,48662.8,62863.8,26111.5,80187.9,22742.7,53022.2,8744.0,3810.1,31702.0,27953.7,35084.0,52014.9,51867.3,108368.2,33639.8,25357.3,17914.4,126334.4,42718.8,62231.1,61855.6,17087.3,17322.3,17605.3,18569.0
Spar Ellingsøy,31318.0,57688.4,156761.6,157478.2,29417.6,80929.2,28821.4,17060.5,30001.8,29995.5,25421.1,30083.3,136965.5,142993.4,48942.5,40421.7,42384.0,159754.4,162800.9,29470.2,17176.5,26621.5,149147.7,47142.0,146315.0,17066.2,59114.7,19153.1,73958.6,17031.3,39559.6,84176.4,75046.8,17621.6,6624.5,16664.1,16673.3,17197.0,142405.1,17193.8,73644.5,17082.5,16773.7,142863.8,29184.6,48802.7,19551.0,25721.2,39863.9,20486.2,75031.9,16974.6,17235.7,142943.7,81049.4,42075.7,19485.7,29211.7,142776.9,142520.4,17409.7,17172.9,158251.6,75099.3,142593.0,121865.4,17315.4,17189.2,17370.0,146524.6,24312.0,79515.1,96061.9,143990.6,84912.3,156732.5,158845.6,48290.2,19161.9,27492.9,122486.5,17038.0,74736.8,85231.3,16197.0,19381.8,85732.3,40071.7,19516.5,17538.1,26398.9,155261.9,20049.0,19972.9,31343.4,17371.3,39600.8,73287.6,146308.8,59108.1,19662.4,17012.8,67909.4,41432.7,17593.9,25696.1,55101.9,141544.4,21613.9,25514.2,74829.3,178100.0,86646.1,22397.6,25459.8,17141.8,139806.2,17108.5,74314.6,158288.3,146489.6,191458.1,18326.6,17386.3,59239.0,142229.5,60489.8,17289.3,16897.8,61236.1,17061.7,73299.9,31924.9,0.0,106025.0,85036.6,123839.6,78241.4,42083.7,163907.8,26707.1,61902.7,71856.8,36246.9,57008.1,58036.3,74332.2,54667.6,84947.1,23777.2,29683.9,23823.9,59878.6,29228.3,73277.5,73129.8,146499.2,25761.7,57282.2,17379.1,158259.2,74643.7,56375.4,55999.8,16551.9,16787.0,17070.0,18033.7
Spar Fiskåbygd,77878.5,49193.1,121748.7,122465.4,116263.9,144844.0,111129.8,92026.2,116848.1,116841.7,81098.7,116929.5,33316.8,65633.3,57679.0,111752.2,80295.3,56105.7,127788.0,109756.3,92142.1,80820.7,45499.0,117253.2,111302.1,92031.9,48254.1,101461.5,155772.1,103877.5,77470.9,50211.4,59291.6,95457.4,100240.8,91629.8,91638.9,89474.0,66020.1,92159.4,137559.4,92048.1,91739.4,66689.4,78954.5,57617.3,87786.5,80895.4,112187.5,102794.6,58729.9,91940.2,92201.3,66769.3,53880.4,79987.0,94451.3,109497.8,65854.1,66346.0,92375.3,92138.5,54602.9,58882.4,66040.7,88827.5,92281.0,92154.9,92335.6,111511.8,106620.4,26702.1,109193.5,140295.6,21206.8,121719.6,55197.0,128576.2,106008.2,109801.3,18837.8,92003.7,58945.8,51942.7,91162.7,101534.8,51767.3,112022.9,94482.2,89619.9,80820.8,51613.2,88284.5,86660.9,81113.3,89851.4,77512.2,137202.5,111295.9,48247.5,94628.0,91978.4,39017.6,79344.0,92559.6,82205.0,135387.9,66024.6,85436.5,81200.8,59041.5,72871.9,57754.3,84340.0,80984.9,92107.4,36157.5,92074.1,156128.0,54639.6,111476.8,115525.3,93292.3,92351.9,48573.2,66454.8,48205.5,92254.9,91863.4,148082.4,92027.3,137214.8,74430.3,106332.1,0.0,56144.8,101494.8,55744.1,79995.0,60259.1,80654.4,46678.5,136659.9,123093.1,137294.1,49253.4,156145.7,78995.2,51603.8,83174.3,78240.4,106132.3,48879.2,109514.4,137192.4,137533.6,111486.4,108070.1,50109.5,92344.7,54610.5,59115.1,136661.4,136285.9,91517.6,91752.7,92035.6,92999.3
Spar Fosnavåg,56889.9,28204.5,114365.5,115082.2,95275.3,140646.4,90141.2,71037.6,95859.5,95853.1,60110.1,95940.9,87070.8,106803.5,36690.4,72600.9,59306.7,109859.8,120404.9,88767.7,71153.5,59832.1,99253.1,79321.2,103918.9,71043.3,27265.5,80472.9,133256.1,82888.9,56482.3,46013.8,46287.4,74468.8,79252.2,70641.1,70650.3,68485.4,106215.1,71170.8,133361.7,71059.5,70750.8,106673.8,57965.9,36628.7,66797.9,59906.8,72043.0,81806.0,45725.8,70951.6,71212.7,106753.7,42886.8,58998.4,73462.7,88509.2,106586.9,106330.4,71386.7,71149.9,108357.0,45878.3,106403.1,84629.8,71292.4,71166.3,71347.0,104128.6,85631.8,29620.5,104995.9,132912.4,35017.7,114336.4,108951.0,107587.6,85019.6,88812.7,72591.8,71015.1,45941.7,47068.7,70174.1,80546.2,47569.6,72250.8,73493.6,68631.3,59832.2,105367.2,67295.9,65672.3,60124.7,68862.8,56523.6,133004.8,103912.7,27258.9,73639.4,70989.8,17679.1,58355.4,71571.0,61216.4,114399.3,105354.4,64447.9,60212.2,46037.4,141910.0,1642.5,63351.4,59996.3,71118.8,89911.6,71085.5,133612.0,108393.7,104093.6,149062.1,72303.6,71363.3,27584.6,106039.6,27216.9,71266.3,70874.8,127093.8,71038.7,133017.1,53441.7,85343.5,56130.4,0.0,81443.6,43896.6,59006.4,114013.2,59665.8,25689.9,132462.2,102104.5,116305.5,28264.8,133629.7,65991.0,46784.4,62185.7,57251.8,85143.7,27890.6,88525.8,132994.7,133335.9,104103.2,87081.6,29120.9,71356.1,108364.6,46110.9,115672.8,115297.3,70529.0,70764.1,71047.0,72010.7
Spar Hornindal,89087.7,68843.0,33039.0,33755.6,127513.4,63410.8,122339.0,103235.4,128097.6,128091.2,92308.0,128179.1,68168.6,36480.5,77328.9,83754.0,95909.3,91433.8,39078.3,114020.3,103351.4,92030.0,108920.3,76686.6,22592.4,103241.1,67903.9,112670.7,74338.9,115127.1,93084.8,35509.3,43543.4,106707.0,111450.0,102839.0,102848.1,100683.2,35892.1,103368.7,56126.2,103257.4,102948.6,36350.8,90163.7,77267.1,98995.7,92104.6,84189.2,114003.9,42941.5,103149.5,103410.6,36430.7,39902.3,95601.0,105660.6,113761.8,36263.9,36007.4,103584.6,103347.8,89931.0,43013.5,36080.0,7394.2,103490.3,103364.1,103544.9,22802.0,117829.7,76085.6,27760.3,51585.9,81482.8,33009.9,118618.2,75323.9,117257.7,121010.5,82814.9,103212.9,43197.7,34599.2,102371.9,108536.6,34423.8,84024.6,105691.4,100829.2,92030.0,86941.2,99493.7,97870.1,96195.5,101060.6,93126.1,55769.3,22586.2,67897.3,105837.3,103187.7,64479.9,94958.0,103768.8,93414.2,116923.9,35788.4,96645.8,92410.1,42808.6,72344.0,83216.6,95549.2,92194.2,103316.7,99578.8,103283.4,74694.8,89967.7,22767.1,67735.6,104501.5,103561.2,68223.0,35716.5,67855.3,103464.1,103072.6,159331.9,103236.6,55781.5,85639.6,117541.3,101483.3,81607.1,0.0,41766.0,95609.0,95587.2,91863.6,66328.3,55226.7,134342.6,102315.1,68903.2,74712.5,62971.9,34720.5,94383.5,89449.6,117341.5,68529.1,113778.4,55759.1,56100.4,22776.6,119279.4,69759.3,103553.9,89938.6,42994.2,118197.4,117821.9,102726.8,102961.9,103244.8,104208.6
