,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
"Remmemsvik, 6264 Tennfjord",4687.4,7317.6,12847.5,12883.7,3804.2,8474.9,5700.1,4926.9,2381.9,2379.3,4226.9,2366.7,13938.6,12444.0,6709.3,5580.4,5473.5,15393.2,13212.1,4337.9,4930.1,4296.1,14684.8,6018.5,12083.2,4933.6,7431.8,5064.2,7147.5,2941.6,5224.0,8879.6,8268.6,3462.9,4307.1,4880.3,4900.1,4762.3,12342.2,4939.0,7699.7,4932.0,4893.8,12411.9,4480.7,6699.2,4689.7,4258.6,5513.4,5254.8,8221.7,4920.6,4953.8,12427.0,8695.2,5448.8,5145.4,4314.0,12414.1,12365.1,4958.3,4937.2,15269.4,8246.4,12385.1,10858.3,4958.0,4938.6,4952.7,12121.8,5315.5,8678.0,9004.6,11910.6,9013.3,12752.0,15236.3,5578.7,3132.4,5551.8,13060.5,4916.6,8190.2,9013.8,4835.2,3601.0,9039.1,5548.6,5157.6,4788.9,4257.4,15041.2,4765.3,4726.4,4597.2,4833.7,5233.8,7647.9,12081.2,7431.1,5212.0,4920.1,7974.4,5389.5,4976.1,4164.5,5566.1,12337.1,4720.2,4207.4,8197.1,15187.0,9247.4,4514.0,4322.6,4932.0,14103.6,4955.9,7175.4,15274.6,12105.9,15637.4,5051.1,4963.8,7453.3,12349.7,7501.8,4948.5,4910.5,0.0,4922.7,7650.3,4608.9,3873.7,12061.4,9085.2,10754.8,8476.1,5450.7,15675.5,4258.7,7572.6,7504.3,1780.2,6089.1,7366.3,7179.7,6961.1,8978.4,4452.6,4567.5,5266.1,7521.5,4322.6,7647.0,7686.0,12100.7,5448.5,7279.1,4954.0,15270.5,8178.8,5489.6,5597.6,4894.3,4892.7,4919.5,5021.8
"Storgata 16, 6002 Ålesund",1312.1,3942.3,9631.9,9668.1,2958.6,5588.2,1502.8,94.4,2886.6,2884.5,825.4,2897.1,10563.3,9068.7,3334.0,2693.7,2098.2,12017.9,9996.5,2543.5,31.6,958.3,11309.5,3131.8,8867.6,101.1,4056.5,866.9,5353.1,2096.0,1848.7,5504.3,4893.3,1658.5,834.3,52.0,65.6,240.8,8966.9,106.5,4813.0,61.2,39.5,9036.6,1105.4,3323.9,401.8,871.2,2626.7,1057.5,4846.4,66.3,121.3,9051.7,5319.9,2073.5,312.9,2519.6,9038.8,8989.8,125.8,104.7,11894.1,4871.1,9009.8,7971.6,125.5,106.1,64.7,8906.2,1118.2,5302.7,6117.9,10116.2,5638.0,9536.4,11861.0,3784.3,2286.8,1354.5,9685.2,69.3,4814.9,5638.5,96.6,2044.3,5663.8,2661.9,325.1,284.6,919.6,11665.9,477.4,440.5,1221.9,293.3,1858.5,4761.2,8865.6,4055.8,379.5,72.1,4599.1,2014.2,143.6,866.2,4008.0,8961.8,611.9,832.1,4821.8,11811.7,5872.1,571.1,837.7,42.5,10728.3,135.9,5381.0,11899.3,8890.3,12421.8,218.6,75.8,4078.0,8974.4,4126.5,116.0,36.1,4956.8,0.0,4763.6,1233.6,1132.9,8686.1,5709.9,7539.2,5100.8,2075.4,12300.2,911.5,4197.3,4617.6,3190.6,4294.7,3991.0,5385.3,3585.8,5603.1,691.5,1192.2,1068.8,4146.2,2528.2,4760.3,4799.3,8885.1,1251.2,3903.8,66.0,11895.2,4803.5,4077.1,4117.3,102.2,60.9,72.2,189.3
"Stranda, 6200 Stranda",4087.6,6717.8,5562.5,5598.7,5644.2,981.3,5952.5,4745.1,5572.2,5570.1,3970.2,5582.7,7528.1,5648.1,6109.5,2147.3,4873.7,9030.1,5927.1,4486.6,4748.3,3979.2,9999.0,1632.2,4798.2,4751.8,6832.0,5316.6,3056.8,4781.6,4624.2,5217.6,5936.2,4310.3,5284.0,4698.5,4718.3,4548.0,5546.3,4757.2,49.4,4750.2,4712.0,5616.0,3766.1,6099.4,4475.4,3967.6,2155.3,5507.2,5827.2,4738.8,4772.0,5631.1,5621.2,4849.0,4963.6,4505.2,5618.2,5569.2,4776.5,4755.4,8906.3,5850.4,5589.2,3573.3,4776.2,4756.8,4770.9,4836.8,5567.9,7685.8,1719.6,6534.1,8021.1,5467.0,10550.5,3192.1,4972.4,5804.2,8428.0,4734.8,5856.4,5142.9,4653.4,4438.6,5141.8,2165.5,4975.8,4574.6,3956.5,8678.1,4551.0,4507.7,3612.0,4619.4,4634.0,52.9,4796.2,6831.3,5030.2,4738.3,6982.2,4789.7,4794.3,4060.5,5730.8,5597.9,4448.5,3979.4,5813.2,8447.8,8255.2,4295.3,3982.9,4750.2,9417.8,4774.1,3084.7,8911.5,4820.9,8352.4,4869.3,4782.0,6853.5,5553.8,6902.0,4766.7,4728.7,7642.4,4740.9,0.0,4009.1,5255.7,9418.7,8093.0,3469.8,5692.4,4850.9,9312.4,3931.0,6972.8,269.8,5876.2,5750.0,6766.5,3089.0,4986.5,5158.6,4179.4,3835.0,5518.5,6921.7,4494.0,3.3,149.8,4815.7,5700.9,6679.3,4772.2,8907.4,5831.0,5799.9,5840.1,4712.5,4710.9,4737.7,4840.0
SOLAVÅGSEIDET 76,337.4,2708.7,8398.3,8434.5,2621.5,4822.9,2432.8,1225.4,2549.5,2547.4,450.5,2560.0,9329.7,7835.1,2100.4,1928.4,864.6,10784.3,8762.9,2172.6,1228.6,459.5,10075.9,2366.5,7634.0,1232.1,2822.9,1796.9,4982.2,1758.9,615.1,4270.7,3659.7,1287.6,1764.3,1178.8,1198.6,1028.3,7733.3,1237.5,4047.7,1230.5,1192.3,7803.0,340.1,2090.3,955.7,447.9,1861.4,1987.5,3612.8,1219.1,1252.3,7818.1,4086.3,839.9,1443.9,2148.7,7805.2,7756.2,1256.8,1235.7,10660.5,3637.5,7776.2,6775.5,1256.5,1237.1,1251.2,7672.6,2048.2,4069.1,5352.6,9369.9,4404.4,8302.8,10627.4,3413.4,1949.7,2284.5,8451.6,1215.1,3581.3,4404.9,1133.7,1673.4,4430.2,1896.6,1456.1,1054.9,436.8,10432.3,1031.3,988.0,456.6,1099.7,624.9,3995.9,7632.0,2822.2,1510.5,1218.6,3365.5,780.6,1274.6,540.8,3637.1,7728.2,928.8,459.7,3588.2,10578.1,4638.5,775.6,463.2,1230.5,9494.7,1254.4,5010.1,10665.7,7656.7,11188.2,1349.6,1262.3,2844.4,7740.8,2892.9,1247.0,1209.0,4619.7,1221.2,3998.3,0.0,2062.9,7452.5,4476.3,6305.6,3867.2,841.8,11066.6,411.3,2963.7,3852.3,2853.5,3923.8,2757.4,5014.4,2352.2,4369.5,659.7,343.7,1998.8,2912.6,2157.3,3995.0,4034.0,7651.5,2181.2,2670.2,1252.5,10661.6,3569.9,3706.2,3746.4,1192.8,1191.2,1218.0,1320.3
Spar Ellingsøy,2146.1,4776.3,10454.7,10490.9,1881.0,6082.1,1888.2,1115.0,1809.0,1806.9,1659.4,1819.5,11397.3,9902.7,4168.0,3187.6,2932.2,12851.9,10819.3,1945.1,1118.2,1792.3,12143.5,3625.7,9690.4,1121.7,4890.5,1252.3,4754.7,1018.4,2682.7,6338.3,5727.3,1070.1,495.2,1068.4,1088.2,1074.8,9800.9,1127.1,5306.9,1120.1,1081.9,9870.6,1939.4,4157.9,1235.8,1705.2,3120.6,1442.9,5680.4,1108.7,1141.9,9885.7,6153.9,2907.5,1333.5,1921.2,9872.8,9823.8,1146.4,1125.3,12728.1,5705.1,9843.8,8465.5,1146.1,1126.7,1140.8,9729.0,1503.6,6136.7,6611.8,9517.8,6472.0,10359.2,12695.0,3185.9,1209.2,1739.9,10519.2,1104.7,5648.9,6472.5,1023.3,1208.2,6497.8,3155.8,1345.7,1118.6,1753.6,12499.9,1311.4,1274.5,2055.9,1127.3,2692.5,5255.1,9688.4,4889.8,1400.1,1108.2,5433.1,2848.2,1164.2,1700.2,3409.6,9795.8,1445.9,1666.1,5655.8,12645.7,6706.1,1405.1,1671.7,1120.1,11562.3,1144.0,4782.6,12733.3,9713.1,13244.6,1239.2,1151.9,4912.0,9808.4,4960.5,1136.6,1098.6,3879.2,1110.8,5257.5,2067.6,0.0,9520.1,6543.9,8362.0,5934.8,2909.4,13134.2,1745.5,5031.3,5111.5,2113.0,3696.3,4825.0,4786.9,4419.8,6437.1,1525.5,2026.2,1454.2,4980.2,1929.8,5254.2,5293.2,9707.9,1636.6,4737.8,1142.1,12729.2,5637.5,3478.7,3518.9,1082.4,1080.8,1107.6,1209.9
Spar Fiskåbygd,7824.6,4875.7,7537.0,7573.2,10108.7,10257.6,9920.0,8712.6,10036.7,10034.6,7937.7,10047.2,2113.5,4098.8,5426.7,9070.3,8083.4,3568.1,7901.6,9659.8,8715.8,7946.7,2859.7,9434.9,6772.7,8719.3,4821.9,9284.1,12466.6,9246.1,7833.9,4228.7,4933.1,8774.8,9251.5,8666.0,8685.8,8515.5,4100.1,8724.7,9482.4,8717.7,8679.5,4188.4,7827.3,5423.5,8442.9,7935.1,9078.3,9474.7,4846.1,8706.3,8739.5,4203.5,4568.5,8058.7,8931.1,9635.9,4131.2,4141.6,8744.0,8722.9,3444.3,4877.0,4157.2,6796.9,8743.7,8724.3,8738.4,6811.3,9535.4,3434.1,7710.9,8508.6,3078.9,7441.5,3411.2,10900.6,9436.9,9771.7,1235.4,8702.3,4853.3,4389.3,8620.9,9160.6,4388.2,9088.5,8943.3,8542.1,7924.0,3216.1,8518.5,8475.2,7943.8,8586.9,7843.7,9430.6,6770.7,4821.2,8997.7,8705.8,4193.4,7999.4,8761.8,8028.0,11124.3,4126.4,8416.0,7946.9,4861.7,5068.7,5466.4,8262.8,7950.4,8717.7,2278.5,8741.6,12494.5,3449.5,6795.4,8976.4,8836.8,8749.5,4839.3,4160.7,4814.2,8734.2,8696.2,12106.9,8708.4,9433.0,7487.2,9550.1,0.0,5304.2,6223.2,4639.7,8060.6,3850.4,7898.5,4689.0,9387.6,10340.7,11411.0,4897.3,12498.8,6086.2,4371.5,8146.9,7830.9,9486.0,4870.2,9644.5,9429.7,9519.0,6790.2,9668.4,4928.9,8739.7,3445.4,4864.4,11193.4,11233.6,8680.0,8678.4,8705.2,8807.5
Spar Fosnavåg,4846.2,1897.3,7078.4,7114.6,7130.3,8916.3,6941.6,5734.2,7058.3,7056.2,4959.3,7068.8,7171.7,6515.2,2448.3,6437.2,5105.0,8626.3,7443.0,6681.4,5737.4,4968.3,7917.9,6875.3,6314.1,5740.9,1843.5,6305.7,9491.0,6267.7,4855.5,2887.4,3007.3,5796.4,6273.1,5687.6,5707.4,5537.1,6413.4,5746.3,8141.1,5739.3,5701.1,6483.1,4848.9,2445.1,5464.5,4956.7,6370.2,6496.3,2920.3,5727.9,5761.1,6498.2,2703.0,5080.3,5952.7,6657.5,6485.3,6436.3,5765.6,5744.5,8502.5,2951.2,6456.3,5455.6,5765.3,5745.9,5760.0,6352.7,6557.0,1911.1,6369.6,8050.0,2246.4,6982.9,8469.4,7922.2,6458.5,6793.3,6293.6,5723.9,2927.5,3021.6,5642.5,6182.2,3046.9,6405.4,5964.9,5563.7,4945.6,8274.3,5540.1,5496.8,4965.4,5608.5,4865.3,8089.3,6312.1,1842.8,6019.3,5727.4,1195.8,5021.0,5783.4,5049.6,8145.9,6408.3,5437.6,4968.5,2935.9,9258.2,194.3,5284.4,4972.0,5739.3,7336.7,5763.2,9518.9,8507.7,6336.8,9868.3,5858.4,5771.1,1860.9,6420.9,1835.8,5755.8,5717.8,9128.5,5730.0,8091.7,4508.8,6571.7,5294.5,0.0,4985.7,2722.8,5082.2,8908.6,4920.1,1710.6,8046.3,7362.3,8432.6,1918.9,9523.2,4160.4,2986.2,5168.5,4852.5,6507.6,1891.8,6666.1,8088.4,8177.7,6331.6,6690.0,1950.5,5761.3,8503.6,2938.6,8215.0,8255.2,5701.6,5700.0,5726.8,5829.1
Spar Hornindal,6619.7,4179.0,2138.7,2174.9,8753.5,4286.0,8715.1,7507.7,8681.5,8679.4,6732.8,8692.0,4104.3,2224.3,4730.0,5256.6,7139.5,5606.3,2503.3,7906.7,7510.9,6741.8,6575.2,4741.5,1374.4,7514.4,4125.2,8079.2,6495.0,7890.9,6890.0,2116.9,2835.5,7419.6,8046.6,7461.1,7480.9,7310.6,2122.5,7519.8,3510.8,7512.8,7474.6,2192.2,6622.4,4726.8,7238.0,6730.2,5264.6,8269.8,2726.5,7501.4,7534.6,2207.3,2520.5,7114.8,7726.2,7882.8,2194.4,2145.4,7539.1,7518.0,5482.5,2749.7,2165.4,825.3,7538.8,7519.4,7533.5,1413.0,8330.5,4585.1,1739.3,3110.3,4920.4,2043.2,7126.7,6630.3,8081.7,8566.8,5004.2,7497.4,2755.7,2042.2,7416.0,7547.9,2041.1,5274.8,7738.4,7337.2,6719.1,5254.3,7313.6,7270.3,6721.3,7382.0,6899.8,3459.0,1372.4,4124.5,7792.8,7500.9,3881.5,7055.5,7556.9,6823.1,9169.0,2174.1,7211.1,6742.0,2712.5,5024.0,5154.5,7057.9,6745.5,7512.8,5994.0,7536.7,6522.9,5487.7,1397.1,4928.6,7631.9,7544.6,4142.6,2130.0,4117.5,7529.3,7491.3,10751.7,7503.5,3461.4,6282.3,8345.2,6217.6,4992.3,0.0,2591.7,7116.7,5888.6,6693.6,3992.3,3416.0,8985.5,9188.2,4200.6,6527.2,3961.6,2057.9,6942.0,6626.0,8281.1,4173.5,7891.4,3458.1,3547.4,1391.9,8463.5,4232.2,7534.8,5483.6,2730.3,9238.1,9278.3,7475.1,7473.5,7500.3,7602.6
Spar Hovdebygda,4191.7,1918.0,4694.5,4730.7,6475.8,6532.4,6287.1,5079.7,6403.8,6401.7,4304.8,6414.3,5954.6,4131.3,2469.0,4517.7,4711.5,7456.6,5059.1,6026.9,5082.9,4313.8,7251.5,4882.3,3930.2,5086.4,1864.2,5651.2,8741.4,5613.2,4462.0,503.5,380.5,5141.9,5618.6,5033.1,5052.9,4882.6,4029.5,5091.8,5757.2,5084.8,5046.6,4099.2,4194.4,2465.8,4810.0,4302.2,4525.7,5841.8,293.5,5073.4,5106.6,4114.3,319.1,4686.8,5298.2,6003.0,4101.4,4052.4,5111.1,5090.0,7332.8,324.4,4072.4,3071.7,5110.8,5091.4,5105.5,3968.8,5902.5,2324.1,3985.7,5666.1,2659.4,4599.0,7803.0,7267.7,5804.0,6138.8,5627.2,5069.4,300.7,637.7,4988.0,5527.7,663.0,4535.9,5310.4,4909.2,4291.1,7104.6,4885.6,4842.3,4310.9,4954.0,4471.8,5705.4,3928.2,1863.5,5364.8,5072.9,1620.5,4627.5,5128.9,4395.1,7491.4,4024.4,4783.1,4314.0,309.1,6874.3,2893.5,4629.9,4317.5,5084.8,6670.3,5108.7,8769.3,7338.0,3952.9,7484.4,5203.9,5116.6,1881.6,4037.0,1856.5,5101.3,5063.3,8474.0,5075.5,5707.8,3854.3,5917.2,4628.1,2731.3,2601.8,0.0,4688.7,7738.9,4265.6,1731.3,5662.4,6707.8,7778.1,1939.6,8773.6,1533.6,602.3,4514.0,4198.0,5853.1,1912.5,6011.6,5704.5,5793.8,3947.7,6035.5,1971.2,5106.8,7333.9,311.8,7560.5,7600.7,5047.1,5045.5,5072.3,5174.6
Spar Langevåg,1188.1,3280.3,9229.8,9266.0,3472.2,5673.6,3283.5,2076.1,3400.2,3398.1,1301.2,3410.7,9901.3,8666.6,2672.0,2779.1,85.0,11355.9,9594.4,3023.3,2079.3,1310.2,10647.5,3217.2,8465.5,2082.8,3394.5,2647.6,5832.9,2609.6,255.4,5102.2,4491.2,2138.3,2615.0,2029.5,2049.3,1879.0,8564.8,2088.2,4898.4,2081.2,2043.0,8634.5,1190.8,2661.9,1806.4,1298.6,2712.1,2838.2,4444.3,2069.8,2103.0,8649.6,4917.8,1.9,2294.6,2999.4,8636.7,8587.7,2107.5,2086.4,11232.1,4469.0,8607.7,7607.0,2107.2,2087.8,2101.9,8504.1,2898.9,4640.7,6203.3,10201.4,4976.0,9134.3,11199.0,4264.1,2800.4,3135.2,9023.2,2065.8,4412.8,5236.4,1984.4,2524.1,5261.7,2747.3,2306.8,1905.6,1287.5,11003.9,1882.0,1838.7,1307.3,1950.4,265.2,4846.6,8463.5,3393.8,2361.2,2069.3,3937.1,86.6,2125.3,1391.5,4487.8,8559.7,1779.5,1310.4,4419.7,11409.6,5210.1,1626.3,1313.9,2081.2,10066.3,2105.1,5860.8,11237.3,8488.2,12019.7,2200.3,2113.0,3416.0,8572.3,3464.5,2097.7,2059.7,5470.4,2071.9,4849.0,850.7,2913.6,8024.1,5047.9,7137.1,4698.7,0.0,11638.2,1262.0,3535.3,4703.0,3704.2,4774.5,3329.0,5865.1,3183.7,5201.0,1510.4,1194.4,2849.5,3484.2,3008.0,4845.7,4884.7,8483.0,3031.9,3241.8,2103.2,11233.2,4401.4,4556.9,4597.1,2043.5,2041.9,2068.7,2171.0
Spar Raudeberg,11190.5,8490.2,7209.0,7245.2,13474.6,10141.7,13285.9,12078.5,13402.6,13400.5,11303.6,13413.1,1785.5,3770.8,9041.2,11112.3,11710.3,692.0,7573.6,13025.7,12081.7,11312.6,4220.8,10597.2,6444.7,12085.2,8436.4,12650.0,12350.7,12612.0,11460.8,6674.9,7379.3,12140.7,12617.4,12031.9,12051.7,11881.4,3772.1,12090.6,9366.5,12083.6,12045.4,3860.4,11193.2,9038.0,11808.8,11301.0,11120.3,12840.6,7292.3,12072.2,12105.4,3875.5,7014.7,11685.6,12297.0,13001.8,3803.2,3813.6,12109.9,12088.8,447.6,7323.2,3829.2,6681.0,12109.6,12090.2,12104.3,6483.3,12901.3,7048.6,7595.0,8180.6,6693.4,7113.5,4772.3,12486.0,12802.8,13137.6,2649.8,12068.2,7299.5,6835.5,11986.8,12526.5,6834.4,11130.5,12309.2,11908.0,11289.9,688.7,11884.4,11841.1,11309.7,11952.8,11470.6,9314.7,6442.7,8435.7,12363.6,12071.7,7807.9,11626.3,12127.7,11393.9,14490.2,3798.4,11781.9,11312.8,7307.9,4392.6,9080.9,11628.7,11316.3,12083.6,3449.7,12107.5,12378.6,452.8,6467.4,8648.4,12202.7,12115.4,8453.8,3832.7,8428.7,12100.1,12062.1,15472.8,12074.3,9317.1,10853.1,12916.0,3863.2,8918.7,5895.2,7085.9,11687.5,0.0,11264.4,8303.5,9271.7,13706.6,14776.9,8511.8,12382.9,8532.4,6817.7,11512.8,11196.8,12851.9,8484.7,13010.4,9313.8,9403.1,6462.2,13034.3,8543.4,12105.6,448.7,7310.6,14559.3,14599.5,12045.9,12044.3,12071.1,12173.4
Spjelkavikvegen 61,490.3,3120.5,8810.1,8846.3,2257.2,4766.4,2105.3,897.9,2185.2,2183.1,106.2,2195.7,9741.5,8246.9,2512.2,1871.9,1276.4,11196.1,9174.7,1808.3,901.1,48.2,10487.7,2310.0,8045.8,904.6,3234.7,1469.4,4617.9,1394.6,1026.9,4682.5,4071.5,923.3,1436.8,851.3,871.1,700.8,8145.1,910.0,3991.2,903.0,864.8,8214.8,283.6,2502.1,628.2,120.4,1804.9,1660.0,4024.6,891.6,924.8,8229.9,4498.1,1251.7,1116.4,1784.4,8217.0,8168.0,929.3,908.2,11072.3,4049.3,8188.0,7149.8,929.0,909.6,923.7,8084.4,1720.7,4480.9,5296.1,9381.0,4816.2,8714.6,11039.2,3049.1,1585.4,1957.0,8863.4,887.6,3993.1,4816.7,806.2,1309.1,4842.0,1840.1,1128.6,727.4,25.5,10844.1,703.8,660.5,400.1,772.2,1036.7,3939.4,8043.8,3234.0,1183.0,891.1,3777.3,1192.4,947.1,159.2,3272.8,8140.0,601.3,115.4,4000.0,10989.9,5050.3,448.1,135.7,903.0,9906.5,926.9,4645.8,11077.5,8068.5,11600.0,1022.1,934.8,3256.2,8152.6,3304.7,919.5,881.5,4255.4,893.7,3941.8,411.8,1735.4,7864.3,4888.1,6717.4,4279.0,1253.6,11478.4,0.0,3375.5,3795.8,2489.2,3559.5,3169.2,4650.1,2764.0,4781.3,332.2,370.4,1671.3,3324.4,1793.0,3938.5,3977.5,8063.3,1853.7,3082.0,925.0,11073.4,3981.7,3341.9,3382.1,865.3,863.7,890.5,992.8
Spar Straumane,3336.2,387.3,6081.5,6117.7,5620.3,7821.7,5431.6,4224.2,5548.3,5546.2,3449.3,5558.8,6559.2,5518.3,938.3,4927.2,3595.0,8013.8,6446.1,5171.4,4227.4,3458.3,7305.4,5365.3,5317.2,4230.9,333.5,4795.7,7981.0,4757.7,3345.5,1890.5,2010.4,4286.4,4763.1,4177.6,4197.4,4027.1,5416.5,4236.3,7046.5,4229.3,4191.1,5486.2,3338.9,935.1,3954.5,3446.7,4860.2,4986.3,1923.4,4217.9,4251.1,5501.3,1706.1,3570.3,4442.7,5147.5,5488.4,5439.4,4255.6,4234.5,7890.0,1954.3,5459.4,4458.7,4255.3,4235.9,4250.0,5355.8,5047.0,1298.6,5372.7,7053.1,1633.9,5986.0,7856.9,6412.2,4948.5,5283.3,5681.1,4213.9,1930.6,2024.7,4132.5,4672.2,2050.0,4895.4,4454.9,4053.7,3435.6,7661.8,4030.1,3986.8,3455.4,4098.5,3355.3,6994.7,5315.2,332.8,4509.3,4217.4,595.0,3511.0,4273.4,3539.6,6635.9,5411.4,3927.6,3458.5,1939.0,8261.3,1868.0,3774.4,3462.0,4229.3,6724.2,4253.2,8008.9,7895.2,5339.9,8871.4,4348.4,4261.1,350.9,5424.0,325.8,4245.8,4207.8,7618.5,4220.0,6997.1,2998.8,5061.7,4682.0,1705.8,3988.8,1725.9,3572.2,8296.1,3410.1,0.0,6851.1,5852.3,6922.6,408.9,8013.2,3163.5,1989.3,3658.5,3342.5,4997.6,381.8,5156.1,6993.8,7032.8,5334.7,5180.0,440.5,4251.3,7891.1,1941.7,6705.0,6745.2,4191.6,4190.0,4216.8,4319.1
