,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
"Eidsgata 12, 6770 Nordfjordeid",7505.0,4987.7,3447.9,3484.1,9789.1,6380.6,9600.4,8393.0,9717.1,9715.0,7618.1,9727.6,1990.0,118.1,5538.7,7351.2,8024.8,3492.0,3812.5,9340.2,8396.2,7627.1,4460.9,6836.1,2683.6,8399.7,4933.9,8964.5,8589.6,8926.5,7775.3,2989.4,3693.8,8455.2,8931.9,8346.4,8366.2,8195.9,0.0,8405.1,5605.4,8398.1,8359.9,88.3,7507.7,5535.5,8123.3,7615.5,7359.2,9155.1,3606.8,8386.7,8419.9,103.4,3329.2,8000.1,8611.5,9316.3,90.5,41.5,8424.4,8403.3,3368.2,3637.7,61.5,2919.9,8424.1,8404.7,8418.8,2722.2,9215.8,5393.8,3833.9,4419.5,5729.1,3352.4,5012.4,8724.9,9117.3,9452.1,2889.9,8382.7,3614.0,3150.0,8301.3,8841.0,3148.9,7369.4,8623.7,8222.5,7604.4,3140.0,8198.9,8155.6,7624.2,8267.3,7785.1,5553.6,2681.6,4933.2,8678.1,8386.2,4690.2,7940.8,8442.2,7708.4,10804.7,142.3,8096.4,7627.3,3622.4,2909.7,5963.2,7943.2,7630.8,8398.1,3879.7,8422.0,8617.5,3373.4,2706.3,4876.3,8517.2,8429.9,4951.3,60.6,4926.2,8414.6,8376.6,11787.3,8388.8,5556.0,7167.6,9230.5,4103.3,5801.0,2134.1,3400.4,8002.0,3774.3,7578.9,4801.0,5510.6,10021.1,11091.4,5009.3,8621.8,4846.9,3132.2,7827.3,7511.3,9166.4,4982.2,9324.9,5552.7,5642.0,2701.1,9348.8,5040.9,8420.1,3369.3,3625.1,10873.8,10914.0,8360.4,8358.8,8385.6,8487.9
"Kongensgate 1, 6002 Ålesund",1317.2,3947.4,9637.0,9673.2,2963.7,5593.3,1507.9,12.3,2891.7,2889.6,830.5,2902.2,10568.4,9073.8,3339.1,2698.8,2103.3,12023.0,10001.6,2548.6,91.8,963.4,11314.6,3136.9,8872.7,31.5,4061.6,872.0,5358.2,2101.1,1853.8,5509.4,4898.4,1663.6,839.4,95.1,108.7,245.9,8972.0,0.0,4818.1,93.7,77.2,9041.7,1110.5,3329.0,406.9,876.3,2631.8,1062.6,4851.5,92.6,29.9,9056.8,5325.0,2078.6,229.9,2524.7,9043.9,8994.9,19.3,1.8,11899.2,4876.2,9014.9,7976.7,19.0,0.4,114.4,8911.3,1123.3,5307.8,6123.0,10121.3,5643.1,9541.5,11866.1,3789.4,2291.9,1359.6,9690.3,78.3,4820.0,5643.6,124.3,2049.4,5668.9,2667.0,242.1,289.7,924.7,11671.0,482.5,445.6,1227.0,298.4,1863.6,4766.3,8870.7,4060.9,296.5,42.9,4604.2,2019.3,71.1,871.3,4013.1,8966.9,617.0,837.2,4826.9,11816.8,5877.2,576.2,842.8,93.7,10733.4,82.2,5386.1,11904.4,8895.4,12426.9,114.8,125.5,4083.1,8979.5,4131.6,43.5,103.6,4961.9,115.8,4768.7,1238.7,1138.0,8691.2,5715.0,7544.3,5105.9,2080.5,12305.3,916.6,4202.4,4622.7,3195.7,4299.8,3996.1,5390.4,3590.9,5608.2,696.6,1197.3,1073.9,4151.3,2533.3,4765.4,4804.4,8890.2,1256.3,3908.9,115.7,11900.3,4808.6,4082.2,4122.4,76.8,96.5,81.2,116.8
"Dregesvegen 2, 6200 Stranda",4137.0,6767.2,5611.9,5648.1,5693.6,1030.7,6001.9,4794.5,5621.6,5619.5,4019.6,5632.1,7577.5,5697.5,6158.9,2196.7,4923.1,9079.5,5976.5,4520.4,4797.7,4028.6,10048.4,1681.6,4847.6,4801.2,6881.4,5366.0,3090.6,4831.0,4673.6,5267.0,5985.6,4359.7,5333.4,4747.9,4767.7,4597.4,5595.7,4806.6,0.0,4799.6,4761.4,5665.4,3815.5,6148.8,4524.8,4017.0,2204.7,5556.6,5876.6,4788.2,4821.4,5680.5,5670.6,4898.4,5013.0,4539.0,5667.6,5618.6,4825.9,4804.8,8955.7,5899.8,5638.6,3622.7,4825.6,4806.2,4820.3,4886.2,5617.3,7735.2,1769.0,6583.5,8070.5,5516.4,10599.9,3225.9,5021.8,5853.6,8477.4,4784.2,5905.8,5192.3,4702.8,4488.0,5191.2,2214.9,5025.2,4624.0,4005.9,8727.5,4600.4,4557.1,3661.4,4668.8,4683.4,102.3,4845.6,6880.7,5079.6,4787.7,7031.6,4839.1,4843.7,4109.9,5764.6,5647.3,4497.9,4028.8,5862.6,8497.2,8304.6,4344.7,4032.3,4799.6,9467.2,4823.5,3118.5,8960.9,4870.3,8401.8,4918.7,4831.4,6902.9,5603.2,6951.4,4816.1,4778.1,7691.8,4790.3,49.4,4058.5,5305.1,9468.1,8142.4,3519.2,5741.8,4900.3,9361.8,3980.4,7022.2,319.2,5925.6,5783.8,6815.9,3122.8,5035.9,5208.0,4228.8,3884.4,5567.9,6971.1,4527.8,52.7,183.4,4865.1,5750.3,6728.7,4821.6,8956.8,5880.4,5833.7,5873.9,4761.9,4760.3,4787.1,4889.4
"Kirkegata 4, 6002 Ålesund",1281.4,3911.6,9601.2,9637.4,2927.9,5557.5,1472.1,39.2,2855.9,2853.8,794.7,2866.4,10532.6,9038.0,3303.3,2663.0,2067.5,11987.2,9965.8,2512.8,45.0,927.6,11278.8,3101.1,8836.9,45.9,4025.8,836.2,5322.4,2065.3,1818.0,5473.6,4862.6,1627.8,803.6,48.3,61.9,210.1,8936.2,51.3,4782.3,0.0,30.4,9005.9,1074.7,3293.2,371.1,840.5,2596.0,1026.8,4815.7,45.8,66.1,9021.0,5289.2,2042.8,257.7,2488.9,9008.1,8959.1,70.6,49.5,11863.4,4840.4,8979.1,7940.9,70.3,50.9,67.6,8875.5,1087.5,5272.0,6087.2,10085.5,5607.3,9505.7,11830.3,3753.6,2256.1,1323.8,9654.5,31.5,4784.2,5607.8,88.5,2013.6,5633.1,2631.2,269.9,253.9,888.9,11635.2,446.7,409.8,1191.2,262.6,1827.8,4730.5,8834.9,4025.1,324.3,16.9,4568.4,1983.5,88.4,835.5,3977.3,8931.1,581.2,801.4,4791.1,11781.0,5841.4,540.4,807.0,46.9,10697.6,80.7,5350.3,11868.6,8859.6,12391.1,163.4,78.7,4047.3,8943.7,4095.8,60.8,56.8,4926.1,69.0,4732.9,1202.9,1102.2,8655.4,5679.2,7508.5,5070.1,2044.7,12269.5,880.8,4166.6,4586.9,3159.9,4264.0,3960.3,5354.6,3555.1,5572.4,660.8,1161.5,1038.1,4115.5,2497.5,4729.6,4768.6,8854.4,1220.5,3873.1,68.9,11864.5,4772.8,4046.4,4086.6,41.0,57.2,34.4,134.1
Egon Ålesund,1278.0,3908.2,9597.8,9634.0,2924.5,5554.1,1468.7,54.9,2852.5,2850.4,791.3,2863.0,10529.2,9034.6,3299.9,2659.6,2064.1,11983.8,9962.4,2509.4,37.6,924.2,11275.4,3097.7,8833.5,61.6,4022.4,832.8,5319.0,2061.9,1814.6,5470.2,4859.2,1624.4,800.2,17.9,31.5,206.7,8932.8,67.0,4778.9,52.5,0.0,9002.5,1071.3,3289.8,367.7,837.1,2592.6,1023.4,4812.3,26.8,81.8,9017.6,5285.8,2039.4,273.4,2485.5,9004.7,8955.7,86.3,65.2,11860.0,4837.0,8975.7,7937.5,86.0,66.6,70.7,8872.1,1084.1,5268.6,6083.8,10082.1,5603.9,9502.3,11826.9,3750.2,2252.7,1320.4,9651.1,37.1,4780.8,5604.4,62.5,2010.2,5629.7,2627.8,285.6,250.5,885.5,11631.8,443.3,406.4,1187.8,259.2,1824.4,4727.1,8831.5,4021.7,340.0,32.6,4565.0,1980.1,104.1,832.1,3973.9,8927.7,577.8,798.0,4787.7,11777.6,5838.0,537.0,803.6,48.5,10694.2,96.4,5346.9,11865.2,8856.2,12387.7,179.1,81.8,4043.9,8940.3,4092.4,76.5,26.4,4922.7,38.6,4729.5,1199.5,1098.8,8652.0,5675.8,7505.1,5066.7,2041.3,12266.1,877.4,4163.2,4583.5,3156.5,4260.6,3956.9,5351.2,3551.7,5569.0,657.4,1158.1,1034.7,4112.1,2494.1,4726.2,4765.2,8851.0,1217.1,3869.7,72.0,11861.1,4769.4,4043.0,4083.2,62.7,26.8,40.0,149.8
"Skulevegen 1, 6770 Nordfjordeid",7569.1,5051.8,3510.8,3547.0,9853.2,6443.5,9664.5,8457.1,9781.2,9779.1,7682.2,9791.7,2078.8,139.2,5602.8,7414.1,8088.9,3580.8,3875.4,9404.3,8460.3,7691.2,4549.7,6899.0,2746.5,8463.8,4998.0,9028.6,8652.5,8990.6,7839.4,3053.5,3757.9,8519.3,8996.0,8410.5,8430.3,8260.0,88.8,8469.2,5668.3,8462.2,8424.0,0.0,7571.8,5599.6,8187.4,7679.6,7422.1,9219.2,3670.9,8450.8,8484.0,15.1,3393.3,8064.2,8675.6,9380.4,109.3,60.3,8488.5,8467.4,3457.0,3701.8,64.4,2982.8,8488.2,8468.8,8482.9,2785.1,9279.9,5457.9,3896.8,4482.4,5793.2,3415.3,5101.2,8787.8,9181.4,9516.2,2978.7,8446.8,3678.1,3214.1,8365.4,8905.1,3213.0,7432.3,8687.8,8286.6,7668.5,3228.8,8263.0,8219.7,7688.3,8331.4,7849.2,5616.5,2744.5,4997.3,8742.2,8450.3,4754.3,8004.9,8506.3,7772.5,10868.8,230.5,8160.5,7691.4,3686.5,2998.5,6027.3,8007.3,7694.9,8462.2,3968.5,8486.1,8680.4,3462.2,2769.2,4939.2,8581.3,8494.0,5015.4,112.2,4990.3,8478.7,8440.7,11851.4,8452.9,5618.9,7231.7,9294.6,4192.1,5865.1,2197.0,3464.5,8066.1,3863.1,7643.0,4865.1,5573.5,10085.2,11155.5,5073.4,8684.7,4911.0,3196.3,7891.4,7575.4,9230.5,5046.3,9389.0,5615.6,5704.9,2764.0,9412.9,5105.0,8484.2,3458.1,3689.2,10937.9,10978.1,8424.5,8422.9,8449.7,8552.0
Gamle Blindheimsveg 25,437.4,3067.6,8757.2,8793.4,2491.0,4602.0,2302.3,1094.9,2419.0,2416.9,320.0,2429.5,9688.6,8194.0,2459.3,1707.5,1223.5,11143.2,9121.8,2042.1,1098.1,329.0,10434.8,2145.6,7992.9,1101.6,3181.8,1666.4,4851.7,1628.4,974.0,4629.6,4018.6,1157.1,1633.8,1048.3,1068.1,897.8,8092.2,1107.0,3826.8,1100.0,1061.8,8161.9,0.0,2449.2,825.2,317.4,1640.5,1857.0,3971.7,1088.6,1121.8,8177.0,4445.2,1198.8,1313.4,2018.2,8164.1,8115.1,1126.3,1105.2,11019.4,3996.4,8135.1,6985.4,1126.0,1106.6,1120.7,8031.5,1917.7,4428.0,5131.7,9614.8,4763.3,8661.7,10986.3,3282.9,1819.2,2154.0,8810.5,1084.6,3940.2,4763.8,1003.2,1542.9,4789.1,1675.7,1325.6,924.4,306.3,10791.2,900.8,857.5,235.7,969.2,983.8,3775.0,7990.9,3181.1,1380.0,1088.1,3724.4,1139.5,1144.1,410.3,3506.6,8087.1,798.3,329.2,3947.1,10937.0,4997.4,645.1,332.7,1100.0,9853.6,1123.9,4879.6,11024.6,8015.6,11547.1,1219.1,1131.8,3203.3,8099.7,3251.8,1116.5,1078.5,4489.2,1090.7,3777.4,358.9,1932.4,7811.4,4835.2,6664.5,4226.1,1200.7,11425.5,280.8,3322.6,3631.4,2723.0,3793.3,3116.3,4883.9,2711.1,4728.4,529.2,194.9,1868.3,3271.5,2026.8,3774.1,3813.1,8010.4,2050.7,3029.1,1122.0,11020.5,3928.8,3575.7,3615.9,1062.3,1060.7,1087.5,1189.8
Eurospar Hareid,2465.7,676.1,6819.4,6855.6,4749.8,6951.2,4561.1,3353.7,4677.8,4675.7,2578.8,4688.3,7297.1,6256.2,67.8,4056.7,2724.5,8751.7,7184.0,4300.9,3356.9,2587.8,8043.3,4494.8,6055.1,3360.4,790.3,3925.2,7110.5,3887.2,2475.0,2628.4,2748.3,3415.9,3892.6,3307.1,3326.9,3156.6,6154.4,3365.8,6176.0,3358.8,3320.6,6224.1,2468.4,0.0,3084.0,2576.2,3989.7,4115.8,2661.3,3347.4,3380.6,6239.2,2444.0,2699.8,3572.2,4277.0,6226.3,6177.3,3385.1,3364.0,8627.9,2692.2,6197.3,5196.6,3384.8,3365.4,3379.5,6093.7,4176.5,2036.5,6110.6,7791.0,2371.8,6723.9,8594.8,5541.7,4078.0,4412.8,6419.0,3343.4,2668.5,2762.6,3262.0,3801.7,2787.9,4024.9,3584.4,3183.2,2565.1,8399.7,3159.6,3116.3,2584.9,3228.0,2484.8,6124.2,6053.1,789.6,3638.8,3346.9,1332.9,2640.5,3402.9,2669.1,5765.4,6149.3,3057.1,2588.0,2676.9,8999.2,2605.9,2903.9,2591.5,3358.8,7462.1,3382.7,7138.4,8633.1,6077.8,9609.3,3477.9,3390.6,811.8,6161.9,860.3,3375.3,3337.3,6748.0,3349.5,6126.6,2128.3,4191.2,5419.9,2443.7,4726.7,2463.8,2701.7,9034.0,2539.6,931.1,5980.6,4981.8,6052.1,724.8,7142.7,3901.4,2727.2,2788.0,2472.0,4127.1,880.0,4285.6,6123.3,6162.3,6072.6,4309.5,637.6,3380.8,8629.0,2679.6,5834.5,5874.7,3321.1,3319.5,3346.3,3448.6
LARSGÅRDSVEGEN 19,1037.2,3667.4,9357.0,9393.2,2717.5,5313.3,1577.8,370.4,2645.5,2643.4,550.5,2656.0,10288.4,8793.8,3059.1,2418.8,1823.3,11743.0,9721.6,2268.6,373.6,683.4,11034.6,2856.9,8592.7,377.1,3781.6,941.9,5078.2,1854.9,1573.8,5229.4,4618.4,1383.6,909.3,323.8,343.6,173.3,8692.0,382.5,4538.1,375.5,337.3,8761.7,830.5,3049.0,0.0,596.3,2351.8,1132.5,4571.5,364.1,397.3,8776.8,5045.0,1798.6,588.9,2244.7,8763.9,8714.9,401.8,380.7,11619.2,4596.2,8734.9,7696.7,401.5,382.1,396.2,8631.3,1193.2,5027.8,5843.0,9841.3,5363.1,9261.5,11586.1,3509.4,2045.7,1429.5,9410.3,360.1,4540.0,5363.6,278.7,1769.4,5388.9,2387.0,601.1,198.8,644.7,11391.0,158.1,135.6,947.0,244.7,1583.6,4486.3,8590.7,3780.9,655.5,363.6,4324.2,1739.3,419.6,591.3,3733.1,8686.9,307.0,557.2,4546.9,11536.8,5597.2,296.2,562.8,375.5,10453.4,399.4,5106.1,11624.4,8615.4,12146.9,494.6,407.3,3803.1,8699.5,3851.6,392.0,354.0,4715.7,366.2,4488.7,958.7,1207.9,8411.2,5435.0,7264.3,4825.9,1800.5,12025.3,636.6,3922.4,4342.7,2949.5,4019.8,3716.1,5110.4,3310.9,5328.2,416.6,917.3,1143.8,3871.3,2253.3,4485.4,4524.4,8610.2,1326.2,3628.9,397.5,11620.3,4528.6,3802.2,3842.4,337.8,336.2,363.0,465.3
Eurospar Moa,519.5,3149.7,8839.3,8875.5,2278.3,4795.6,2088.4,881.0,2206.3,2204.2,67.1,2216.8,9770.7,8276.1,2541.4,1901.1,1305.6,11225.3,9203.9,1829.4,884.2,167.1,10516.9,2339.2,8075.0,887.7,3263.9,1452.5,4639.0,1415.7,1056.1,4711.7,4100.7,944.4,1419.9,834.4,854.2,683.9,8174.3,893.1,4020.4,886.1,847.9,8244.0,312.8,2531.3,611.3,0.0,1834.1,1643.1,4053.8,874.7,907.9,8259.1,4527.3,1280.9,1099.5,1805.5,8246.2,8197.2,912.4,891.3,11101.5,4078.5,8217.2,7179.0,912.1,892.7,906.8,8113.6,1703.8,4510.1,5325.3,9402.1,4845.4,8743.8,11068.4,3070.2,1606.5,1940.1,8892.6,870.7,4022.3,4845.9,789.3,1330.2,4871.2,1869.3,1111.7,710.5,134.5,10873.3,686.9,595.3,429.3,755.3,1065.9,3968.6,8073.0,3263.2,1166.1,874.2,3806.5,1221.6,930.2,185.4,3293.9,8169.2,536.1,82.5,4029.2,11019.1,5079.5,382.9,127.5,886.1,9935.7,910.0,4666.9,11106.7,8097.7,11629.2,1005.2,917.9,3285.4,8181.8,3333.9,902.6,864.6,4276.5,876.8,3971.0,441.0,1718.5,7893.5,4917.3,6746.6,4308.2,1282.8,11507.6,118.9,3404.7,3825.0,2510.3,3580.6,3198.4,4671.2,2793.2,4810.5,268.5,399.6,1654.4,3353.6,1814.1,3967.7,4006.7,8092.5,1836.8,3111.2,908.1,11102.6,4010.9,3363.0,3403.2,848.4,846.8,873.6,975.9
Eurospar Sykkylven,1962.9,4593.1,7371.2,7407.4,3519.5,2998.6,3827.8,2620.4,3447.5,3445.4,1845.5,3458.0,9336.8,7456.8,3984.8,67.0,2749.0,10838.8,7735.8,2672.7,2623.6,1854.5,11681.9,542.2,6606.9,2627.1,4707.3,3191.9,5207.6,2656.9,2499.5,4933.9,4322.9,2185.6,3159.3,2573.8,2593.6,2423.3,7355.0,2632.5,2223.4,2625.5,2587.3,7424.7,1641.4,3974.7,2350.7,1842.9,0.0,3382.5,4276.0,2614.1,2647.3,7439.8,4749.5,2724.3,2838.9,2648.8,7426.9,7377.9,2651.8,2630.7,10715.0,4300.7,7397.9,5382.0,2651.5,2632.1,2646.2,6645.5,3443.2,5953.5,3528.3,8342.8,6288.8,7275.7,12233.4,3913.5,2847.7,3679.5,10057.6,2610.1,4244.5,5068.1,2528.7,2313.9,5093.4,35.2,2851.1,2449.9,1831.8,10486.8,2426.3,2383.0,1487.3,2494.7,2509.3,2171.6,6604.9,4706.6,2905.5,2613.6,5249.9,2665.0,2669.6,1935.8,4137.2,7406.6,2323.8,1854.7,4251.4,10256.5,6522.9,2170.6,1858.2,2625.5,11100.7,2649.4,5235.5,10720.2,6629.6,10161.1,2744.6,2657.3,4728.8,7362.5,4777.3,2642.0,2604.0,5517.7,2616.2,2174.0,1884.4,3131.0,9058.5,6360.7,5278.5,4530.4,2726.2,11121.1,1806.3,4848.1,2028.0,3751.5,4423.9,4641.8,5239.8,3015.4,5032.7,2054.7,1710.3,3393.8,4797.0,2657.4,2170.7,2209.7,6624.4,3576.2,4554.6,2647.5,10716.1,4233.1,4206.3,4246.5,2587.8,2586.2,2613.0,2715.3
Eurospar Valderøy,2070.0,4700.2,10389.8,10426.0,3262.5,6346.1,1260.2,1038.9,3190.5,3188.4,1583.3,3201.0,11321.2,9826.6,4091.9,3451.6,2856.1,12775.8,10754.4,3301.4,1042.1,1716.2,12067.4,3889.7,9625.5,1045.6,4814.4,204.1,6111.0,2399.9,2606.6,6262.2,5651.2,2416.4,1138.2,992.3,1012.1,998.7,9724.8,1051.0,5570.9,1044.0,1005.8,9794.5,1863.3,4081.8,1159.7,1629.1,3384.6,0.0,5604.3,1032.6,1065.8,9809.6,6077.8,2831.4,1257.4,3277.5,9796.7,9747.7,1070.3,1049.2,12652.0,5629.0,9767.7,8729.5,1070.0,1050.6,1064.7,9664.1,875.6,6060.6,6875.8,10874.1,6395.9,10294.3,12618.9,4542.2,2590.7,820.4,10443.1,1028.6,5572.8,6396.4,947.2,2589.7,6421.7,3419.8,1269.6,1042.5,1677.5,12423.8,1235.3,1198.4,1979.8,1051.2,2616.4,5519.1,9623.5,4813.7,1324.0,1032.1,5357.0,2772.1,1088.1,1624.1,4765.9,9719.7,1369.8,1590.0,5579.7,12569.6,6630.0,1329.0,1595.6,1044.0,11486.2,1067.9,6138.9,12657.2,9648.2,13179.7,1163.1,1075.8,4835.9,9732.3,4884.4,1060.5,1022.5,5260.7,1034.7,5521.5,1991.5,1436.8,9444.0,6467.8,8297.1,5858.7,2833.3,13058.1,1669.4,4955.2,5375.5,3494.5,5052.6,4748.9,6143.2,4343.7,6361.0,1449.4,1950.1,534.7,4904.1,3286.1,5518.2,5557.2,9643.0,717.1,4661.7,1066.0,12653.1,5561.4,4835.0,4875.2,1006.3,1004.7,1031.5,1133.8
Eurospar Ørsta,3942.9,2104.5,4824.3,4860.5,6227.0,6662.2,6038.3,4830.9,6155.0,6152.9,4056.0,6165.5,6084.4,4261.1,2655.5,4268.9,4462.7,7586.4,5188.9,5778.1,4834.1,4065.0,7450.5,4633.5,4060.0,4837.6,2050.7,5402.4,8587.7,5364.4,4213.2,702.5,131.7,4893.1,5369.8,4784.3,4804.1,4633.8,4159.3,4843.0,5887.0,4836.0,4797.8,4229.0,3945.6,2652.3,4561.2,4053.4,4276.9,5593.0,0.0,4824.6,4857.8,4244.1,518.1,4438.0,5049.4,5754.2,4231.2,4182.2,4862.3,4841.2,7462.6,45.9,4202.2,3201.5,4862.0,4842.6,4856.7,4098.6,5653.7,2510.6,4115.5,5795.9,2845.9,4728.8,8002.0,7018.9,5555.2,5890.0,5826.2,4820.6,51.9,836.7,4739.2,5278.9,862.0,4287.1,5061.6,4660.4,4042.3,7234.4,4636.8,4593.5,4062.1,4705.2,4223.0,5835.2,4058.0,2050.0,5116.0,4824.1,1807.0,4378.7,4880.1,4146.3,7242.6,4154.2,4534.3,4065.2,60.3,7004.1,3080.0,4381.1,4068.7,4836.0,6869.3,4859.9,8615.6,7467.8,4082.7,7614.2,4955.1,4867.8,2068.1,4166.8,2043.0,4852.5,4814.5,8225.2,4826.7,5837.6,3605.5,5668.4,4827.1,2917.8,2731.6,299.0,4439.9,7868.7,4016.8,1917.8,5792.2,6459.0,7529.3,2126.1,8619.9,1284.8,801.3,4265.2,3949.2,5604.3,2099.0,5762.8,5834.3,5923.6,4077.5,5786.7,2157.7,4858.0,7463.7,63.0,7311.7,7351.9,4798.3,4796.7,4823.5,4925.8
Rasmus Rønnebergs gate 21,1298.8,3929.0,9618.6,9654.8,2945.3,5574.9,1489.5,70.4,2873.3,2871.2,812.1,2883.8,10550.0,9055.4,3320.7,2680.4,2084.9,12004.6,9983.2,2530.2,58.4,945.0,11296.2,3118.5,8854.3,77.1,4043.2,853.6,5339.8,2082.7,1835.4,5491.0,4880.0,1645.2,821.0,38.7,52.3,227.5,8953.6,82.5,4799.7,68.0,20.8,9023.3,1092.1,3310.6,388.5,857.9,2613.4,1044.2,4833.1,0.0,97.3,9038.4,5306.6,2060.2,288.9,2506.3,9025.5,8976.5,101.8,80.7,11880.8,4857.8,8996.5,7958.3,101.5,82.1,88.7,8892.9,1104.9,5289.4,6104.6,10102.9,5624.7,9523.1,11847.7,3771.0,2273.5,1341.2,9671.9,52.6,4801.6,5625.2,83.3,2031.0,5650.5,2648.6,301.1,271.3,906.3,11652.6,464.1,427.2,1208.6,280.0,1845.2,4747.9,8852.3,4042.5,355.5,48.1,4585.8,2000.9,119.6,852.9,3994.7,8948.5,598.6,818.8,4808.5,11798.4,5858.8,557.8,824.4,68.0,10715.0,111.9,5367.7,11886.0,8877.0,12408.5,194.6,99.8,4064.7,8961.1,4113.2,92.0,47.2,4943.5,59.4,4750.3,1220.3,1119.6,8672.8,5696.6,7525.9,5087.5,2062.1,12286.9,898.2,4184.0,4604.3,3177.3,4281.4,3977.7,5372.0,3572.5,5589.8,678.2,1178.9,1055.5,4132.9,2514.9,4747.0,4786.0,8871.8,1237.9,3890.5,90.0,11881.9,4790.2,4063.8,4104.0,78.2,47.6,55.5,165.3
