,62.4293036_6.3280543,62.3477678_6.0643051,61.8733073_6.8476827,62.3059825_6.9139087,62.3415117_5.6369561,62.2030441_6.1456416,62.4600000_6.3500000,62.4644802_6.3658054,62.4102234_6.5497224,62.3084285_6.9478320,62.2098407_6.4775520,61.9827748_5.1376746,61.9218289_5.1563359,62.2073827_6.4796746,61.9190449_7.1715462,62.3325740_7.4707814,61.9028447_6.7222931,62.5998184_6.4459517,62.5968924_6.4478983,62.6193250_6.8544077,62.1004082_5.5579294,62.3416116_5.8528140,62.4714696_6.1536135,61.9059684_5.9911431,62.0974713_5.5578608,62.4404300_6.1874600,61.9081885_5.9887307,62.2537014_6.5032889,61.9082915_5.9882234,61.9115702_5.9803009,61.8496326_6.6171088,61.9100266_6.0051163,62.4735516_6.1564804,62.4406249_6.1932365,62.4390436_6.1854688,62.4421478_6.1903413,61.9085166_5.9881269,61.8718144_6.8480974,62.3438527_5.8460289,61.9341751_5.1135564,62.3219448_5.6725530,62.3264340_5.6364476,62.3426234_5.6321588,62.3220830_5.6710080,62.3229173_5.6762447,62.4755557_6.1520561,62.3857933_6.5574374,62.5204860_6.9156970,61.9126450_5.9956670,61.9294470_5.3888330,62.1501120_6.0628440,62.1469640_6.0830400,62.1471060_6.0669080,62.3423700_5.8467230,62.4437320_6.3671670,62.4824590_6.8123610,62.6230890_7.0902600,62.1962430_6.1280040,62.3446730_5.8393050,62.5581280_6.0969425,62.2013850_6.1224070,62.2001329_6.1267231,61.9157390_5.9776680,62.1495410_6.0922970,62.2010820_6.1243540,62.3288470_5.6348350,62.2017420_6.1215980,62.4700000_6.2000000,62.5823430_6.9309800,62.0998530_7.2050000,62.6231693_7.1654217,62.1001600_7.2060184,61.9045000_6.7242000,61.9677067_6.5253155,62.1502159_6.0723412,62.2161060_5.6495710,62.4383300_6.3741700,62.3718300_6.0292500,62.3703300_6.0272400,62.3736100_6.0302200,62.3732700_6.0240300,62.5906100_6.4460000,62.3358189_7.0958244,61.9146324_7.1134827,62.3256584_5.6428500,62.3336631_5.6417925,62.3348366_5.6381661,62.0848600_6.8680000,62.0078270_6.5618260,62.2081519_6.4765300,62.3967064_6.5816318,62.3966400_6.5815000,61.8750100_6.8394500,61.8482474_6.8146556,61.6630441_6.8224343,61.8417800_6.8113900,62.3893900_6.5539400,61.8500514_6.6111973,61.9041735_6.7227500,62.4666080_6.2460440,61.9332879_5.1126600,62.3258200_5.6380500,61.9230879_5.1502000,62.3402676_5.8549270,62.6235306_7.0902534,62.4715115_6.2065205,62.4635290_6.3644850,62.3913141_6.5816796,62.1467135_6.0889177,62.1991000_6.1272900,62.4319749_6.4127797,62.4604828_6.2686763,62.4910200_6.1913000,62.4708204_6.2015600,62.4402429_6.2730816,62.4717260_6.3633530,62.3071480_6.9451310,61.9030060_6.7199700,62.5068000_6.1024500,62.4712466_6.1538577,62.4700820_6.1400480,62.2771820_5.8035200,62.5033919_6.6966718,62.4407026_6.1998007,62.3439500_5.8460970,62.4791300_6.6652400,61.9099355_5.9954311,62.4746740_6.1569160,62.1450700_6.0662530,62.5969630_6.4463160,62.4822090_6.8175700,62.5449190_6.5932030,62.4629970_6.3630480,62.3397174_5.8553760,62.4703741_6.1502732,62.4376538_6.1879915,62.4991070_6.1309520,62.4378240_6.2349440,62.3860000_6.5545700,61.8353250_6.8048951,62.4697710_6.1256370,62.2975430_7.2569270,62.1191800_5.3184640,62.1995920_6.1236080,62.3685360_6.0324970,61.9087420_5.9850560,61.9042400_6.7193400,62.1738267_5.4411348,62.6103200_6.2050300,62.4709540_6.1530810,62.3136500_5.7074500,61.8708945_6.8466729,62.4892605_5.9654700,62.3415200_5.8489100,62.6150400_7.0933200,62.6215923_7.0905600,62.4303900_6.7868700,61.9123200_5.9825300,62.6640100_6.2718800,62.1010890_7.2052470,62.3707471_6.0300763,62.3263939_5.6346948,61.9370400_5.1150200,62.4756673_6.0383892,61.9332800_5.1114100,61.9349500_5.1143900,62.0442060_5.3439400,62.3428700_5.6306574,62.3361970_5.8773128,62.2974600_7.2530500,61.9187400_5.1712400,62.2026998_6.1215649,62.4078100_6.5561600,62.2769800_5.8090600,62.4700000_6.3575800,62.5512500_6.2768200,62.1447460_6.0678310,61.8665700_6.8567600,61.9041740_5.9959600,62.4315600_6.3563500,62.4930190_6.6058690,62.2063800_5.5715076,62.3937145_6.5892413,62.1969480_6.1283280,62.0365110_5.5298000,62.5044850_6.3964300,62.4643885_6.3172074,61.9817494_5.1359776,62.2979800_7.2641900,62.1441500_6.0819900,62.1689200_6.3567700,61.9676499_6.5245417,61.9108111_7.0485729,61.9033400_6.7188000,62.0844100_6.8695800,62.1494100_6.0845800,62.1827871_6.0843433,62.2055100_5.5761700,62.4822270_6.8171467,62.5583100_6.1155500,61.9083128_5.9840613,61.8068792_6.5190640,62.4827900_6.8109000,62.4847738_6.8447421,62.4821400_6.8159300,62.3920200_6.5802300,62.4039700_6.5702500,62.2093322_6.4753210,62.5224930_7.1283420,62.3333000_6.5940200,61.9409500_5.4554320,62.3718107_6.0279234,62.2699200_6.8730100,62.4695645_6.6247074,62.2547700_7.2343900,62.3084750_6.9484569,62.2904200_6.8399300,62.3073900_6.9471000,62.3083019_6.9482056,62.3079900_6.9488400,62.3083720_6.9294280,62.3106200_6.9340800,62.3432000_5.8336900,62.3060500_6.9488100,62.3160888_5.8440824,62.3813400_6.9904500,61.9011800_6.7160200,62.4910500_6.6077800,62.3415210_5.8905587,62.1439700_6.0712000,62.1468540_6.0821856,62.1463700_6.0896400,62.1479100_6.0825700,61.9104230_6.7459430,61.9029400_6.7174100,61.9037500_6.7202800,62.3115806_6.9180612,62.1703390_6.0358847,61.9050200_6.7217600,62.3900900_6.5734300,62.3782444_6.5899533,62.2981672_7.2632343,62.2332386_7.4170385,62.5500261_6.2785675,62.5602222_6.6173897,62.1971151_6.1285025,62.5445806_6.5926461,61.9083172_5.9880354,61.9340478_5.1124918,62.0969064_7.2108248,62.3420699_5.8534031,62.3404571_5.8829525,62.3379256_5.8596843,62.3436590_5.8493338,62.3413599_5.8580842,62.3437230_5.8442011,62.3004118_7.2603547,62.5049887_6.0491903,62.2970862_7.2580415,62.2985022_7.2642632,62.4669725_6.3502766,62.4652776_6.3507920,62.3427207_5.8485596,62.3419993_5.6328403,62.4710468_6.1539087,62.6225416_7.0934508,62.5458669_6.2816519,62.5087348_6.1285359,62.3405662_5.8550655,62.4650820_6.3515200,62.4935787_6.6080342,62.5292230_6.1167847,62.3445592_5.8445968,62.0986719_5.5593613,62.3219461_6.1344323,62.3012320_6.0830569,62.5484030_6.2747029,62.5416392_6.1187827,62.1607019_5.1804411,62.3084657_6.9199360,62.4878491_6.6928999,62.5321875_6.1221002,62.5825528_6.1203226,61.8981020_6.7082806,62.4935998_6.6083447,62.5005104_6.1242927,62.4943144_6.6103267,62.5581807_6.2647180,62.1984822_6.1289378,62.4725240_6.1603998,62.4944618_6.3147948,62.0868677_5.7257843,62.0883110_5.7376896,62.1456607_6.0742177,62.0911359_5.7430720,62.4733873_6.3621491,62.1789668_5.7551135,62.3914756_6.5770355,62.3823355_6.9931288,62.3425032_5.8683741,62.5440324_6.5903633,62.5992949_6.4457732,62.5440154_6.5872787,62.5454779_6.2776479,62.6381251_6.2681334,62.5573499_6.6244318,62.6622284_6.2886579,62.1449549_6.0689153,62.1413699_6.0897610,62.4673802_6.3564385,62.4597369_6.2594525,62.4660900_6.1094880,62.4826803_6.8311349,62.4673285_6.3556062,62.4653610_6.2317853,62.5241169_6.6053424,62.5039004_6.6771796,62.4677730_6.3069108,62.7719561_6.4618106,62.4738523_6.1592823,62.4644969_6.3085327,62.4613948_6.2762484,62.4723000_6.1536000,62.4708459_6.1312305,62.4426145_6.3781111,62.5033344_6.6843400,62.4740292_6.2252648,62.4648029_6.1111520,62.4717532_6.1750134,62.4810976_6.8175368,62.5072391_6.6815349,62.4934440_6.1930405,62.4660533_6.3787636,62.5033446_6.6841421,62.4593237_6.2655655,62.4749043_6.2216744,62.7806338_6.4707487,62.4719208_6.1427615,62.4348192_6.3497231,62.4644803_6.3086908,62.4664770_6.3477855,62.1897651_6.1031719,62.2069519_5.5688638,62.1446060_6.0687888,62.1994431_6.1248829,62.1995486_6.1239825,62.5268095_6.1222980,62.6758094_6.2600976,62.4899146_6.5979820,62.4713548_6.1595509,62.3918878_6.5809321,62.1894725_6.1204051,62.4726457_6.1569662,62.3803560_6.3282694,62.4712023_6.1650109,62.1448252_6.0634136,62.4994057_6.3566348,62.4716084_6.3453172,62.4710580_6.3421710,62.5338279_6.5898125,62.4714714_6.3447286,62.4753164_6.1510697,62.2051390_6.1231093,62.4784721_6.2213176,62.4667117_6.3501259,62.1961146_6.1285797,62.6047821_6.4457759,62.3433182_5.8336836,62.4385496_6.3711189,62.4731485_6.3327493,62.4719212_6.1616362,62.4654160_6.0967425,62.4609822_6.3754820,62.4651818_6.3478662,62.4712260_6.1528700,62.4710206_6.1523371,62.4682649_6.3725198,62.4744062_6.1557970,62.4342933_6.3958607,62.4744125_6.1566436,62.4720649_6.1521511,62.4627917_6.3642027,62.4743523_6.2282138,62.4722192_6.1522983,62.4736989_6.3366604,62.4724709_6.1571743,62.4246541_6.3055775,62.3091359_6.9491813,62.4752591_6.1530952,62.4664420_6.3512370,62.5006216_6.1098803,62.4683690_6.3726486,62.1789103_6.0835765,62.4719148_6.1593252,62.4712141_6.1588682,62.4738822_6.1565483,62.4755287_6.1560491,62.4726587_6.3415964,62.5237873_6.1358626,62.4729228_6.1581093,62.4745694_6.1553058,62.3955388_6.1675970,62.4323221_6.4968333,62.4683680_6.2920740,62.4716873_6.1609571,62.4749561_6.1563663,62.4754654_6.1541489,62.4713955_6.1594019,62.4622693_6.3640886,62.4384811_6.3710164,62.4695051_6.1521612,62.4424369_6.1886657,62.4745000_6.1610000,62.4699296_6.1460985,62.4444111_6.1943517,62.4648170_6.3515225,62.4731906_6.1567012,62.4706984_6.2347597,62.4756638_6.1552199,62.4415864_6.2751885,62.4720035_6.3634197,62.4645379_6.3485596,62.4718628_6.1603005,62.4702946_6.1533206,62.4636310_6.3125440,62.4670345_6.3614701,62.4712087_6.1501129,62.4727395_6.1594206,62.4660480_6.3563750,62.4420250_6.3719770,62.4723101_6.1583677,62.4710560_6.1666930,62.4273801_6.3156902,62.4140916_6.3270185,62.4753224_6.1565266,62.4720040_6.2358180,62.4147478_6.3277810,62.4707197_6.1654124,62.4666932_6.1141750,62.4216276_6.3279774,62.4726268_6.1621199,62.4692525_6.3415013,62.4736057_6.1475491,62.4713488_6.1559244,62.4714804_6.1512358,62.4366350_6.3705230,62.4728964_6.1563672,62.4666807_6.3610565,62.4727740_6.1650560,62.4733511_6.3488815,62.4744262_6.3587136,62.4723820_6.2406150,62.4659028_6.2381396,62.4681928_6.3703905,62.4743685_6.1644486,62.4712525_6.1578843,62.4726771_6.1614843,62.4717738_6.1325822,62.4726067_6.1517031,62.4728130_6.1584737,62.4702516_6.1874889,62.4707113_6.1493897,62.4735740_6.1568680,62.4819990_6.1853070,62.4667330_6.1136780,62.4727409_6.2309420,62.4713742_6.1591680,62.4723249_6.3663694,62.4624300_6.3636223,62.4734203_6.1456303,62.4712404_6.1617014,62.4725947_6.1574179,62.4715131_6.3420195,62.4750822_6.1566431,62.4752788_6.1565513,62.4729280_6.1635861,62.4710319_6.1539194,62.4731996_6.1540630,62.4686300_6.3477760,62.4733769_6.1504794,62.4713326_6.1587225,62.4842080_6.3899840,62.2628940_7.1719496,62.4319921_6.4086076,62.3409406_5.8223608,62.3409555_5.8224144,62.4311021_6.3290904,62.4727794_6.1569247,62.3449456_5.8413007,62.3114492_7.2585621,62.4777519_6.2248985,62.4420055_6.2580881,62.1893805_6.0937916,62.4699924_6.1499632,61.9859457_5.1424456,62.2699809_6.8730465,62.3136857_6.9243967,62.2970052_7.2558844,62.1712726_6.0422528,62.3110549_7.0691105,62.6130236_6.4591060,62.4431074_6.2726405,62.3688123_6.0189938,62.6122702_6.9515203,62.6325000_7.0758000,62.5845037_6.9313758,62.3409207_5.6376142,62.4830000_6.2870000,62.1198768_5.3201759,62.1451056_6.0677193,62.1024635_7.2055922,61.9741890_5.2261483,61.9281941_5.0814980,62.6211119_7.0903898,62.3410067_5.8493002,62.4728188_6.1583341,62.5991023_6.4457054,62.4687229_6.1850365,62.3437084_5.8463797,62.4725015_6.1581388,62.4368397_6.4534445,62.5951212_6.4403732,62.1021949_5.5613416,62.2035274_5.5716692,62.3980442_6.4652410,62.3359716_5.8834230,61.9053618_6.7259445,62.4758295_6.1544081,62.4621390_6.3633526,61.9343000_5.1140000,62.6719230_6.6749030,61.9025000_5.9883000,62.1783283_6.0786666,62.2138912_6.0398329
62.4293036_6.3280543,0.0,24579.0,121901.7,49635.1,58029.0,47196.4,5985.6,6001.5,15494.7,51460.7,71541.7,135584.4,126911.2,71203.9,140650.9,95509.6,111724.3,42255.0,41941.7,46626.5,77422.2,30811.9,16959.7,113889.0,77804.4,13987.1,114214.6,30466.4,114242.1,113733.4,145284.4,112510.2,17004.4,13287.7,13865.3,13568.3,114264.4,122008.9,30962.8,129762.0,53585.9,56225.9,58253.4,53707.4,53717.0,17392.0,20251.7,42798.5,114004.4,112546.0,55401.3,56803.2,55588.9,30960.0,3433.4,34500.9,60398.4,46647.9,31363.0,33050.7,45939.1,46123.6,114015.1,56873.3,45956.4,56516.2,45808.9,14474.7,54602.7,103495.6,63563.9,103497.1,111801.2,89111.9,56089.6,50995.0,4530.9,20361.4,20211.9,20470.8,20660.0,41257.4,63881.8,138059.2,56002.9,56032.9,56065.1,76019.1,91590.6,71411.9,17583.5,17557.2,121487.0,126385.2,150024.6,127177.2,20661.5,145225.3,111798.4,11661.5,129479.0,56262.8,126716.7,30573.9,60380.0,14620.6,5821.5,18240.1,57212.2,46216.7,6114.0,10437.2,19817.6,14483.8,8322.7,7205.7,51457.3,111560.3,24330.1,16979.1,17560.3,39438.9,26535.5,12928.2,30951.9,23586.1,113024.3,17142.8,55656.3,41903.8,34757.0,28888.1,5821.4,30600.0,17032.6,13783.7,26501.9,11029.3,20265.5,128074.7,18386.3,79245.4,120627.6,46526.7,20429.7,114473.3,111582.5,78121.5,58093.4,16969.2,48515.3,121860.7,36090.0,32002.9,59286.7,60679.4,31330.8,113514.1,73012.7,103410.2,20139.1,56391.2,129814.3,31621.1,129433.2,129668.3,110724.1,58348.1,29168.3,79030.1,125180.9,45819.4,15435.8,39044.3,7058.1,48253.4,55727.3,123023.9,113717.1,1752.6,20473.1,56405.0,18157.8,46511.8,93819.2,31367.5,8175.0,135387.7,79618.9,56613.9,63363.2,89031.3,131843.1,111568.1,75908.9,56438.1,49706.3,56505.5,34762.3,31389.6,114455.6,152408.2,34359.6,36587.8,34692.2,18060.0,16268.5,71429.3,62304.4,25319.1,108428.9,20282.5,54177.8,19780.1,81909.2,51499.4,44931.7,51530.0,51445.9,51578.5,50303.6,50809.8,31750.0,51691.8,33367.2,53410.7,111626.8,20405.9,28762.1,55921.9,56796.3,57090.2,56923.7,113228.8,111396.5,111632.7,50005.5,52529.3,111761.0,18460.3,20284.7,79616.1,93655.5,48092.5,31041.1,46453.0,28910.7,114251.1,129542.6,104260.6,30777.2,28699.9,31714.2,30767.7,30755.4,31084.2,79881.9,27327.3,79345.9,79643.7,6201.5,6175.6,30793.0,58172.3,16946.9,60584.9,47744.0,27800.4,30372.0,5887.7,20518.1,27052.3,31285.7,77707.6,22544.4,26192.7,48074.1,28983.5,130330.6,49824.0,25291.5,27567.8,33628.4,112084.8,20518.1,26767.2,20893.0,49427.8,46551.4,16798.4,26807.3,74657.8,75381.5,56103.6,75771.6,7359.8,76965.3,18132.4,53589.6,29458.9,29237.1,42178.8,29059.6,48103.4,60335.6,31260.2,73607.7,55728.3,57709.7,6198.2,10928.3,19668.0,35601.1,6197.4,13667.7,26145.7,25720.3,9215.0,91526.4,16830.2,8473.6,9811.4,17076.8,18100.9,4050.0,26027.7,13411.6,19803.0,16100.2,34856.0,25919.6,20830.2,6919.2,26027.4,10519.0,13705.3,92677.2,17664.7,2580.8,8475.6,6474.0,48694.7,56561.4,55764.5,46190.2,46145.2,27531.3,71531.3,20980.6,16694.1,18098.2,47387.1,16826.6,10136.1,16266.4,55526.3,29239.9,6729.0,6887.3,27733.4,6731.8,17448.8,46183.6,14280.9,6201.5,46637.9,43047.3,31750.0,4696.9,7501.7,16516.4,20275.2,6917.8,6275.7,16998.0,16966.0,6862.0,17108.1,5371.3,17118.7,17139.2,5709.6,13478.1,17155.5,7277.3,16844.8,4310.6,51584.6,17288.8,6248.3,25029.1,6857.9,50036.3,16630.4,16538.7,16982.4,17373.6,6994.5,28532.8,16754.0,17136.9,12333.0,11214.3,9340.7,16753.3,17332.6,17303.9,16669.0,5655.1,4701.8,17074.8,13591.4,17028.0,17255.6,13660.0,5896.0,16864.1,12987.6,17148.5,8491.1,7374.7,6291.3,16586.7,16900.6,8254.4,6305.6,17087.4,16736.4,5960.6,3955.1,16940.9,16163.4,3404.0,5262.9,17345.4,12908.7,5153.8,16216.3,19482.9,4734.1,16703.6,6832.0,17480.8,16722.9,17032.6,3241.1,16832.1,6228.2,16639.6,7483.8,7480.8,12787.2,13328.0,6741.3,17923.2,16598.4,16736.1,18041.9,17212.8,16732.9,15255.3,17222.7,16856.3,17044.1,19452.0,13080.4,16656.7,7508.0,5707.8,17573.8,16416.7,16830.2,6885.0,17336.3,17340.5,16626.3,16945.2,17342.8,6413.3,17380.0,16633.4,9297.9,78013.6,6285.9,32368.5,32366.9,109.6,16816.2,31292.2,81370.9,14328.7,9400.5,48943.9,17222.1,136054.0,54177.8,50487.2,79279.3,51986.3,67812.1,43605.9,8752.7,20658.2,58830.1,61662.1,54837.2,57969.8,25241.5,120701.1,55762.6,103120.0,129817.2,131250.4,60750.8,31995.9,16740.1,42154.5,15296.2,30966.1,16941.3,8459.7,41754.5,77536.4,57084.8,25743.5,29077.8,111887.6,17350.8,5626.0,129739.1,60765.0,114343.6,50086.8,41198.1
62.3477678_6.0643051,24476.6,0.0,114276.2,71232.6,42419.0,47055.4,27583.1,27599.0,37092.2,73058.1,69724.2,119974.4,111301.2,69386.5,133025.5,117107.1,104098.9,63852.5,63539.2,68223.9,61812.2,15201.8,38557.2,106263.6,62194.4,27016.7,106589.1,77690.0,106616.7,106108.0,137659.0,104884.8,38601.8,26317.2,26894.9,26597.9,106639.0,114383.5,15352.8,114152.0,37975.8,40615.9,42643.3,38097.4,38107.0,38989.4,41849.2,64396.0,106378.9,96936.0,45803.2,47205.0,45990.7,15350.0,25030.9,56098.3,81995.8,45685.9,15753.0,54648.2,46397.2,46155.3,106389.6,47275.1,46270.3,40906.2,46446.4,36072.1,76200.2,125093.0,85161.3,125094.6,104175.8,81486.5,46491.5,35385.0,26128.4,4751.4,4601.9,4860.8,5050.0,62854.9,85479.2,130433.8,40392.9,40422.9,40455.1,105674.9,83965.1,69594.4,39181.0,39154.7,113861.6,118759.8,142399.2,119551.8,42258.9,137599.9,104173.0,33259.0,113869.0,40652.8,111106.7,14963.8,81977.5,36218.1,27419.0,39837.6,47614.1,45986.1,27711.5,32034.7,41415.0,36081.3,21352.3,28803.2,73054.8,103934.9,45927.5,38576.6,39157.7,23828.9,48133.0,25957.8,15341.9,45183.6,105398.8,38740.3,46058.2,63501.3,56354.4,50485.6,27418.9,14990.0,38630.0,26813.3,48099.3,24058.9,41863.0,120449.3,39983.8,100842.9,105017.6,46331.8,4240.0,106847.9,103957.1,62511.5,79690.9,38566.7,32905.3,114235.3,57687.4,16392.9,80884.2,82276.9,52928.3,105888.7,94610.2,125007.7,4529.1,40781.2,114204.3,53218.6,113823.2,114058.3,95114.1,42738.0,13558.3,100627.6,109570.9,46508.2,37033.3,23434.3,28655.5,69850.9,46129.2,115398.5,106091.6,23350.1,42070.6,40795.0,39755.2,45770.2,78209.2,52965.0,29772.5,119777.7,101216.4,47015.7,61545.8,81405.9,124217.7,103942.7,105564.7,46840.0,43926.0,40895.5,56359.7,52987.1,106830.1,144782.8,55957.1,58185.2,56289.7,39657.5,37865.9,69611.9,83901.9,46916.6,92818.9,4672.5,75775.3,41377.6,103506.7,73096.9,66529.1,73127.5,73043.4,73175.9,71901.1,72407.3,16140.0,73289.3,17757.2,75008.2,104001.3,42003.3,13152.1,46323.8,47198.2,47492.1,47325.5,105603.4,103771.1,104007.3,71603.0,42931.2,104135.6,40057.7,41882.2,101213.5,115253.0,69689.9,52638.6,45839.8,50508.2,106625.7,113932.6,125858.0,15167.2,13089.9,16104.2,15157.7,15145.4,15474.2,101479.3,48924.8,100943.4,101241.2,27799.0,27773.0,15183.0,42562.3,38544.4,82182.3,69341.5,49397.8,14762.0,27485.2,42115.6,48649.8,15675.7,62097.6,39954.5,66115.9,69671.6,50581.0,114720.6,71421.5,46889.0,49165.3,55225.9,104459.4,42115.6,48364.7,42490.4,71025.3,46015.2,38395.9,48404.8,59047.8,59771.5,46505.5,60161.6,28957.2,67367.2,39729.9,75187.1,13848.9,50834.6,63776.2,50657.1,69700.9,81933.1,52857.7,95205.2,46130.1,48111.6,27795.6,32525.8,41265.4,57198.6,27794.9,35265.2,47743.2,47317.7,30812.4,113123.9,38427.6,30071.1,31408.9,38674.3,39698.4,25647.5,47625.2,35009.1,41400.5,37697.7,56453.5,47517.1,42427.7,28516.7,47624.9,32116.5,35302.7,114274.7,39262.2,24178.2,30073.1,28071.5,43892.9,40951.4,46166.3,46172.4,46186.3,49128.8,93128.8,42578.0,38291.6,39695.7,44820.5,38424.1,27546.3,37863.9,45928.2,50837.4,28326.5,28484.8,49330.9,28329.3,39046.3,47063.0,35878.4,27799.0,45675.9,64644.8,16140.0,26294.3,29099.2,38113.9,41872.6,28515.2,27873.2,38595.5,38563.5,28459.5,38705.6,26968.8,38716.2,38736.7,27307.1,35075.6,38753.0,28874.8,38442.3,20528.1,73182.1,38886.3,27845.8,46626.6,28455.3,44256.0,38227.9,38136.2,38579.9,38971.1,28592.0,50130.3,38351.5,38734.4,12242.7,32811.7,30938.2,38350.8,38930.0,38901.4,38266.5,27252.6,26299.2,38672.3,26621.0,38625.5,38853.1,26689.6,27493.5,38461.6,34585.1,38746.0,21520.7,28972.2,27888.8,38184.2,38498.0,29851.9,27903.1,38684.8,38333.9,27558.1,25552.6,38538.4,37760.8,21029.2,22673.1,38942.9,34506.2,22563.9,37813.8,41080.3,22144.3,38301.1,28429.5,39078.3,38320.4,38630.1,24838.5,38429.6,27825.6,38237.1,29081.2,29078.3,34384.6,34925.5,28338.8,39520.7,38195.8,38333.5,39639.3,38810.3,38330.3,36852.8,38820.1,38453.8,38641.6,41049.5,34677.9,38254.2,29105.5,27305.2,39171.3,38014.1,38427.7,28482.4,38933.8,38937.9,38223.8,38542.7,38940.2,28010.7,38977.5,38230.8,30895.4,99611.0,27883.3,16758.5,16756.9,24367.1,38413.7,15682.2,102968.4,35926.2,22430.1,43542.9,38819.5,120444.0,75775.3,72084.7,100876.8,42388.2,89409.6,65203.4,21782.3,5048.1,80427.6,83259.6,76434.7,42359.8,46838.9,105091.1,46164.4,124717.4,114207.2,115640.4,82348.3,16385.9,38337.5,63752.0,36893.6,15356.1,38538.8,30057.2,63352.0,61926.4,41474.8,47341.0,13467.8,104262.1,38948.2,27223.5,114129.1,82362.4,106718.2,44306.5,51425.6
