customer_id,customer_name,address,postal_code,latitude,longitude,tw_start,tw_end,ppl,ppl_freeze,volume_m3,weight_kg,vehicle_type,tour_id,service_time_min
2161,Stryn Kaffebar Og Vertshus,Stryn,6783.0,61.9045,6.7242,10:30,12:30,1.0,0.5,597.2,0.0,1,5551,11.7
8675,Stuen As,Ålesund,6002.0,62.47546542903997,6.154148884381312,12:40,14:40,1.0,1.0,22.8,0.0,1,5052,18.6
7494,Subsea 7 Vigra Spoolbase,Vigra,6040.0,62.54163917727739,6.118782742057899,07:45,09:45,2.0,1.0,1544.46,0.0,1,5751,11.4
6700,Sunnmøre Folkehøgskule,Sunnmøre Folkehøgskule,,62.341521,5.89055869,07:50,09:50,1.5,0.5,630.7,0.0,1,5701,8.9
9077,Tajmahal,KONGENS GATE 32A,6002.0,62.4753224,6.1565266,16:20,18:20,2.0,0.5,1116.23,0.0,1,5054,8.9
7053,Thai Mix,Ålesund,6002.0,62.54458055550865,6.592646113221897,08:40,10:40,1.5,0.5,956.9,0.0,1,5151,7.4
1824,Tik Cafe & Restaurant,Tik Café & Restaurant,,62.2001329,6.1267231,07:50,09:50,1.0,0.5,740.89,0.0,1,5501,8.5
12208,Trsp.o Ørstaterminalen,Ørsta,6150.0,62.18938052891661,6.093791567165158,10:50,12:50,0.0,0.0,0.0,0.0,1,5501,20.0
12203,"Trsp.o. Berdal, Valldal",Valldal,6210.0,62.311449211215105,7.258562077633747,11:10,13:10,0.0,0.0,0.0,0.0,1,5201,20.0
12217,Trsp.o. Valldal Grønt,Valldal,6210.0,62.29700520167399,7.255884440374198,12:15,14:15,0.0,0.0,0.0,0.0,1,5201,20.0
12220,Trsp.o. Volda Fiskemat,Volda,6100.0,62.17127262422565,6.042252828543069,10:30,12:30,0.0,0.0,0.0,0.0,1,5501,20.0
8478,Vard Group Skansekaia 422571,Skansekaia,6002.0,62.4752591,6.1530952,11:15,13:15,1.5,0.5,634.2,0.0,1,5052,8.0
13023,Vestnes Fjordhotel,Brugata 4,6390.0,62.6325,7.0758,09:15,11:15,0.5,0.0,0.0,0.0,1,5651,6.3
13123,Vestnes Sentralkjøkken,Vestnes,6390.0,62.621111883207504,7.090389769045806,09:05,11:05,0.5,0.0,300.0,0.0,1,5651,6.9
8005,Vinni Bar Og Restaurant,Ålesund,6002.0,62.4712466,6.1538577,07:20,09:20,1.0,0.5,567.2,0.0,1,5051,6.9
8517,Vinterhagen,Ålesund,6002.0,62.465082,6.35152,08:00,10:00,2.5,0.5,1945.57,0.0,1,5101,10.3
8027,Westres Kond. Avd Sunn Og God,Ålesund,6002.0,62.19944313828452,6.1248829132000955,07:55,09:55,1.0,0.5,882.5,0.0,1,5501,7.1
8633,Wok & Grill,KEISER WILHELMS GATE 39,6003.0,62.4716873,6.1609571,17:35,19:35,0.5,0.0,10.0,0.0,1,5054,4.2
8343,Xl Diner,SKATEFLUKAIA 1B,6002.0,62.4744062,6.155797,09:24,11:24,2.0,0.5,445.8,0.0,1,5051,9.5
8515,Xl Food Company,Ålesund,6002.0,62.50062160364329,6.1098802800784275,08:50,10:50,1.0,0.0,494.07,0.0,1,5751,9.5
8555,Zuuma,Zuuma,,62.473882226949385,6.156548313217408,09:15,11:15,1.04,0.5,499.1,0.0,1,5051,4.9
8348,Ålesund Folkehøgskole,Borgundvegen 340,6009.0,62.43429334975377,6.395860689090468,09:30,11:30,0.5,0.0,300.0,0.0,1,5101,5.3
