algorithm,instance,run,best_cost,iteration_found_best
DRLH,R1_6_2.TXT,9,22189.29,969
DRLH,R1_6_2.TXT,10,21694.66,996
DRLH,R1_6_3.TXT,1,20265.56,999
DRLH,R1_6_3.TXT,2,20010.33,1000
DRLH,R1_6_3.TXT,3,19891.47,996
DRLH,R1_6_3.TXT,4,19915.42,1000
DRLH,R1_6_3.TXT,5,20392.57,1000
DRLH,R1_6_3.TXT,6,20091.98,997
DRLH,R1_6_3.TXT,7,20469.55,1000
DRLH,R1_6_3.TXT,8,20491.93,998
DRLH,R1_6_3.TXT,9,20344.28,998
DRLH,R1_6_3.TXT,10,20215.18,1000
DRLH,R1_6_4.TXT,1,19453.47,999
DRLH,R1_6_4.TXT,2,18883.55,996
DRLH,R1_6_4.TXT,3,18789.16,1000
DRLH,R1_6_4.TXT,4,19485.99,1000
DRLH,R1_6_4.TXT,5,19011.36,992
DRLH,R1_6_4.TXT,6,18969.76,998
DRLH,R1_6_4.TXT,7,19003.90,997
DRLH,R1_6_4.TXT,8,18864.41,1000
DRLH,R1_6_4.TXT,9,18889.24,1000
DRLH,R1_6_4.TXT,10,18892.01,1000
DRLH,R1_6_5.TXT,1,22267.29,999
DRLH,R1_6_5.TXT,2,22190.74,992
DRLH,R1_6_5.TXT,3,22292.25,991
DRLH,R1_6_5.TXT,4,22213.50,990
DRLH,R1_6_5.TXT,5,22741.70,999
DRLH,R1_6_5.TXT,6,22442.67,998
DRLH,R1_6_5.TXT,7,22319.34,982
DRLH,R1_6_5.TXT,8,22138.89,1000
DRLH,R1_6_5.TXT,9,22054.06,999
DRLH,R1_6_5.TXT,10,22078.69,981
DRLH,R1_6_6.TXT,1,21485.16,999
DRLH,R1_6_6.TXT,2,20818.05,1000
DRLH,R1_6_6.TXT,3,21725.66,990
DRLH,R1_6_6.TXT,4,20849.71,998
DRLH,R1_6_6.TXT,5,20598.67,996
DRLH,R1_6_6.TXT,6,21171.85,939
DRLH,R1_6_6.TXT,7,20739.56,1000
DRLH,R1_6_6.TXT,8,21215.02,1000
DRLH,R1_6_6.TXT,9,21188.14,1000
DRLH,R1_6_6.TXT,10,20908.91,973
DRLH,R1_6_7.TXT,1,20070.56,987
DRLH,R1_6_7.TXT,2,19298.98,998
DRLH,R1_6_7.TXT,3,19946.86,1000
DRLH,R1_6_7.TXT,4,19827.93,1000
DRLH,R1_6_7.TXT,5,20026.19,999
DRLH,R1_6_7.TXT,6,19897.94,1000
DRLH,R1_6_7.TXT,7,19615.53,999
DRLH,R1_6_7.TXT,8,19626.77,969
DRLH,R1_6_7.TXT,9,19660.87,1000
DRLH,R1_6_7.TXT,10,19608.10,869
DRLH,R1_6_8.TXT,1,19132.06,848
DRLH,R1_6_8.TXT,2,18976.83,1000
DRLH,R1_6_8.TXT,3,18803.17,1000
DRLH,R1_6_8.TXT,4,18975.40,1000
DRLH,R1_6_8.TXT,5,18903.60,1000
DRLH,R1_6_8.TXT,6,19014.48,1000
DRLH,R1_6_8.TXT,7,18877.42,1000
DRLH,R1_6_8.TXT,8,19177.10,998
DRLH,R1_6_8.TXT,9,19257.44,999
DRLH,R1_6_8.TXT,10,19061.38,994
DRLH,R1_6_9.TXT,1,21307.31,1000
DRLH,R1_6_9.TXT,2,21704.71,848
DRLH,R1_6_9.TXT,3,20878.06,998
DRLH,R1_6_9.TXT,4,21379.28,999
DRLH,R1_6_9.TXT,5,21182.76,995
DRLH,R1_6_9.TXT,6,21469.35,995
DRLH,R1_6_9.TXT,7,21064.38,1000
DRLH,R1_6_9.TXT,8,21243.95,996
DRLH,R1_6_9.TXT,9,21849.38,996
DRLH,R1_6_9.TXT,10,21230.63,998
DRLH,R2_6_1.TXT,1,20240.73,995
DRLH,R2_6_1.TXT,2,20079.22,879
DRLH,R2_6_1.TXT,3,20397.19,990
DRLH,R2_6_1.TXT,4,19485.42,858
DRLH,R2_6_1.TXT,5,19123.00,917
DRLH,R2_6_1.TXT,6,20477.39,1000
DRLH,R2_6_1.TXT,7,19752.59,1000
DRLH,R2_6_1.TXT,8,19984.77,997
DRLH,R2_6_1.TXT,9,20546.55,998
DRLH,R2_6_1.TXT,10,19753.91,996
DRLH,R2_6_10.TXT,1,15412.31,944
DRLH,R2_6_10.TXT,2,14681.63,999
DRLH,R2_6_10.TXT,3,15183.05,995
DRLH,R2_6_10.TXT,4,14804.81,1000
DRLH,R2_6_10.TXT,5,15133.14,999
DRLH,R2_6_10.TXT,6,15095.86,989
DRLH,R2_6_10.TXT,7,14996.46,998
DRLH,R2_6_10.TXT,8,15213.86,942
DRLH,R2_6_10.TXT,9,15213.34,967
DRLH,R2_6_10.TXT,10,14689.51,926
DRLH,R2_6_2.TXT,1,16851.41,975
DRLH,R2_6_2.TXT,2,16785.22,977
DRLH,R2_6_2.TXT,3,17528.24,992
DRLH,R2_6_2.TXT,4,17278.77,1000
DRLH,R2_6_2.TXT,5,17592.62,939
DRLH,R2_6_2.TXT,6,16954.34,955
DRLH,R2_6_2.TXT,7,17391.46,991
DRLH,R2_6_2.TXT,8,17000.80,998
DRLH,R2_6_2.TXT,9,16822.82,996
DRLH,R2_6_2.TXT,10,17642.55,1000
DRLH,R2_6_3.TXT,1,14215.14,1000
DRLH,R2_6_3.TXT,2,14296.96,999
DRLH,R2_6_3.TXT,3,14727.82,1000
DRLH,R2_6_3.TXT,4,14722.78,996
DRLH,R2_6_3.TXT,5,14476.20,979
DRLH,R2_6_3.TXT,6,14346.99,996
DRLH,R2_6_3.TXT,7,14259.72,992
DRLH,R2_6_3.TXT,8,14830.33,995
DRLH,R2_6_3.TXT,9,15047.68,1000
DRLH,R2_6_3.TXT,10,14754.11,974
DRLH,R2_6_4.TXT,1,11342.43,999
DRLH,R2_6_4.TXT,2,11243.54,1000
DRLH,R2_6_4.TXT,3,11437.63,1000
DRLH,R2_6_4.TXT,4,10866.67,968
DRLH,R2_6_4.TXT,5,11351.43,999
DRLH,R2_6_4.TXT,6,11089.88,1000
DRLH,R2_6_4.TXT,7,10526.28,996
DRLH,R2_6_4.TXT,8,11410.14,999
DRLH,R2_6_4.TXT,9,10835.43,1000
DRLH,R2_6_4.TXT,10,10822.12,999
DRLH,R2_6_5.TXT,1,17680.47,1000
DRLH,R2_6_5.TXT,2,17219.57,999
DRLH,R2_6_5.TXT,3,17982.41,999
DRLH,R2_6_5.TXT,4,17753.53,999
DRLH,R2_6_5.TXT,5,17679.56,999
DRLH,R2_6_5.TXT,6,17419.93,998
DRLH,R2_6_5.TXT,7,17781.17,1000
DRLH,R2_6_5.TXT,8,17200.51,999
DRLH,R2_6_5.TXT,9,17491.24,964
DRLH,R2_6_5.TXT,10,17010.65,990
DRLH,R2_6_6.TXT,1,15808.43,993
DRLH,R2_6_6.TXT,2,15925.28,914
DRLH,R2_6_6.TXT,3,16082.25,989
DRLH,R2_6_6.TXT,4,15522.04,992
DRLH,R2_6_6.TXT,5,15547.65,999
DRLH,R2_6_6.TXT,6,15747.14,998
DRLH,R2_6_6.TXT,7,15945.32,994
DRLH,R2_6_6.TXT,8,16240.66,977
DRLH,R2_6_6.TXT,9,15136.25,939
DRLH,R2_6_6.TXT,10,16449.19,1000
DRLH,R2_6_7.TXT,1,13403.84,978
DRLH,R2_6_7.TXT,2,12912.59,1000
DRLH,R2_6_7.TXT,3,12860.44,1000
DRLH,R2_6_7.TXT,4,13197.71,999
DRLH,R2_6_7.TXT,5,12819.60,975
DRLH,R2_6_7.TXT,6,13077.14,1000
DRLH,R2_6_7.TXT,7,13263.70,992
DRLH,R2_6_7.TXT,8,12930.97,999
DRLH,R2_6_7.TXT,9,13614.89,998
DRLH,R2_6_7.TXT,10,13559.29,998
DRLH,R2_6_8.TXT,1,10748.82,1000
DRLH,R2_6_8.TXT,2,10938.07,997
DRLH,R2_6_8.TXT,3,11163.63,999
DRLH,R2_6_8.TXT,4,11166.86,1000
DRLH,R2_6_8.TXT,5,11123.98,999
DRLH,R2_6_8.TXT,6,11119.53,997
DRLH,R2_6_8.TXT,7,10981.09,998
DRLH,R2_6_8.TXT,8,10955.33,999
DRLH,R2_6_8.TXT,9,11070.25,961
DRLH,R2_6_8.TXT,10,10686.05,999
DRLH,R2_6_9.TXT,1,17198.96,993
DRLH,R2_6_9.TXT,2,16893.33,989
DRLH,R2_6_9.TXT,3,15944.75,977
DRLH,R2_6_9.TXT,4,16889.85,999
DRLH,R2_6_9.TXT,5,16757.96,995
DRLH,R2_6_9.TXT,6,16365.65,961
DRLH,R2_6_9.TXT,7,16369.24,999
DRLH,R2_6_9.TXT,8,16341.56,996
DRLH,R2_6_9.TXT,9,16622.51,984
DRLH,R2_6_9.TXT,10,17302.73,1000
DRLH,RC1_6_1.TXT,1,19469.19,966
DRLH,RC1_6_1.TXT,2,19434.71,1000
DRLH,RC1_6_1.TXT,3,20135.35,998
DRLH,RC1_6_1.TXT,4,19813.58,983
DRLH,RC1_6_1.TXT,5,19780.15,1000
DRLH,RC1_6_1.TXT,6,19791.61,993
DRLH,RC1_6_1.TXT,7,19580.81,1000
DRLH,RC1_6_1.TXT,8,19568.40,999
DRLH,RC1_6_1.TXT,9,19576.00,998
DRLH,RC1_6_1.TXT,10,19357.61,997
DRLH,RC1_6_10.TXT,1,18157.01,987
DRLH,RC1_6_10.TXT,2,18189.99,915
DRLH,RC1_6_10.TXT,3,18415.92,1000
DRLH,RC1_6_10.TXT,4,18537.54,1000
DRLH,RC1_6_10.TXT,5,18374.55,905
DRLH,RC1_6_10.TXT,6,18385.91,896
DRLH,RC1_6_10.TXT,7,18521.77,998
DRLH,RC1_6_10.TXT,8,18493.77,907
DRLH,RC1_6_10.TXT,9,18376.43,982
DRLH,RC1_6_10.TXT,10,18645.15,1000
DRLH,RC1_6_2.TXT,1,19023.37,999
DRLH,RC1_6_2.TXT,2,18976.45,927
DRLH,RC1_6_2.TXT,3,19053.46,995
DRLH,RC1_6_2.TXT,4,18992.49,983
DRLH,RC1_6_2.TXT,5,18715.82,998
DRLH,RC1_6_2.TXT,6,18642.36,998
DRLH,RC1_6_2.TXT,7,18786.59,995
