algorithm,instance,run,best_cost,iteration_found_best
DRLH,RC2_6_4.TXT,5,10718.43,996
DRLH,RC2_6_4.TXT,6,10514.98,998
DRLH,RC2_6_4.TXT,7,10250.46,1000
DRLH,RC2_6_4.TXT,8,9909.67,1000
DRLH,RC2_6_4.TXT,9,10568.33,997
DRLH,RC2_6_4.TXT,10,10295.36,999
DRLH,RC2_6_5.TXT,1,14336.26,1000
DRLH,RC2_6_5.TXT,2,13545.02,986
DRLH,RC2_6_5.TXT,3,13915.31,999
DRLH,RC2_6_5.TXT,4,14302.44,984
DRLH,RC2_6_5.TXT,5,13588.10,995
DRLH,RC2_6_5.TXT,6,13987.02,977
DRLH,RC2_6_5.TXT,7,14255.98,990
DRLH,RC2_6_5.TXT,8,14036.14,985
DRLH,RC2_6_5.TXT,9,14210.45,990
DRLH,RC2_6_5.TXT,10,14703.53,983
DRLH,RC2_6_6.TXT,1,13954.99,862
DRLH,RC2_6_6.TXT,2,13574.90,998
DRLH,RC2_6_6.TXT,3,13661.56,904
DRLH,RC2_6_6.TXT,4,13646.46,1000
DRLH,RC2_6_6.TXT,5,14008.73,997
DRLH,RC2_6_6.TXT,6,13200.40,986
DRLH,RC2_6_6.TXT,7,14015.10,995
DRLH,RC2_6_6.TXT,8,13445.54,999
DRLH,RC2_6_6.TXT,9,13795.78,1000
DRLH,RC2_6_6.TXT,10,13701.48,997
DRLH,RC2_6_7.TXT,1,13406.99,1000
DRLH,RC2_6_7.TXT,2,13806.92,991
DRLH,RC2_6_7.TXT,3,13139.41,965
DRLH,RC2_6_7.TXT,4,13050.83,988
DRLH,RC2_6_7.TXT,5,13537.61,972
DRLH,RC2_6_7.TXT,6,13110.38,991
DRLH,RC2_6_7.TXT,7,13211.02,1000
DRLH,RC2_6_7.TXT,8,13157.67,1000
DRLH,RC2_6_7.TXT,9,13245.66,996
DRLH,RC2_6_7.TXT,10,13742.43,999
DRLH,RC2_6_8.TXT,1,12490.76,1000
DRLH,RC2_6_8.TXT,2,12825.15,999
DRLH,RC2_6_8.TXT,3,12656.66,985
DRLH,RC2_6_8.TXT,4,12889.29,997
DRLH,RC2_6_8.TXT,5,13281.04,995
DRLH,RC2_6_8.TXT,6,12377.84,993
DRLH,RC2_6_8.TXT,7,13049.84,1000
DRLH,RC2_6_8.TXT,8,13138.70,980
DRLH,RC2_6_8.TXT,9,12529.11,974
DRLH,RC2_6_8.TXT,10,13236.55,992
DRLH,RC2_6_9.TXT,1,12917.77,994
DRLH,RC2_6_9.TXT,2,13214.80,994
DRLH,RC2_6_9.TXT,3,13255.51,999
DRLH,RC2_6_9.TXT,4,12391.97,999
DRLH,RC2_6_9.TXT,5,12276.99,978
DRLH,RC2_6_9.TXT,6,12825.29,995
DRLH,RC2_6_9.TXT,7,12974.22,995
DRLH,RC2_6_9.TXT,8,13055.69,994
DRLH,RC2_6_9.TXT,9,12957.22,998
DRLH,RC2_6_9.TXT,10,12731.51,1000
