algorithm,instance,run,best_cost,iteration_found_best
URS,RC2_6_7.TXT,3,11038.06,4998
URS,RC2_6_7.TXT,4,11216.86,4998
URS,RC2_6_7.TXT,5,11249.71,4996
URS,RC2_6_7.TXT,6,10886.70,4998
URS,RC2_6_7.TXT,7,11123.34,4996
URS,RC2_6_7.TXT,8,11150.65,4989
URS,RC2_6_7.TXT,9,11285.21,4999
URS,RC2_6_7.TXT,10,11073.30,4998
URS,RC2_6_8.TXT,1,10742.67,4999
URS,RC2_6_8.TXT,2,10758.77,4999
URS,RC2_6_8.TXT,3,10540.71,4996
URS,RC2_6_8.TXT,4,10311.95,4992
URS,RC2_6_8.TXT,5,10655.26,4990
URS,RC2_6_8.TXT,6,10757.14,4993
URS,RC2_6_8.TXT,7,10551.35,4999
URS,RC2_6_8.TXT,8,10523.95,4997
URS,RC2_6_8.TXT,9,10570.46,4990
URS,RC2_6_8.TXT,10,10600.45,4999
URS,RC2_6_9.TXT,1,10564.42,4995
URS,RC2_6_9.TXT,2,10491.42,4987
URS,RC2_6_9.TXT,3,10155.01,4999
URS,RC2_6_9.TXT,4,10258.20,4999
URS,RC2_6_9.TXT,5,10072.20,4995
URS,RC2_6_9.TXT,6,10245.45,4996
URS,RC2_6_9.TXT,7,10326.64,4999
URS,RC2_6_9.TXT,8,10067.70,4999
URS,RC2_6_9.TXT,9,10416.34,4998
URS,RC2_6_9.TXT,10,10039.98,4991
