algorithm,instance,run,best_cost,iteration_found_best
RRT,RC2_6_4.TXT,8,7906.74,4996
RRT,RC2_6_4.TXT,9,7720.11,4999
RRT,RC2_6_4.TXT,10,7817.47,4998
RRT,RC2_6_5.TXT,1,11869.07,4995
RRT,RC2_6_5.TXT,2,12218.51,4993
RRT,RC2_6_5.TXT,3,11795.18,4994
RRT,RC2_6_5.TXT,4,11745.50,4997
RRT,RC2_6_5.TXT,5,11758.58,4999
RRT,RC2_6_5.TXT,6,12017.40,4997
RRT,RC2_6_5.TXT,7,11915.91,4999
RRT,RC2_6_5.TXT,8,12135.66,1699
RRT,RC2_6_5.TXT,9,11846.89,4982
RRT,RC2_6_5.TXT,10,12004.79,4999
RRT,RC2_6_6.TXT,1,11842.54,4998
RRT,RC2_6_6.TXT,2,11600.93,4994
RRT,RC2_6_6.TXT,3,11558.25,4998
RRT,RC2_6_6.TXT,4,11702.72,4999
RRT,RC2_6_6.TXT,5,12041.99,4999
RRT,RC2_6_6.TXT,6,11573.83,4995
RRT,RC2_6_6.TXT,7,11805.28,4996
RRT,RC2_6_6.TXT,8,11640.75,4995
RRT,RC2_6_6.TXT,9,11706.55,4994
RRT,RC2_6_6.TXT,10,11400.53,4997
RRT,RC2_6_7.TXT,1,11061.50,4982
RRT,RC2_6_7.TXT,2,10986.12,4957
RRT,RC2_6_7.TXT,3,11156.92,4999
RRT,RC2_6_7.TXT,4,11191.64,4992
RRT,RC2_6_7.TXT,5,11011.40,4994
RRT,RC2_6_7.TXT,6,11187.08,4999
RRT,RC2_6_7.TXT,7,11240.39,4999
RRT,RC2_6_7.TXT,8,11126.32,4994
RRT,RC2_6_7.TXT,9,11303.64,4996
RRT,RC2_6_7.TXT,10,10861.44,4997
RRT,RC2_6_8.TXT,1,10680.51,4997
RRT,RC2_6_8.TXT,2,10677.82,4993
RRT,RC2_6_8.TXT,3,10705.55,4995
RRT,RC2_6_8.TXT,4,10732.84,4991
RRT,RC2_6_8.TXT,5,10887.79,4998
RRT,RC2_6_8.TXT,6,10520.01,4992
RRT,RC2_6_8.TXT,7,10562.17,4995
RRT,RC2_6_8.TXT,8,10797.43,4996
RRT,RC2_6_8.TXT,9,10657.01,4988
RRT,RC2_6_8.TXT,10,10583.76,4999
RRT,RC2_6_9.TXT,1,10142.83,4994
RRT,RC2_6_9.TXT,2,10308.48,4999
RRT,RC2_6_9.TXT,3,10325.50,4999
RRT,RC2_6_9.TXT,4,10386.87,4998
RRT,RC2_6_9.TXT,5,10447.72,4997
RRT,RC2_6_9.TXT,6,10271.28,4999
RRT,RC2_6_9.TXT,7,10595.95,4998
RRT,RC2_6_9.TXT,8,10236.38,4991
RRT,RC2_6_9.TXT,9,10022.99,4994
RRT,RC2_6_9.TXT,10,10010.79,4999
