algorithm,instance,run,best_cost,iteration_found_best
RRT,R2_6_3.TXT,9,12171.28,4998
RRT,R2_6_3.TXT,10,11568.05,4997
RRT,R2_6_4.TXT,1,8782.91,4998
RRT,R2_6_4.TXT,2,8657.97,4982
RRT,R2_6_4.TXT,3,8620.46,4949
RRT,R2_6_4.TXT,4,8544.75,4982
RRT,R2_6_4.TXT,5,8897.82,4999
RRT,R2_6_4.TXT,6,8869.82,4999
RRT,R2_6_4.TXT,7,8660.45,4991
RRT,R2_6_4.TXT,8,8529.80,4998
RRT,R2_6_4.TXT,9,8478.05,4967
RRT,R2_6_4.TXT,10,9090.46,4993
RRT,R2_6_5.TXT,1,15179.43,4988
RRT,R2_6_5.TXT,2,15534.26,4900
RRT,R2_6_5.TXT,3,15017.22,4932
RRT,R2_6_5.TXT,4,15071.67,4774
RRT,R2_6_5.TXT,5,15368.43,4993
RRT,R2_6_5.TXT,6,14946.50,4979
RRT,R2_6_5.TXT,7,15448.31,4958
RRT,R2_6_5.TXT,8,15142.15,4832
RRT,R2_6_5.TXT,9,15422.26,4236
RRT,R2_6_5.TXT,10,15221.15,4992
RRT,R2_6_6.TXT,1,13197.84,4999
RRT,R2_6_6.TXT,2,13333.31,4999
RRT,R2_6_6.TXT,3,13431.50,4998
RRT,R2_6_6.TXT,4,13332.15,4922
RRT,R2_6_6.TXT,5,12861.32,4999
RRT,R2_6_6.TXT,6,13164.25,4779
RRT,R2_6_6.TXT,7,13513.12,4999
RRT,R2_6_6.TXT,8,13444.27,4989
RRT,R2_6_6.TXT,9,13521.20,4998
RRT,R2_6_6.TXT,10,13200.87,4991
RRT,R2_6_7.TXT,1,10738.52,4999
RRT,R2_6_7.TXT,2,10985.76,4996
RRT,R2_6_7.TXT,3,11180.89,4994
RRT,R2_6_7.TXT,4,10978.16,4998
RRT,R2_6_7.TXT,5,10627.71,4999
RRT,R2_6_7.TXT,6,11066.15,4999
RRT,R2_6_7.TXT,7,10923.03,4998
RRT,R2_6_7.TXT,8,11074.75,4996
RRT,R2_6_7.TXT,9,10730.02,4997
RRT,R2_6_7.TXT,10,10758.09,4996
RRT,R2_6_8.TXT,1,8430.91,4999
RRT,R2_6_8.TXT,2,8387.73,4999
RRT,R2_6_8.TXT,3,8606.10,4986
RRT,R2_6_8.TXT,4,8188.79,4997
RRT,R2_6_8.TXT,5,8247.56,4999
RRT,R2_6_8.TXT,6,8425.10,4998
RRT,R2_6_8.TXT,7,8456.06,4999
RRT,R2_6_8.TXT,8,8271.99,4995
RRT,R2_6_8.TXT,9,8427.12,4997
RRT,R2_6_8.TXT,10,8571.83,4998
RRT,R2_6_9.TXT,1,14360.47,3000
RRT,R2_6_9.TXT,2,14203.97,4986
RRT,R2_6_9.TXT,3,13911.44,4996
RRT,R2_6_9.TXT,4,13979.36,4974
RRT,R2_6_9.TXT,5,14054.07,4999
RRT,R2_6_9.TXT,6,13955.16,4972
RRT,R2_6_9.TXT,7,13931.13,4999
RRT,R2_6_9.TXT,8,13640.06,4989
RRT,R2_6_9.TXT,9,13903.13,4916
RRT,R2_6_9.TXT,10,14031.85,4294
RRT,RC1_6_1.TXT,1,19178.56,4997
RRT,RC1_6_1.TXT,2,18924.33,4993
RRT,RC1_6_1.TXT,3,18982.87,4999
RRT,RC1_6_1.TXT,4,18870.15,4996
RRT,RC1_6_1.TXT,5,19327.89,4991
RRT,RC1_6_1.TXT,6,19237.77,4995
RRT,RC1_6_1.TXT,7,18856.49,4997
RRT,RC1_6_1.TXT,8,19204.29,4997
RRT,RC1_6_1.TXT,9,19068.62,4997
RRT,RC1_6_1.TXT,10,18936.52,4964
RRT,RC1_6_10.TXT,1,18024.21,4998
RRT,RC1_6_10.TXT,2,18121.72,4993
RRT,RC1_6_10.TXT,3,17955.56,4998
RRT,RC1_6_10.TXT,4,18513.39,4995
RRT,RC1_6_10.TXT,5,17995.74,4971
RRT,RC1_6_10.TXT,6,18151.86,4998
RRT,RC1_6_10.TXT,7,18495.95,4999
RRT,RC1_6_10.TXT,8,18471.68,4998
RRT,RC1_6_10.TXT,9,18317.82,4998
RRT,RC1_6_10.TXT,10,18047.88,4989
