Episode,Instance,Best_Cost,Total_Reward,Steps,Avg_Success_Rate
49,r107.txt,1873.1257,1744.0,1000,0.028396793587174347
50,rc207.txt,2277.6794,1480.0,1000,0.024904904904904903
51,R2_2_6.TXT,5348.359,951.0,1000,0.024624624624624624
52,R1_2_9.TXT,8405.791,1333.0,1000,0.026606606606606603
53,R2_2_8.TXT,4108.9746,688.0,1000,0.023443443443443446
54,RC2_2_6.TXT,4541.645,1098.0,1000,0.025265265265265263
55,r205.txt,1434.812,1211.0,1000,0.024604604604604605
56,C2_2_4.TXT,4620.9204,1126.0,1000,0.025505505505505503
57,RC1_2_4.TXT,8037.249,710.0,1000,0.023483483483483485
58,r210.txt,1734.7015,1564.0,1000,0.026726726726726727
59,C2_2_2.TXT,6330.278,710.0,1000,0.023563563563563563
60,c104.txt,2293.2332,822.0,1000,0.023847695390781562
61,c204.txt,1696.0757,1224.0,1000,0.025805805805805805
62,C2_2_7.TXT,5079.787,1178.0,1000,0.025705705705705705
63,r107.txt,2029.4048,1617.0,1000,0.02766766766766767
64,r108.txt,2122.5518,1336.0,1000,0.026426426426426425
65,c107.txt,2559.2417,1069.0,1000,0.024984984984984984
66,rc102.txt,3330.6328,1124.0,1000,0.025005005005005004
67,R1_2_4.TXT,9574.581,1510.0,1000,0.027407407407407405
68,r208.txt,1370.0671,111.0,1000,0.02036036036036036
69,RC2_2_6.TXT,5243.333,1107.0,1000,0.025305305305305302
70,c208.txt,1712.8599,1329.0,1000,0.025845845845845847
71,R1_2_1.TXT,9738.818,1245.0,1000,0.026006006006006003
72,R2_2_4.TXT,5124.3657,885.0,1000,0.023623623623623625
73,R1_2_5.TXT,8446.282,1272.0,1000,0.026266266266266266
74,r209.txt,1683.3829,757.0,1000,0.02104104104104104
75,C2_2_2.TXT,6372.771,822.0,1000,0.023923923923923923
76,R1_2_2.TXT,8573.955,1298.0,1000,0.026306306306306305
77,rc207.txt,2239.3398,1157.0,1000,0.025045045045045046
78,c103.txt,2172.741,560.0,1000,0.022665330661322643
79,C1_2_9.TXT,9410.68,1232.0,1000,0.026026026026026026
80,c204.txt,1645.5863,760.0,1000,0.023643643643643644
81,c207.txt,1508.7909,1031.0,1000,0.023983983983983985
82,RC2_2_7.TXT,4885.0166,1193.0,1000,0.025665665665665666
83,RC2_2_2.TXT,4483.1436,1027.0,1000,0.025025025025025027
84,RC1_2_4.TXT,7843.8164,982.0,1000,0.024864864864864864
85,RC2_2_1.TXT,5253.731,1149.0,1000,0.025505505505505503
86,rc104.txt,2915.8442,1312.0,1000,0.026086086086086088
87,rc104.txt,2599.5273,1164.0,1000,0.025450901803607217
88,c105.txt,2199.0073,828.0,1000,0.023567134268537075
89,R1_2_8.TXT,8694.653,1457.0,1000,0.026946946946946947
90,R2_2_5.TXT,5356.866,918.0,1000,0.024384384384384384
91,C2_2_7.TXT,5690.8667,1176.0,1000,0.025785785785785786
92,R2_2_8.TXT,4176.572,676.0,1000,0.02148148148148148
93,c205.txt,1265.293,242.0,1000,0.02098098098098098
94,R2_2_3.TXT,5233.4976,1116.0,1000,0.025585585585585588
95,r208.txt,1553.6257,374.0,1000,0.021261261261261263
96,r108.txt,2284.7202,1236.0,1000,0.025765765765765766
97,rc101.txt,2631.579,773.0,1000,0.0236308926780341
98,r110.txt,1943.6271,888.0,1000,0.024128256513026053
99,rc107.txt,2656.6458,1347.0,1000,0.026452905811623247
100,C2_2_5.TXT,5030.164,1272.0,1000,0.026226226226226227
101,RC1_2_2.TXT,7334.1377,775.0,1000,0.023723723723723725
102,c205.txt,1371.4325,612.0,1000,0.022382382382382385
103,RC2_2_3.TXT,4321.9883,808.0,1000,0.020920920920920922
104,RC2_2_8.TXT,4876.3135,962.0,1000,0.024704704704704702
105,rc202.txt,1867.7404,1277.0,1000,0.023003003003003
106,C1_2_7.TXT,6111.102,653.0,1000,0.0232064128256513
107,R2_2_10.TXT,4732.2607,882.0,1000,0.024164164164164163
108,rc204.txt,1740.8473,1226.0,1000,0.023103103103103102
109,r202.txt,1903.0238,1644.0,1000,0.026666666666666665
110,rc108.txt,2667.9714,1437.0,1000,0.026846846846846847
111,RC2_2_7.TXT,4590.621,1222.0,1000,0.025285285285285286
112,c205.txt,1515.852,1011.0,1000,0.023843843843843845
113,c107.txt,2803.0442,1201.0,1000,0.025225225225225224
114,RC1_2_1.TXT,7203.1714,807.0,1000,0.024004004004004
115,rc208.txt,2209.8926,1032.0,1000,0.023603603603603602
116,RC1_2_10.TXT,8342.99,1311.0,1000,0.026426426426426425
117,RC1_2_4.TXT,7441.201,266.0,1000,0.02128128128128128
118,r109.txt,2202.2974,808.0,1000,0.023567134268537075
119,C1_2_9.TXT,10488.952,1574.0,1000,0.00762
120,c105.txt,2218.0208,880.0,1000,0.023987975951903807
121,rc206.txt,2048.0583,119.0,1000,0.020420420420420422
122,C1_2_6.TXT,10920.986,1481.0,1000,0.006959999999999999
123,R1_2_2.TXT,7740.16,1277.0,1000,0.026206206206206204
124,r209.txt,1923.9468,1202.0,1000,0.024304304304304303
125,rc102.txt,2737.7764,1180.0,1000,0.025450901803607217
126,RC1_2_10.TXT,8239.757,1291.0,1000,0.026366366366366367
127,rc206.txt,1848.5588,884.0,1000,0.024284284284284287
128,c109.txt,3100.3987,1336.0,1000,0.025965965965965964
129,R1_2_4.TXT,7782.147,742.0,1000,0.023643643643643644
130,c204.txt,1794.4313,1026.0,1000,0.023603603603603602
131,C2_2_6.TXT,4853.441,1476.0,1000,0.027207207207207203
132,c207.txt,1609.8381,494.0,1000,0.021861861861861863
133,r110.txt,2026.1462,961.0,1000,0.02434869739478958
134,R2_2_5.TXT,5139.808,1094.0,1000,0.025265265265265263
135,RC2_2_10.TXT,4190.393,1126.0,1000,0.025485485485485487
136,r109.txt,2637.1003,1389.0,1000,0.026406406406406405
137,RC1_2_8.TXT,7905.255,1053.0,1000,0.025185185185185185
138,R2_2_6.TXT,4993.332,684.0,1000,0.023243243243243245
139,R2_2_7.TXT,4336.45,1283.0,1000,0.025565565565565565
140,r108.txt,2238.7524,836.0,1000,0.023243243243243245
141,R1_2_5.TXT,8008.1396,947.0,1000,0.024464464464464465
142,c204.txt,1439.187,68.0,1000,0.02016016016016016
143,RC1_2_8.TXT,7336.7954,950.0,1000,0.024624624624624624
144,RC2_2_9.TXT,4522.7344,1273.0,1000,0.025665665665665666
145,C2_2_4.TXT,4976.5327,1576.0,1000,0.027547547547547548
146,r209.txt,1558.8457,513.0,1000,0.0224024024024024
147,c107.txt,2973.7537,1457.0,1000,0.026686686686686688
148,c105.txt,2052.8403,1355.0,1000,0.02623246492985972
149,C1_2_4.TXT,13004.213,1540.0,1000,0.00756
150,c105.txt,2401.526,766.0,1000,0.02314629258517034
151,RC2_2_1.TXT,4692.7944,1638.0,1000,0.027927927927927927
152,rc107.txt,3160.4324,1513.0,1000,0.026826826826826827
153,r211.txt,1450.5897,619.0,1000,0.022422422422422424
154,rc106.txt,2798.3098,1184.0,1000,0.025410821643286573
155,c205.txt,1244.699,668.0,1000,0.02098098098098098
156,C1_2_6.TXT,7037.197,787.0,1000,0.023627254509018036
157,c205.txt,1477.3816,357.0,1000,0.0215015015015015
158,rc104.txt,2640.1768,1182.0,1000,0.024949899799599197
159,RC2_2_9.TXT,4028.253,1250.0,1000,0.026086086086086088
160,R1_2_2.TXT,8215.91,1358.0,1000,0.026586586586586587
161,c104.txt,3808.9631,1482.0,1000,0.027067067067067064
162,RC1_2_1.TXT,7485.6084,1064.0,1000,0.025205205205205205
163,c201.txt,1979.979,556.0,1000,0.022382382382382385
164,r211.txt,1666.2478,905.0,1000,0.023943943943943946
165,R2_2_1.TXT,5681.6733,1505.0,1000,0.027207207207207203
166,RC2_2_2.TXT,4672.566,1749.0,1000,0.02784784784784785
167,r211.txt,1538.0565,303.0,1000,0.0202002002002002
168,C2_2_1.TXT,5917.501,1050.0,1000,0.025205205205205205
169,RC1_2_4.TXT,9455.903,1533.0,1000,0.02746746746746747
170,rc205.txt,1919.2517,330.0,1000,0.02106106106106106
171,RC2_2_1.TXT,4982.063,900.0,1000,0.024324324324324326
172,R2_2_2.TXT,5049.765,1454.0,1000,0.026866866866866866
173,rc205.txt,2146.2705,957.0,1000,0.021221221221221224
174,C1_2_3.TXT,13529.628,1434.0,1000,0.0070999999999999995
175,C2_2_9.TXT,6545.9785,1393.0,1000,0.027007007007007006
176,RC1_2_10.TXT,8152.9067,1204.0,1000,0.025825825825825825
177,r105.txt,2173.3545,1053.0,1000,0.02498997995991984
178,c104.txt,2847.0015,582.0,1000,0.022822822822822823
179,c202.txt,2195.5952,1248.0,1000,0.025965965965965964
180,rc203.txt,2323.4106,1107.0,1000,0.021921921921921925
181,RC1_2_1.TXT,6718.0303,1037.0,1000,0.025045045045045046
182,r107.txt,2264.1147,847.0,1000,0.023423423423423424
183,rc206.txt,2094.9326,244.0,1000,0.02098098098098098
184,c204.txt,1911.3586,1136.0,1000,0.022682682682682684
185,RC1_2_7.TXT,7690.6045,1066.0,1000,0.025225225225225224
186,C1_2_5.TXT,7064.0996,767.0,1000,0.023647294589178358
187,C2_2_5.TXT,5308.6396,1112.0,1000,0.025405405405405403
188,rc106.txt,2398.1333,1471.0,1000,0.027034068136272547
189,C2_2_3.TXT,5855.0825,1653.0,1000,0.02830830830830831
190,R2_2_6.TXT,4515.877,1413.0,1000,0.02654654654654655
191,c204.txt,1591.5321,659.0,1000,0.022922922922922924
192,r104.txt,2156.3855,1083.0,1000,0.024824824824824825
193,rc201.txt,2495.4412,1263.0,1000,0.023383383383383385
194,rc201.txt,2452.189,232.0,1000,0.021021021021021023
195,rc206.txt,1999.7212,1535.0,1000,0.025525525525525526
196,C2_2_1.TXT,5691.729,811.0,1000,0.023803803803803803
197,C1_2_4.TXT,10870.019,1414.0,1000,0.026966966966966967
198,C2_2_10.TXT,6184.8037,1722.0,1000,0.02848848848848849
199,rc201.txt,2406.7043,1341.0,1000,0.025465465465465464
200,R1_2_6.TXT,8011.155,1241.0,1000,0.02604604604604605
201,C2_2_1.TXT,4935.3286,905.0,1000,0.024304304304304303
202,C2_2_8.TXT,4905.6943,1125.0,1000,0.025325325325325325
203,R2_2_8.TXT,5462.99,453.0,1000,0.022082082082082084
204,RC2_2_6.TXT,4368.705,1541.0,1000,0.02738738738738739
205,C2_2_7.TXT,5319.6055,1250.0,1000,0.026126126126126126
206,rc102.txt,2562.432,891.0,1000,0.023987975951903807
207,r107.txt,2345.1072,1301.0,1000,0.026006006006006003
208,C2_2_1.TXT,5569.7847,1431.0,1000,0.026626626626626626
209,R2_2_9.TXT,5348.5103,1490.0,1000,0.027087087087087087
210,RC1_2_2.TXT,7560.6157,1012.0,1000,0.025085085085085085
211,r211.txt,1560.2804,401.0,1000,0.02138138138138138
212,c204.txt,1656.5203,922.0,1000,0.024184184184184186
213,RC2_2_5.TXT,5113.332,1631.0,1000,0.02810810810810811
214,r110.txt,1806.9418,1229.0,1000,0.025791583166332666
215,RC1_2_6.TXT,7835.1855,1220.0,1000,0.025965965965965964
216,R2_2_6.TXT,4640.0522,795.0,1000,0.023383383383383385
217,c101.txt,1992.334,841.0,1000,0.024128256513026053
218,rc103.txt,3257.4211,857.0,1000,0.023343343343343346
219,R2_2_9.TXT,5003.0884,900.0,1000,0.021681681681681685
220,c107.txt,2289.395,939.0,1000,0.024048096192384773
221,R1_2_6.TXT,8223.751,988.0,1000,0.024884884884884887
222,R1_2_9.TXT,7883.7827,1331.0,1000,0.026466466466466464
223,rc207.txt,1832.5966,1149.0,1000,0.024824824824824825
224,RC2_2_8.TXT,4278.652,959.0,1000,0.024484484484484485
225,RC2_2_8.TXT,4219.5913,1509.0,1000,0.025705705705705705
226,C1_2_3.TXT,14379.75,1571.0,1000,0.0077800000000000005
227,r203.txt,1470.8628,1232.0,1000,0.024204204204204202
228,RC1_2_10.TXT,7292.0566,1436.0,1000,0.026826826826826827
229,C2_2_9.TXT,5008.7476,994.0,1000,0.024744744744744748
230,rc201.txt,2287.7004,645.0,1000,0.02106106106106106
231,r110.txt,2242.7397,1199.0,1000,0.025685685685685685
232,C2_2_2.TXT,5770.3086,855.0,1000,0.024244244244244248
233,RC2_2_6.TXT,5612.667,1399.0,1000,0.02654654654654655
234,RC1_2_2.TXT,7250.5596,1064.0,1000,0.025045045045045046
235,c203.txt,1661.7443,1426.0,1000,0.026966966966966967
236,c208.txt,2310.2124,1156.0,1000,0.024964964964964965
237,rc207.txt,2021.9613,1422.0,1000,0.024384384384384384
238,r110.txt,1951.6443,828.0,1000,0.023486973947895794
239,r203.txt,1508.5542,895.0,1000,0.0224024024024024
240,RC2_2_1.TXT,4808.9478,876.0,1000,0.023663663663663664
241,C2_2_5.TXT,5366.7505,849.0,1000,0.024064064064064063
242,R2_2_4.TXT,4106.1265,622.0,1000,0.020920920920920922
243,RC1_2_7.TXT,8026.331,890.0,1000,0.024384384384384384
244,R1_2_7.TXT,8922.953,1425.0,1000,0.026906906906906905
245,r103.txt,2306.4907,1638.0,1000,0.02751503006012024
246,RC2_2_2.TXT,4825.188,860.0,1000,0.024324324324324326
247,C1_2_7.TXT,8440.711,1243.0,1000,0.025825825825825825
248,R1_2_6.TXT,7819.1294,1268.0,1000,0.026406406406406405
249,C2_2_7.TXT,5754.2544,1411.0,1000,0.026946946946946947
250,c102.txt,1882.6125,1184.0,1000,0.02563691073219659
251,r206.txt,1625.1975,1312.0,1000,0.024744744744744748
252,r204.txt,1431.3815,1596.0,1000,0.026226226226226227
253,c109.txt,2659.1545,948.0,1000,0.02400801603206413
254,RC2_2_1.TXT,4339.9136,954.0,1000,0.02086086086086086
255,c208.txt,1014.28625,87.0,1000,0.02022022022022022
256,r103.txt,2409.7751,1152.0,1000,0.025605605605605604
257,RC1_2_7.TXT,7135.257,726.0,1000,0.023583583583583586
258,rc202.txt,2137.8413,1580.0,1000,0.02714714714714715
259,C2_2_2.TXT,5913.2734,1035.0,1000,0.024904904904904903
260,R1_2_2.TXT,7514.5913,902.0,1000,0.024484484484484485
261,C1_2_5.TXT,7106.606,939.0,1000,0.024549098196392786
262,R1_2_1.TXT,8333.089,913.0,1000,0.024344344344344345
263,r206.txt,1830.2179,1087.0,1000,0.022922922922922924
264,r112.txt,2080.1475,1567.0,1000,0.027607607607607606
265,RC1_2_7.TXT,7204.286,1280.0,1000,0.02604604604604605
266,C2_2_2.TXT,5979.306,1346.0,1000,0.026466466466466464
267,r211.txt,1629.3922,916.0,1000,0.023883883883883884
268,C2_2_1.TXT,6349.8745,1103.0,1000,0.025405405405405403
269,R1_2_4.TXT,8250.123,1415.0,1000,0.026946946946946947
270,RC1_2_2.TXT,7527.4575,1132.0,1000,0.02544544544544545
271,R1_2_7.TXT,7958.0967,1065.0,1000,0.025165165165165163
272,R2_2_9.TXT,5312.5913,1582.0,1000,0.027607607607607606
273,r108.txt,2218.8845,1037.0,1000,0.024264264264264264
274,r104.txt,2516.0237,938.0,1000,0.024184184184184186
275,r202.txt,1649.7949,650.0,1000,0.021161161161161162
276,C2_2_2.TXT,5990.7153,1414.0,1000,0.026906906906906905
277,rc206.txt,2211.3145,1127.0,1000,0.025205205205205205
278,RC2_2_4.TXT,4320.4775,780.0,1000,0.023743743743743745
279,r106.txt,2026.2466,805.0,1000,0.02352705410821643
280,c106.txt,2151.9978,592.0,1000,0.02280561122244489
281,RC1_2_10.TXT,7773.5425,1404.0,1000,0.026906906906906905
282,C1_2_3.TXT,12782.861,1456.0,1000,0.006939999999999999
283,c102.txt,2221.292,477.0,1000,0.02220661985957874
284,rc203.txt,1917.1736,234.0,1000,0.02096096096096096
285,rc107.txt,2844.5967,1058.0,1000,0.02496993987975952
286,R2_2_1.TXT,5840.112,1268.0,1000,0.026166166166166165
287,RC1_2_7.TXT,6950.011,1205.0,1000,0.025925925925925925
288,R1_2_4.TXT,8153.5327,579.0,1000,0.022882882882882885
289,R1_2_7.TXT,8391.937,1575.0,1000,0.027727727727727726
290,rc207.txt,2183.7515,755.0,1000,0.0213013013013013
291,C2_2_6.TXT,5534.698,1282.0,1000,0.026246246246246246
292,rc205.txt,2068.481,1282.0,1000,0.023743743743743745
293,rc102.txt,1542.0996,1034.0,1000,0.008700964832898866
294,C2_2_3.TXT,1837.4387,1210.0,1000,0.0057399999999999994
295,C1_2_8.TXT,2750.781,552.0,1000,0.00252
296,c207.txt,588.2864,1607.0,1000,0.00762
297,r208.txt,734.3694,1559.0,1000,0.0074199999999999995
298,C2_2_2.TXT,1880.414,1145.0,1000,0.005620000000000001
299,R1_2_2.TXT,4218.88,1015.0,1000,0.00504
300,RC1_2_6.TXT,3755.0762,822.0,1000,0.00386
301,R2_2_8.TXT,1923.6683,1569.0,1000,0.00758
302,R2_2_1.TXT,3675.7312,1287.0,1000,0.00622
303,rc201.txt,1334.0922,1154.0,1000,0.005699999999999999
304,RC1_2_6.TXT,3831.757,697.0,1000,0.00336
305,RC2_2_4.TXT,1983.3208,1341.0,1000,0.0064600000000000005
306,rc205.txt,1216.558,1130.0,1000,0.005719999999999999
307,r209.txt,871.53204,1447.0,1000,0.006959999999999999
308,RC2_2_10.TXT,2081.8206,1294.0,1000,0.006
309,r208.txt,716.7836,1778.0,1000,0.00872
310,RC1_2_9.TXT,3592.2983,579.0,1000,0.0027600000000000003
311,r102.txt,1480.9594,1144.0,1000,0.005620000000000001
312,r102.txt,1481.2241,1311.0,1000,0.00658
313,RC1_2_4.TXT,3141.8533,855.0,1000,0.0041199999999999995
314,rc108.txt,1245.0457,718.0,1000,0.00328
315,C1_2_9.TXT,3155.2463,461.0,1000,0.00208
316,r206.txt,908.8866,1458.0,1000,0.0072
317,C1_2_5.TXT,2708.0107,752.0,1000,0.00302
318,r204.txt,762.70605,891.0,1000,0.0042
319,C2_2_3.TXT,1816.963,1379.0,1000,0.00674
320,C1_2_4.TXT,2982.5605,567.0,1000,0.00262
321,r111.txt,1075.4169,950.0,1000,0.00462
